intent_id,question,intent_label,example_context,language,notes
731,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
732,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
733,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
734,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
735,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
736,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
737,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
738,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
739,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
740,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
741,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
742,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
743,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
744,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
745,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
746,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
747,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
748,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
749,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
750,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
751,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
752,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
753,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
754,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
755,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
756,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
757,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
758,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
759,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
760,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
761,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
762,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
763,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
764,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
765,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
766,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
767,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
768,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
769,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
770,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
771,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
772,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
773,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
774,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
775,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
776,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
777,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
778,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
779,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
780,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
781,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
782,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
783,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
784,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
785,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
786,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
787,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
788,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
789,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
790,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
791,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
792,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
793,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
794,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
795,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
796,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
797,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
798,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
799,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
800,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
801,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
802,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
803,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
804,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
805,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
806,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
807,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
808,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
809,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
810,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
811,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
812,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
813,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
814,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
815,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
816,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
817,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
818,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
819,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
820,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
821,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
822,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
823,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
824,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
825,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
826,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
827,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
828,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
829,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
830,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
831,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
832,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
833,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
834,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
835,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
836,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
837,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
838,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
839,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
840,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
841,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
842,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
843,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
844,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
845,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
846,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
847,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
848,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
849,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
850,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
851,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
852,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
853,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
854,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
855,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
856,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
857,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
858,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
859,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
860,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
861,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
862,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
863,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
864,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
865,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
866,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
867,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
868,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
869,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
870,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
871,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
872,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
873,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
874,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
875,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
876,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
877,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
878,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
879,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
880,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
881,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
882,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
883,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
884,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
885,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
886,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
887,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
888,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
889,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
890,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
891,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
892,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
893,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
894,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
895,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
896,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
897,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
898,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
899,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
900,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
901,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
902,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
903,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
904,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
905,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
906,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
907,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
908,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
909,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
910,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
911,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
912,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
913,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
914,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
915,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
916,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
917,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
918,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
919,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
920,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
921,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
922,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
923,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
924,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
925,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
926,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
927,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
928,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
929,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
930,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
931,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
932,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
933,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
934,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
935,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
936,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
937,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
938,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
939,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
940,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
941,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
942,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
943,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
944,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
945,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
946,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
947,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
948,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
949,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
950,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
951,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
952,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
953,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
954,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
955,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
956,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
957,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
958,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
959,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
960,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
961,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
962,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
963,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
964,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
965,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
966,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
967,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
968,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
969,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
970,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
971,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
972,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
973,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
974,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
975,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
976,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
977,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
978,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
979,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
980,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
981,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
982,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
983,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
984,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
985,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
986,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
987,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
988,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
989,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
990,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
991,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
992,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
993,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
994,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
995,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
996,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
997,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
998,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
999,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
1000,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
