gap_id,entity_type,product_code,sku,product_name,field_name,current_value,required_from_team,owner,priority,source_document,status,deadline
GAP-00429,faq,DJP1090,DJ-HEA-0091,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00430,faq,DJP1090,DJ-HEA-0091,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00431,faq,DJP1090,DJ-HEA-0091,,dosage,This specific item comes in a 60 Tab pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00432,faq,DJP1091,DJ-HEA-0092,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Reduced amount of urine, Swelling in legs ankles and feet from retention of fluids, Excessive drowsiness, Shortness of breath, Persistent nausea.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00433,faq,DJP1091,DJ-HEA-0092,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00434,faq,DJP1091,DJ-HEA-0092,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00435,faq,DJP1091,DJ-HEA-0092,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00436,faq,DJP1091,DJ-HEA-0092,,dosage,This specific item comes in a 300 g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00437,faq,DJP1092,DJ-HEA-0093,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00438,faq,DJP1092,DJ-HEA-0093,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00439,faq,DJP1092,DJ-HEA-0093,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00440,faq,DJP1092,DJ-HEA-0093,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00441,faq,DJP1092,DJ-HEA-0093,,dosage,This specific item comes in a 200ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00442,faq,DJP1093,DJ-HEA-0094,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00443,faq,DJP1093,DJ-HEA-0094,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00444,faq,DJP1093,DJ-HEA-0094,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00445,faq,DJP1093,DJ-HEA-0094,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00446,faq,DJP1093,DJ-HEA-0094,,dosage,This specific item comes in a 500ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00447,faq,DJP1094,DJ-HEA-0095,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00448,faq,DJP1094,DJ-HEA-0095,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00449,faq,DJP1094,DJ-HEA-0095,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00450,faq,DJP1094,DJ-HEA-0095,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00451,faq,DJP1094,DJ-HEA-0095,,dosage,This specific item comes in a nan pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00452,faq,DJP1095,DJ-HEA-0096,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Decreased Immunity, Photo Damage (UV Rays), Dry Skin, Slow Wound Healing, Aging.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00453,faq,DJP1095,DJ-HEA-0096,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00454,faq,DJP1095,DJ-HEA-0096,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00455,faq,DJP1095,DJ-HEA-0096,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00456,faq,DJP1095,DJ-HEA-0096,,dosage,This specific item comes in a 500ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00457,faq,DJP1096,DJ-HEA-0097,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Running Nose, Headache, Fever, Cough, Sore Throat, Breathlessness.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00458,faq,DJP1096,DJ-HEA-0097,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00459,faq,DJP1096,DJ-HEA-0097,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00460,faq,DJP1096,DJ-HEA-0097,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00461,faq,DJP1096,DJ-HEA-0097,,dosage,This specific item comes in a 120 Tab pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00462,faq,DJP1097,DJ-HEA-0098,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Running Nose, Headache, Fever, Cough, Sore Throat, Breathlessness.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00463,faq,DJP1097,DJ-HEA-0098,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00464,faq,DJP1097,DJ-HEA-0098,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00465,faq,DJP1097,DJ-HEA-0098,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00466,faq,DJP1097,DJ-HEA-0098,,dosage,This specific item comes in a 60 Tab pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00467,faq,DJP1098,DJ-HEA-0099,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Back Pain or Joints Pain, Joint Stiffness & Noises (Crepitations), Inflammation & Swelling, Tenderness, Fatigue.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00468,faq,DJP1098,DJ-HEA-0099,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00469,faq,DJP1098,DJ-HEA-0099,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00470,faq,DJP1098,DJ-HEA-0099,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00471,faq,DJP1098,DJ-HEA-0099,,dosage,This specific item comes in a 60 Tab pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00472,faq,DJP1099,DJ-HEA-0100,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Back Pain or Joints Pain, Joint Stiffness & Noises (Crepitations), Inflammation & Swelling, Tenderness, Fatigue.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00473,faq,DJP1099,DJ-HEA-0100,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00474,faq,DJP1099,DJ-HEA-0100,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00475,faq,DJP1099,DJ-HEA-0100,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00476,faq,DJP1099,DJ-HEA-0100,,dosage,This specific item comes in a 100ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00477,faq,DJP1100,DJ-HEA-0101,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Abnormal Heart Rhythms, High Blood Pressure, Chest Pain, Shortness of Breath, Swollen Ankles.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00478,faq,DJP1100,DJ-HEA-0101,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00479,faq,DJP1100,DJ-HEA-0101,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00480,faq,DJP1100,DJ-HEA-0101,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00481,faq,DJP1100,DJ-HEA-0101,,dosage,This specific item comes in a nan pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00482,faq,DJP1101,DJ-HEA-0102,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00483,faq,DJP1101,DJ-HEA-0102,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00484,faq,DJP1101,DJ-HEA-0102,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00485,faq,DJP1101,DJ-HEA-0102,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00486,faq,DJP1101,DJ-HEA-0102,,dosage,This specific item comes in a 30g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00487,faq,DJP1102,DJ-HEA-0103,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Physical Retardation, Reduced Cognitive abilities, Weakness OR Tiredness, Abnormal Heart Rhythms, High Blood Pressure.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00488,faq,DJP1102,DJ-HEA-0103,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00489,faq,DJP1102,DJ-HEA-0103,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00490,faq,DJP1102,DJ-HEA-0103,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00491,faq,DJP1102,DJ-HEA-0103,,dosage,This specific item comes in a 1 Ltr. pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00492,faq,DJP1103,DJ-HEA-0104,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00493,faq,DJP1103,DJ-HEA-0104,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00494,faq,DJP1103,DJ-HEA-0104,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00495,faq,DJP1103,DJ-HEA-0104,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00496,faq,DJP1103,DJ-HEA-0104,,dosage,This specific item comes in a 1 Ltr. pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00497,faq,DJP1104,DJ-HEA-0105,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00498,faq,DJP1104,DJ-HEA-0105,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00499,faq,DJP1104,DJ-HEA-0105,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00500,faq,DJP1104,DJ-HEA-0105,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00501,faq,DJP1104,DJ-HEA-0105,,dosage,This specific item comes in a 60 Veg Capsules pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00502,faq,DJP1105,DJ-HEA-0106,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Physical Retardation, Reduced Cognitive abilities, Weakness OR Tiredness, Increased Thirst, Frequent Urination.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00503,faq,DJP1105,DJ-HEA-0106,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00504,faq,DJP1105,DJ-HEA-0106,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00505,faq,DJP1105,DJ-HEA-0106,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00506,faq,DJP1105,DJ-HEA-0106,,dosage,This specific item comes in a nan pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00507,faq,DJP1106,DJ-HEA-0107,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Physical Retardation, Reduced Cognitive abilities, Weakness OR Tiredness, Nasal inflammation, Runny nose.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00508,faq,DJP1106,DJ-HEA-0107,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00509,faq,DJP1106,DJ-HEA-0107,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00510,faq,DJP1106,DJ-HEA-0107,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00511,faq,DJP1106,DJ-HEA-0107,,dosage,This specific item comes in a 30ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00512,faq,DJP1107,DJ-HEA-0108,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Skin Sensitivity, Shortness of Breath, Difficulty in Breathing, Heart Palpitations, Sweating.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00513,faq,DJP1107,DJ-HEA-0108,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00514,faq,DJP1107,DJ-HEA-0108,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00515,faq,DJP1107,DJ-HEA-0108,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00516,faq,DJP1107,DJ-HEA-0108,,dosage,This specific item comes in a 300gm pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00517,faq,DJP1108,DJ-HEA-0109,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00518,faq,DJP1108,DJ-HEA-0109,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00519,faq,DJP1108,DJ-HEA-0109,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00520,faq,DJP1108,DJ-HEA-0109,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00521,faq,DJP1108,DJ-HEA-0109,,dosage,This specific item comes in a 100g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00522,faq,DJP1109,DJ-HEA-0110,,target_customer,"According to the recommendation chart, it may be useful for individuals dealing with: Skin Sensitivity, Shortness of Breath, Difficulty in Breathing, Heart Palpitations, Sweating.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00523,faq,DJP1109,DJ-HEA-0110,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00524,faq,DJP1109,DJ-HEA-0110,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00525,faq,DJP1109,DJ-HEA-0110,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00526,faq,DJP1109,DJ-HEA-0110,,dosage,This specific item comes in a 500g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00527,faq,DJP1110,DJ-HEA-0111,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00528,faq,DJP1110,DJ-HEA-0111,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00529,faq,DJP1110,DJ-HEA-0111,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00530,faq,DJP1110,DJ-HEA-0111,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00531,faq,DJP1110,DJ-HEA-0111,,dosage,This specific item comes in a 300g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00532,faq,DJP1111,DJ-HEA-0112,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00533,faq,DJP1111,DJ-HEA-0112,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00534,faq,DJP1111,DJ-HEA-0112,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00535,faq,DJP1111,DJ-HEA-0112,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00536,faq,DJP1111,DJ-HEA-0112,,dosage,This specific item comes in a 25 Pcs pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00537,faq,DJP1112,DJ-HEA-0113,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00538,faq,DJP1112,DJ-HEA-0113,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00539,faq,DJP1112,DJ-HEA-0113,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00540,faq,DJP1112,DJ-HEA-0113,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00541,faq,DJP1112,DJ-HEA-0113,,dosage,This specific item comes in a 60 Gummies pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00542,faq,DJP1113,DJ-HEA-0114,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00543,faq,DJP1113,DJ-HEA-0114,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00544,faq,DJP1113,DJ-HEA-0114,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00545,faq,DJP1113,DJ-HEA-0114,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00546,faq,DJP1113,DJ-HEA-0114,,dosage,This specific item comes in a 3X20 Tablets pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00547,faq,DJP1114,DJ-HEA-0115,,target_customer,Individuals looking for Ayurvedic and health support supplements as directed by Dayjoy's guidelines.,Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00548,faq,DJP1114,DJ-HEA-0115,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00549,faq,DJP1114,DJ-HEA-0115,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00550,faq,DJP1114,DJ-HEA-0115,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00551,faq,DJP1114,DJ-HEA-0115,,dosage,This specific item comes in a 200g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
