product_code,sku,product_name,category,source_document,last_updated,status,subcategory,mrp,distributor_price,bv,pv,pack_size,ingredients,benefits,features,usage,dosage,warnings,storage,target_customer,related_products,alternative_products,cross_sell_products,frequently_bought_together,certifications,search_keywords,metadata,faqs,source_page,extraction_status,confidence,contraindications,brand,source_document_id,source_version,approval_status,effective_from,effective_to,missing_fields_count,risk_level
DJP1135,DJ-AGR-0136,JoyCalcium (2 Litre),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Calcium, Phosphorus, Zinc, Magnesium, Vitamins A, D3, E, B12, Biotin, Protein.","Boosts Milk Production, Improves Fat Content, Strengthens Bones & Teeth, Supports Digestion & Appetite, Enhances Immunity.",,,Lactating Cattle: 60-70 ml/day. Dry Cattle: 50 ml/day. Calves: 20-30 ml/day. Poultry: 10 ml/day per bird.,,,,,,,,,,,,58.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1136,DJ-GER-0137,Bio-Germanium & Magnetic Mattress,,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Improves Sleep Quality, Detoxifies, Slows Aging, Maintains Body Warmth, Fights Fatigue, Balances lons, Boosts Metabolism.",,,,,,,,,,,MEDICAL GRADE DEVICE,,,,59.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1137,DJ-GER-0138,Bio-Germanium & Magnetic Mattress (Pack of 2),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Improves Sleep Quality, Detoxifies, Slows Aging, Maintains Body Warmth, Fights Fatigue, Balances lons, Boosts Metabolism.",,,,,,,,,,,MEDICAL GRADE DEVICE,,,,59.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1138,DJ-AQU-0139,Aqua Energiser (Pack of 3),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,Promotes calmness and relaxation. Elevates mood and mental clarity. Boosts hydration and oxygen intake. Neutralizes free radicals.,,Place beverages on top. Wash fruits & vegetables. Keep in fridge.,,,,,,,,,,,,,59.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1139,DJ-AQU-0140,Aqua Energiser (Single),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,Promotes calmness and relaxation. Elevates mood and mental clarity. Boosts hydration and oxygen intake. Neutralizes free radicals.,,Place beverages on top. Wash fruits & vegetables. Keep in fridge.,,,,,,,,,,,,,59.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1140,DJ-AQU-0141,New Perfect-Ion,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1141,DJ-AQU-0142,Perfect-Ion Testing Solutions,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1142,DJ-AQU-0143,Perfect-Ion Leaflets (Set of 25),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1143,DJ-AQU-0144,Perfect-Ion Leaflets (Set of 50),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1144,DJ-AQU-0145,N-SF 9.5 Mineraliser,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1145,DJ-AQU-0146,N-SF 10.5 Mineraliser,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1146,DJ-PRO-0147,Dayjoy Diary,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1147,DJ-PRO-0148,Dayjoy Leather Bag,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1148,DJ-PRO-0149,Dayjoy Cap,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1149,DJ-PRO-0150,Dayjoy Mug,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1150,DJ-PRO-0151,Dayjoy Bike Sticker,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1151,DJ-PRO-0152,Dayjoy Car Sticker,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1152,DJ-PRO-0153,Dayjoy Pin,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1153,DJ-PRO-0154,Dayjoy Backpack Bag,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1154,DJ-PRO-0155,New Dayjoy Product Brochure (Hindi),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1155,DJ-PRO-0156,New Dayjoy Product Brochure (English),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1156,DJ-PRO-0157,New Dayjoy Product Brochure (Telugu),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1157,DJ-PRO-0158,Product Leaflets (Set of 48 Leaflets),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1158,DJ-PRO-0159,Hindi One-Page Compensation Plan (Set of 25 Leaflets),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1159,DJ-PRO-0160,English One-Page Compensation Plan (Set of 25 Leaflets),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1160,DJ-PRO-0161,Hindi One-Page Compensation Plan (Set of 50 Leaflets),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1161,DJ-PRO-0162,English One-Page Compensation Plan (Set of 50 Leaflets),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1162,DJ-PRO-0163,Dayjoy Business Planner Book (Hindi),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1163,DJ-PRO-0164,Dayjoy Business Planner Book (English),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1164,DJ-COM-0165,STANDARD PACKAGE,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1165,DJ-COM-0166,PREMIUM PACKAGE,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1166,DJ-COM-0167,ELITE PACKAGE,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1167,DJ-COM-0168,AGRI PRO PACKAGE,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1168,DJ-COM-0169,AGRI STARTER PACKAGE,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1169,DJ-COM-0170,LEGEND PACKAGE,,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
