chunk_id,parent_doc_id,chunk_index,chunk_text,doc_type,source_document,source_section,product_name,product_code,sku,tags,keywords,category,confidence,source_reference,notes
intent_1,dayjoy_master_intent_dataset,1,Q: What is Multivitamins Tablets? A: Multivitamins Tablets is a HEALTH CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Multivitamins Tablets,DJP1094,DJ-HEA-0095,informational;product_info,what is multivitamins tablets,informational,high,Products Master,
intent_3897,dayjoy_master_intent_dataset,3897,Q: Is New Dayjoy Product Brochure (Telugu) a food product? A: It is categorized under PROMOTION TOOLS.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,New Dayjoy Product Brochure (Telugu),DJP1156,DJ-PRO-0157,informational;product_category,is new dayjoy product brochure telugu a food,informational,high,Products Master,
intent_3898,dayjoy_master_intent_dataset,3898,"Q: I have Dry Skin, what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE for Dry Skin. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have dry skin what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3899,dayjoy_master_intent_dataset,3899,"Q: I have Easy Bruising, what should I take? A: Dayjoy suggests ADILIV TABLETS for Easy Bruising. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have easy bruising what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3900,dayjoy_master_intent_dataset,3900,Q: Is Garam Masala (100g) a food product? A: It is categorized under FOOD PRODUCTS.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Garam Masala (100g),DJP1008,DJ-FOO-0009,informational;product_category,is garam masala 100g a food product,informational,high,Products Master,
intent_3901,dayjoy_master_intent_dataset,3901,Q: Is Dayjoy Business Planner Book (English) a food product? A: It is categorized under PROMOTION TOOLS.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Dayjoy Business Planner Book (English),DJP1163,DJ-PRO-0164,informational;product_category,is dayjoy business planner book english a food,informational,high,Products Master,
intent_3902,dayjoy_master_intent_dataset,3902,"Q: I have Skin Disorders, what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE for Skin Disorders. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have skin disorders what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3903,dayjoy_master_intent_dataset,3903,"Q: I have Weakness OR Tiredness, what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Weakness OR Tiredness. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have weakness or tiredness what should i,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3904,dayjoy_master_intent_dataset,3904,"Q: I have Dizziness or Fainting, what should I take? A: Dayjoy suggests ADILIPO TABLET for Dizziness or Fainting. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have dizziness or fainting what should i,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3905,dayjoy_master_intent_dataset,3905,Q: What is N-astheal (60 Tab)? A: N-astheal (60 Tab) is a HEALTH CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,informational;product_info,what is n astheal 60 tab,informational,high,Products Master,
intent_3906,dayjoy_master_intent_dataset,3906,"Q: I have Pain or pressure in your chest, what should I take? A: Dayjoy suggests KIDNEY KAWACH for Pain or pressure in your chest. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have pain or pressure in your chest,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3907,dayjoy_master_intent_dataset,3907,Q: What is Sunscreen SPF 50+ (50gm)? A: Sunscreen SPF 50+ (50gm) is a SKIN CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Sunscreen SPF 50+ (50gm),DJP1059,DJ-SKI-0060,informational;product_info,what is sunscreen spf 50 50gm,informational,high,Products Master,
intent_3908,dayjoy_master_intent_dataset,3908,Q: Who pays for return shipping? A: You are responsible for paying your own shipping cost for returning your items.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,policy,,,,policy;shipping_refund,who pays for return shipping,policy,high,Shipping/Refund Policy,
intent_3909,dayjoy_master_intent_dataset,3909,Q: Tell me about Haldi Powder (500g) A: This is a premium product under Aayushmaan / YumDum / Total Joy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Haldi Powder (500g),DJP1011,DJ-FOO-0012,informational;product_discovery,tell me about haldi powder 500g,informational,high,Products Master,
intent_3910,dayjoy_master_intent_dataset,3910,"Q: Do you have GoPiles Syrup (500ml)? A: Yes, GoPiles Syrup (500ml) is available. Code: DJP1084",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,transactional;availability,do you have gopiles syrup 500ml,transactional,high,Products Master,
intent_3911,dayjoy_master_intent_dataset,3911,"Q: I have Sleep Disturbances, what should I take? A: Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Sleep Disturbances. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have sleep disturbances what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3912,dayjoy_master_intent_dataset,3912,Q: What is Hydra Max Moisturizer (50gm)? A: Hydra Max Moisturizer (50gm) is a SKIN CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Hydra Max Moisturizer (50gm),DJP1060,DJ-SKI-0061,informational;product_info,what is hydra max moisturizer 50gm,informational,high,Products Master,
intent_3913,dayjoy_master_intent_dataset,3913,Q: What is JoyGrow 2X (Granules) (2kg)? A: JoyGrow 2X (Granules) (2kg) is a AGRICULTURE & VETERINARY product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,JoyGrow 2X (Granules) (2kg),DJP1133,DJ-AGR-0134,informational;product_info,what is joygrow 2x granules 2kg,informational,high,Products Master,
intent_3914,dayjoy_master_intent_dataset,3914,Q: What is Perfect-Ion Testing Solutions? A: Perfect-Ion Testing Solutions is a AQUA ESSENTIALS product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Perfect-Ion Testing Solutions,DJP1141,DJ-AQU-0142,informational;product_info,what is perfect ion testing solutions,informational,high,Products Master,
intent_3915,dayjoy_master_intent_dataset,3915,"Q: I have Difficulty walking on your toes, what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Difficulty walking on your toes. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have difficulty walking on your toes what,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3916,dayjoy_master_intent_dataset,3916,"Q: Which product is good for Heat intolerance? A: Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for heat intolerance,recommendation,high,Recommendation Chart,
intent_3917,dayjoy_master_intent_dataset,3917,"Q: Which product is good for Trouble in Exercising Judgment? A: Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for trouble in exercising,recommendation,high,Recommendation Chart,
intent_3918,dayjoy_master_intent_dataset,3918,"Q: Do you have Adicardial (120 Tab)? A: Yes, Adicardial (120 Tab) is available. Code: DJP1066",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,transactional;availability,do you have adicardial 120 tab,transactional,high,Products Master,
intent_3919,dayjoy_master_intent_dataset,3919,"Q: I have Dizziness or Fainting, what should I take? A: Dayjoy suggests ADILIPO TABLET for Dizziness or Fainting. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have dizziness or fainting what should i,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3920,dayjoy_master_intent_dataset,3920,Q: Is Nano Tech-52 (500ml) a food product? A: It is categorized under AGRICULTURE & VETERINARY.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Nano Tech-52 (500ml),DJP1127,DJ-AGR-0128,informational;product_category,is nano tech 52 500ml a food product,informational,high,Products Master,
intent_3921,dayjoy_master_intent_dataset,3921,Q: What is the MRP of Astheal Cough Syrup (100ml)? A: The MRP is ₹199.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,pricing;mrp,what is the mrp of astheal cough syrup,pricing,high,Price List,
intent_3922,dayjoy_master_intent_dataset,3922,"Q: I have Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom, what should I take? A: Dayjoy suggests GO PILES TABLETS for Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have slimy mucus in your underwear or,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3923,dayjoy_master_intent_dataset,3923,Q: Tell me about Luxwash Handwash (250ml) A: This is a premium product under Wild Muse.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Luxwash Handwash (250ml),DJP1036,DJ-PER-0037,informational;product_discovery,tell me about luxwash handwash 250ml,informational,high,Products Master,
intent_3924,dayjoy_master_intent_dataset,3924,Q: What is the MRP of Seabuckthron Facial Fluid (10ml)? A: The MRP is ₹225.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Seabuckthron Facial Fluid (10ml),DJP1051,DJ-PER-0052,pricing;mrp,what is the mrp of seabuckthron facial fluid,pricing,high,Price List,
intent_3925,dayjoy_master_intent_dataset,3925,Q: DP of DJP1093 A: The Distributor Price (DP) is ₹865.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Liv-Ease (500ml),DJP1093,DJ-HEA-0094,pricing;dp,dp of djp1093,pricing,high,Price List,
intent_3926,dayjoy_master_intent_dataset,3926,Q: How much is in one pack of Upma with Bhujia? A: The pack size is nan.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Upma with Bhujia,DJP1025,DJ-FOO-0026,informational;pack_size,how much is in one pack of upma,informational,high,Products Master,
intent_3927,dayjoy_master_intent_dataset,3927,"Q: I have Irregular Heartbeats, what should I take? A: Dayjoy suggests MULTI VITAMINS TABLETS for Irregular Heartbeats. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have irregular heartbeats what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3928,dayjoy_master_intent_dataset,3928,Q: How many days do I have to return an item? A: Returns are accepted within 30 days from the invoice date.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,policy,,,,policy;shipping_refund,how many days do i have to return,policy,high,Shipping/Refund Policy,
intent_3929,dayjoy_master_intent_dataset,3929,Q: When was Dayjoy started? A: Dayjoy was incorporated in 2018 and launched its direct selling operations in 2019.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,company,,,,company;info,when was dayjoy started,company,high,Dayjoy Brochure,
intent_3930,dayjoy_master_intent_dataset,3930,"Q: I have High Blood Pressure, what should I take? A: Dayjoy suggests ADILIPO TABLET for High Blood Pressure. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have high blood pressure what should i,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3931,dayjoy_master_intent_dataset,3931,"Q: Which product is good for Swollen Ankles? A: Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for swollen ankles,recommendation,high,Recommendation Chart,
intent_3932,dayjoy_master_intent_dataset,3932,"Q: Do you have Shilajit Gummies (60 Gummies)? A: Yes, Shilajit Gummies (60 Gummies) is available. Code: DJP1112",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Shilajit Gummies (60 Gummies),DJP1112,DJ-HEA-0113,transactional;availability,do you have shilajit gummies 60 gummies,transactional,high,Products Master,
intent_3933,dayjoy_master_intent_dataset,3933,"Q: Do you have Seabuckthron Massage Cream (30g)? A: Yes, Seabuckthron Massage Cream (30g) is available. Code: DJP1049",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Seabuckthron Massage Cream (30g),DJP1049,DJ-PER-0050,transactional;availability,do you have seabuckthron massage cream 30g,transactional,high,Products Master,
intent_3934,dayjoy_master_intent_dataset,3934,Q: Is Regain Aloevera Shampoo (300ml) a food product? A: It is categorized under PERSONAL CARE.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Regain Aloevera Shampoo (300ml),DJP1041,DJ-PER-0042,informational;product_category,is regain aloevera shampoo 300ml a food product,informational,high,Products Master,
intent_3935,dayjoy_master_intent_dataset,3935,"Q: Do you have Amara Beauty Eyeliner? A: Yes, Amara Beauty Eyeliner is available. Code: DJP1064",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Amara Beauty Eyeliner,DJP1064,DJ-COL-0065,transactional;availability,do you have amara beauty eyeliner,transactional,high,Products Master,
intent_3936,dayjoy_master_intent_dataset,3936,Q: What is JuniorJoy - Kids Nutritional Drink (300g)? A: JuniorJoy - Kids Nutritional Drink (300g) is a HEALTH CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,JuniorJoy - Kids Nutritional Drink (300g),DJP1110,DJ-HEA-0111,informational;product_info,what is juniorjoy kids nutritional drink 300g,informational,high,Products Master,
intent_3937,dayjoy_master_intent_dataset,3937,"Q: I have Pain or pressure in your chest, what should I take? A: Dayjoy suggests KIDNEY KAWACH for Pain or pressure in your chest. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have pain or pressure in your chest,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3938,dayjoy_master_intent_dataset,3938,"Q: I have Fatigue, what should I take? A: Dayjoy suggests MULTI VITAMINS TABLETS for Fatigue. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have fatigue what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3939,dayjoy_master_intent_dataset,3939,"Q: Which product is good for Waking up too early? A: Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for waking up too,recommendation,high,Recommendation Chart,
intent_3940,dayjoy_master_intent_dataset,3940,"Q: Which product is good for Blurred Vision? A: Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for blurred vision,recommendation,high,Recommendation Chart,
intent_3941,dayjoy_master_intent_dataset,3941,Q: DP of DJP1071 A: The Distributor Price (DP) is ₹950.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Adilipo (60 Tab),DJP1071,DJ-HEA-0072,pricing;dp,dp of djp1071,pricing,high,Price List,
intent_3942,dayjoy_master_intent_dataset,3942,"Q: Do you have Giloe Extract (60 Veg Capsules)? A: Yes, Giloe Extract (60 Veg Capsules) is available. Code: DJP1085",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Giloe Extract (60 Veg Capsules),DJP1085,DJ-HEA-0086,transactional;availability,do you have giloe extract 60 veg capsules,transactional,high,Products Master,
intent_3943,dayjoy_master_intent_dataset,3943,"Q: Can I sell Dayjoy products part-time? A: Yes, you can set your own work hours and commitment levels, full-time or part-time.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,business,,,,business;joining,can i sell dayjoy products part time,business,high,Dayjoy Brochure / Loyalty Program,
intent_3944,dayjoy_master_intent_dataset,3944,"Q: Are New Dayjoy Product Brochure (Telugu) and Adicardial (120 Tab) the same? A: No, New Dayjoy Product Brochure (Telugu) is in PROMOTION TOOLS while Adicardial (120 Tab) is in HEALTH CARE.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,comparison,,,,comparison;category_difference,are new dayjoy product brochure telugu and adicardial,comparison,high,Products Master,
intent_3945,dayjoy_master_intent_dataset,3945,Q: How much is in one pack of Organic Jeera (250g)? A: The pack size is 250g.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Organic Jeera (250g),DJP1014,DJ-FOO-0015,informational;pack_size,how much is in one pack of organic,informational,high,Products Master,
intent_3946,dayjoy_master_intent_dataset,3946,"Q: Is Dayjoy FSSAI approved? A: Yes, Dayjoy holds FSSAI License Number 12224999000129 valid until 2030.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,compliance,,,,compliance;policy,is dayjoy fssai approved,compliance,high,FSSAI / Social Media Policy / Income Disclaimer,
intent_3947,dayjoy_master_intent_dataset,3947,Q: What is the MRP of Ecofriendly Toothbrush (Pack of 2)? A: The MRP is ₹149.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Ecofriendly Toothbrush (Pack of 2),DJP1032,DJ-PER-0033,pricing;mrp,what is the mrp of ecofriendly toothbrush pack,pricing,high,Price List,
intent_3948,dayjoy_master_intent_dataset,3948,Q: What is Omega 3-6-9? A: Omega 3-6-9 is a HEALTH CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Omega 3-6-9,DJP1100,DJ-HEA-0101,informational;product_info,what is omega 3 6 9,informational,high,Products Master,
intent_3949,dayjoy_master_intent_dataset,3949,"Q: What awards has Dayjoy won? A: Dayjoy won Startup of the Year (2020), 4th Annual Direct Selling Today Award (2021), and Entrepreneurship Excellence Award (2023).",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,company,,,,company;info,what awards has dayjoy won,company,high,Dayjoy Brochure,
intent_3950,dayjoy_master_intent_dataset,3950,Q: When was Dayjoy started? A: Dayjoy was incorporated in 2018 and launched its direct selling operations in 2019.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,company,,,,company;info,when was dayjoy started,company,high,Dayjoy Brochure,
intent_3951,dayjoy_master_intent_dataset,3951,"Q: Which product is good for Extreme Hunger? A: Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for extreme hunger,recommendation,high,Recommendation Chart,
intent_3952,dayjoy_master_intent_dataset,3952,Q: Tell me about Amara Beauty Eyeliner A: This is a premium product under Amara Beauty.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Amara Beauty Eyeliner,DJP1064,DJ-COL-0065,informational;product_discovery,tell me about amara beauty eyeliner,informational,high,Products Master,
intent_3953,dayjoy_master_intent_dataset,3953,"Q: Which product is good for Reduced amount of urine? A: Based on Dayjoy recommendations, you may consider KIDNEY KAWACH. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for reduced amount of,recommendation,high,Recommendation Chart,
intent_3954,dayjoy_master_intent_dataset,3954,"Q: Which product is good for Abnormal or weak reflexes? A: Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for abnormal or weak,recommendation,high,Recommendation Chart,
intent_3955,dayjoy_master_intent_dataset,3955,"Q: I have Shortness of breath, what should I take? A: Dayjoy suggests KIDNEY KAWACH for Shortness of breath. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have shortness of breath what should i,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3956,dayjoy_master_intent_dataset,3956,"Q: Do you have Orthofix Oil (100ml)? A: Yes, Orthofix Oil (100ml) is available. Code: DJP1099",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,transactional;availability,do you have orthofix oil 100ml,transactional,high,Products Master,
intent_3957,dayjoy_master_intent_dataset,3957,"Q: Which product is good for Extreme Hunger? A: Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for extreme hunger,recommendation,high,Recommendation Chart,
intent_3958,dayjoy_master_intent_dataset,3958,"Q: I have Dry Eye, what should I take? A: Dayjoy suggests EYE ELIXIR DROPS for Dry Eye. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have dry eye what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3959,dayjoy_master_intent_dataset,3959,"Q: Which product is good for Worsened pain after sitting or standing for a long time? A: Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for worsened pain after,recommendation,high,Recommendation Chart,
intent_3960,dayjoy_master_intent_dataset,3960,"Q: Do you have Happy Soil - Humic (500ml)? A: Yes, Happy Soil - Humic (500ml) is available. Code: DJP1123",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Happy Soil - Humic (500ml),DJP1123,DJ-AGR-0124,transactional;availability,do you have happy soil humic 500ml,transactional,high,Products Master,
intent_3961,dayjoy_master_intent_dataset,3961,Q: How much BV for Prosperous+ Tablets? A: The Business Volume (BV) is 310.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Prosperous+ Tablets,DJP1129,DJ-AGR-0130,pricing;bv,how much bv for prosperous tablets,pricing,high,Price List,
intent_3962,dayjoy_master_intent_dataset,3962,Q: Is Prosperous+ (1 L) a food product? A: It is categorized under AGRICULTURE & VETERINARY.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Prosperous+ (1 L),DJP1128,DJ-AGR-0129,informational;product_category,is prosperous 1 l a food product,informational,high,Products Master,
intent_3963,dayjoy_master_intent_dataset,3963,Q: DP of DJP1114 A: The Distributor Price (DP) is ₹999.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Marine Collagen (200g),DJP1114,DJ-HEA-0115,pricing;dp,dp of djp1114,pricing,high,Price List,
intent_3964,dayjoy_master_intent_dataset,3964,"Q: Which product is good for Loss Of Appetite? A: Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for loss of appetite,recommendation,high,Recommendation Chart,
intent_3965,dayjoy_master_intent_dataset,3965,Q: Is cash refund available? A: No cash refunds under any circumstances will be made.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,policy,,,,policy;shipping_refund,is cash refund available,policy,high,Shipping/Refund Policy,
intent_3966,dayjoy_master_intent_dataset,3966,"Q: Do you have Apple Cider Vinegar (3X20 Tablets)? A: Yes, Apple Cider Vinegar (3X20 Tablets) is available. Code: DJP1113",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Apple Cider Vinegar (3X20 Tablets),DJP1113,DJ-HEA-0114,transactional;availability,do you have apple cider vinegar 3x20 tablets,transactional,high,Products Master,
intent_3967,dayjoy_master_intent_dataset,3967,"Q: Does Dayjoy have GMP? A: Yes, Dayjoy operates under strict WHO-GMP compliance with a valid Certificate of GMP.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,compliance,,,,compliance;policy,does dayjoy have gmp,compliance,high,FSSAI / Social Media Policy / Income Disclaimer,
intent_3968,dayjoy_master_intent_dataset,3968,Q: What is BR Rich Oil (200ml)? A: BR Rich Oil (200ml) is a PERSONAL CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,BR Rich Oil (200ml),DJP1029,DJ-PER-0030,informational;product_info,what is br rich oil 200ml,informational,high,Products Master,
intent_3969,dayjoy_master_intent_dataset,3969,Q: How much is in one pack of Amara Beauty Eyeliner? A: The pack size is nan.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Amara Beauty Eyeliner,DJP1064,DJ-COL-0065,informational;pack_size,how much is in one pack of amara,informational,high,Products Master,
intent_3970,dayjoy_master_intent_dataset,3970,"Q: I have Difficulty in Breathing, what should I take? A: Dayjoy suggests AMPLE MEAL for Difficulty in Breathing. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have difficulty in breathing what should i,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_3971,dayjoy_master_intent_dataset,3971,Q: Tell me about AcneX Anti-Acne Foaming Cleanser (100ml) A: This is a premium product under Amara Beauty.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,AcneX Anti-Acne Foaming Cleanser (100ml),DJP1062,DJ-SKI-0063,informational;product_discovery,tell me about acnex anti acne foaming cleanser,informational,high,Products Master,
intent_3972,dayjoy_master_intent_dataset,3972,Q: Is Dayjoy Cap a food product? A: It is categorized under PROMOTION TOOLS.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Dayjoy Cap,DJP1148,DJ-PRO-0149,informational;product_category,is dayjoy cap a food product,informational,high,Products Master,
intent_3973,dayjoy_master_intent_dataset,3973,"Q: Which product is good for Waking up too early? A: Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for waking up too,recommendation,high,Recommendation Chart,
intent_3974,dayjoy_master_intent_dataset,3974,Q: What is the MRP of Liv-Ease (500ml)? A: The MRP is ₹1399.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Liv-Ease (500ml),DJP1093,DJ-HEA-0094,pricing;mrp,what is the mrp of liv ease 500ml,pricing,high,Price List,
