chunk_id,parent_doc_id,chunk_index,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,source_document,source_section,page_number,document_type,tags,keywords,categories
dayjoy_master_intent_dataset_1634,dayjoy_master_intent_dataset,1634,Which product is good for Dry Eye?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for dry eye,recommendation
dayjoy_master_intent_dataset_1635,dayjoy_master_intent_dataset,1635,Which product is good for Mental Disorder?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for mental disorder,recommendation
dayjoy_master_intent_dataset_1636,dayjoy_master_intent_dataset,1636,Which product is good for Slow Wound Healing?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for slow wound healing,recommendation
dayjoy_master_intent_dataset_1637,dayjoy_master_intent_dataset,1637,Which product is good for Dry Eye?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for dry eye,recommendation
dayjoy_master_intent_dataset_1638,dayjoy_master_intent_dataset,1638,What if my product arrives damaged?,Notify Dayjoy within 24 hours of receipt of the shipment.,policy,shipping_refund,,,,high,Shipping/Refund Policy,,Dayjoy_Master_Intent_Dataset.csv,policy,,intent_dataset,policy;shipping_refund,what if my product arrives damaged,policy
dayjoy_master_intent_dataset_1639,dayjoy_master_intent_dataset,1639,Which product is good for Chest Pain?,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for chest pain,recommendation
dayjoy_master_intent_dataset_1640,dayjoy_master_intent_dataset,1640,Which product is good for Night Blindness?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for night blindness,recommendation
dayjoy_master_intent_dataset_1641,dayjoy_master_intent_dataset,1641,Are Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml) and Poha with Bhujia the same?,"No, Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml) is in HEALTH CARE while Poha with Bhujia is in FOOD PRODUCTS.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are golden elixir nano curcumin drops pack of,comparison
dayjoy_master_intent_dataset_1642,dayjoy_master_intent_dataset,1642,What is the MRP of Super Food Capsule?,The MRP is ₹1999.0.,pricing,mrp,Super Food Capsule,DJP1105,DJ-HEA-0106,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of super food capsule,pricing
dayjoy_master_intent_dataset_1643,dayjoy_master_intent_dataset,1643,Tell me about Nano Tech-52 (500ml),This is a premium product under HappyGrow.,informational,product_discovery,Nano Tech-52 (500ml),DJP1127,DJ-AGR-0128,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about nano tech 52 500ml,informational
dayjoy_master_intent_dataset_1644,dayjoy_master_intent_dataset,1644,Do I need to pay a joining fee?,"No, there are no expensive start-up costs or burdening overheads.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,,Dayjoy_Master_Intent_Dataset.csv,business,,intent_dataset,business;joining,do i need to pay a joining fee,business
dayjoy_master_intent_dataset_1645,dayjoy_master_intent_dataset,1645,Which product is good for Abdominal Pain?,"Based on Dayjoy recommendations, you may consider LIVEASE SYRUP OR GAS-O-FREE SYRUP. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for abdominal pain,recommendation
dayjoy_master_intent_dataset_1646,dayjoy_master_intent_dataset,1646,Are Gold Facial Kit and STANDARD PACKAGE the same?,"No, Gold Facial Kit is in SKIN CARE while STANDARD PACKAGE is in COMBO PACKAGES.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are gold facial kit and standard package the,comparison
dayjoy_master_intent_dataset_1647,dayjoy_master_intent_dataset,1647,Which product is good for Itchy Skin?,"Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for itchy skin,recommendation
dayjoy_master_intent_dataset_1648,dayjoy_master_intent_dataset,1648,How much BV for N-SF 10.5 Mineraliser?,The Business Volume (BV) is 450.0.,pricing,bv,N-SF 10.5 Mineraliser,DJP1145,DJ-AQU-0146,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for n sf 10 5,pricing
dayjoy_master_intent_dataset_1649,dayjoy_master_intent_dataset,1649,"I have Excessive Production of Gastric Acid, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Excessive Production of Gastric Acid. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have excessive production of gastric acid what,health-condition
dayjoy_master_intent_dataset_1650,dayjoy_master_intent_dataset,1650,What is the MRP of Neem & Tulsi Herbal Soap (100g) (Pack of 3)?,The MRP is ₹147.0.,pricing,mrp,Neem & Tulsi Herbal Soap (100g) (Pack of 3),DJP1040,DJ-PER-0041,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of neem tulsi herbal,pricing
dayjoy_master_intent_dataset_1651,dayjoy_master_intent_dataset,1651,DP of DJP1080,The Distributor Price (DP) is ₹2849.0.,pricing,dp,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),DJP1080,DJ-HEA-0081,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1080,pricing
dayjoy_master_intent_dataset_1652,dayjoy_master_intent_dataset,1652,"I have Trouble in Exercising Judgment, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Trouble in Exercising Judgment. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have trouble in exercising judgment what should,health-condition
dayjoy_master_intent_dataset_1653,dayjoy_master_intent_dataset,1653,Are Haldi Chandan Facewash (60ml) and N-astheal (60 Tab) the same?,"No, Haldi Chandan Facewash (60ml) is in PERSONAL CARE while N-astheal (60 Tab) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are haldi chandan facewash 60ml and n astheal,comparison
dayjoy_master_intent_dataset_1654,dayjoy_master_intent_dataset,1654,How much is in one pack of HB+ (200ml)?,The pack size is 200ml.,informational,pack_size,HB+ (200ml),DJP1088,DJ-HEA-0089,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of hb,informational
dayjoy_master_intent_dataset_1655,dayjoy_master_intent_dataset,1655,Is Gas-O-Free (200ml) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Gas-O-Free (200ml),DJP1081,DJ-HEA-0082,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is gas o free 200ml a food product,informational
dayjoy_master_intent_dataset_1656,dayjoy_master_intent_dataset,1656,How much is in one pack of Veg Biryani with Shahi Gravy?,The pack size is nan.,informational,pack_size,Veg Biryani with Shahi Gravy,DJP1023,DJ-FOO-0024,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of veg,informational
dayjoy_master_intent_dataset_1657,dayjoy_master_intent_dataset,1657,What awards has Dayjoy won?,"Dayjoy won Startup of the Year (2020), 4th Annual Direct Selling Today Award (2021), and Entrepreneurship Excellence Award (2023).",company,info,,,,high,Dayjoy Brochure,,Dayjoy_Master_Intent_Dataset.csv,company,,intent_dataset,company;info,what awards has dayjoy won,company
dayjoy_master_intent_dataset_1658,dayjoy_master_intent_dataset,1658,What is the MRP of Hindi One-Page Compensation Plan (Set of 25 Leaflets)?,The MRP is ₹75.0.,pricing,mrp,Hindi One-Page Compensation Plan (Set of 25 Leaflets),DJP1158,DJ-PRO-0159,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of hindi one page,pricing
dayjoy_master_intent_dataset_1659,dayjoy_master_intent_dataset,1659,What is Bio-Germanium & Magnetic Mattress (Pack of 2)?,Bio-Germanium & Magnetic Mattress (Pack of 2) is a GERMANIUM & MAGNETIC product by Dayjoy.,informational,product_info,Bio-Germanium & Magnetic Mattress (Pack of 2),DJP1137,DJ-GER-0138,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is bio germanium magnetic mattress pack of,informational
dayjoy_master_intent_dataset_1660,dayjoy_master_intent_dataset,1660,"I have Increased errors or accidents, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Increased errors or accidents. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have increased errors or accidents what should,health-condition
dayjoy_master_intent_dataset_1661,dayjoy_master_intent_dataset,1661,Do you have AgeX Anti-Ageing Night Cream (50gm)?,"Yes, AgeX Anti-Ageing Night Cream (50gm) is available. Code: DJP1061",transactional,availability,AgeX Anti-Ageing Night Cream (50gm),DJP1061,DJ-SKI-0062,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have agex anti ageing night cream,transactional
dayjoy_master_intent_dataset_1662,dayjoy_master_intent_dataset,1662,Which product is good for Generalised Pain?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for generalised pain,recommendation
dayjoy_master_intent_dataset_1663,dayjoy_master_intent_dataset,1663,Which product is good for Running Nose?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for running nose,recommendation
dayjoy_master_intent_dataset_1664,dayjoy_master_intent_dataset,1664,Is Sanitary Pad (XL) (Pack of 10) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Sanitary Pad (XL) (Pack of 10),DJP1043,DJ-PER-0044,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is sanitary pad xl pack of 10 a,informational
dayjoy_master_intent_dataset_1665,dayjoy_master_intent_dataset,1665,Do you have Kasuri Methi (50g)?,"Yes, Kasuri Methi (50g) is available. Code: DJP1015",transactional,availability,Kasuri Methi (50g),DJP1015,DJ-FOO-0016,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have kasuri methi 50g,transactional
dayjoy_master_intent_dataset_1666,dayjoy_master_intent_dataset,1666,Which product is good for Weakness?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for weakness,recommendation
dayjoy_master_intent_dataset_1667,dayjoy_master_intent_dataset,1667,Which product is good for Ongoing worries about sleep?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for ongoing worries about,recommendation
dayjoy_master_intent_dataset_1668,dayjoy_master_intent_dataset,1668,"Which product is good for Menstrual Problems (Painful periods, irregular periods, Dysfunctional uterine bleeding)?","Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for menstrual problems painful,recommendation
dayjoy_master_intent_dataset_1669,dayjoy_master_intent_dataset,1669,"I have Pain or pressure in your chest, what should I take?","Dayjoy suggests KIDNEY KAWACH for Pain or pressure in your chest. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have pain or pressure in your chest,health-condition
dayjoy_master_intent_dataset_1670,dayjoy_master_intent_dataset,1670,Tell me about Asthprash (300 grams),This is a premium product under Asthprash.,informational,product_discovery,Asthprash (300 grams),DJP1065,DJ-HEA-0066,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about asthprash 300 grams,informational
dayjoy_master_intent_dataset_1671,dayjoy_master_intent_dataset,1671,Is Milk Bath Soap (Pack of 3) (100g) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Milk Bath Soap (Pack of 3) (100g),DJP1039,DJ-PER-0040,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is milk bath soap pack of 3 100g,informational
dayjoy_master_intent_dataset_1672,dayjoy_master_intent_dataset,1672,Is cash refund available?,No cash refunds under any circumstances will be made.,policy,shipping_refund,,,,high,Shipping/Refund Policy,,Dayjoy_Master_Intent_Dataset.csv,policy,,intent_dataset,policy;shipping_refund,is cash refund available,policy
dayjoy_master_intent_dataset_1673,dayjoy_master_intent_dataset,1673,How much is in one pack of Jaljeera (100g)?,The pack size is 100g.,informational,pack_size,Jaljeera (100g),DJP1013,DJ-FOO-0014,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of jaljeera,informational
dayjoy_master_intent_dataset_1674,dayjoy_master_intent_dataset,1674,DP of DJP1074,The Distributor Price (DP) is ₹99.0.,pricing,dp,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1074,pricing
dayjoy_master_intent_dataset_1675,dayjoy_master_intent_dataset,1675,What is Dayjoy Car Sticker?,Dayjoy Car Sticker is a PROMOTION TOOLS product by Dayjoy.,informational,product_info,Dayjoy Car Sticker,DJP1151,DJ-PRO-0152,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is dayjoy car sticker,informational
dayjoy_master_intent_dataset_1676,dayjoy_master_intent_dataset,1676,Who founded Dayjoy?,Dayjoy was founded by Mr. Anmol Agarwal and Mr. Divyansh Agarwal.,company,info,,,,high,Dayjoy Brochure,,Dayjoy_Master_Intent_Dataset.csv,company,,intent_dataset,company;info,who founded dayjoy,company
dayjoy_master_intent_dataset_1677,dayjoy_master_intent_dataset,1677,Do you have Prosperous+ (1 L)?,"Yes, Prosperous+ (1 L) is available. Code: DJP1128",transactional,availability,Prosperous+ (1 L),DJP1128,DJ-AGR-0129,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have prosperous 1 l,transactional
dayjoy_master_intent_dataset_1678,dayjoy_master_intent_dataset,1678,Which product is good for Depression or anxiety?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for depression or anxiety,recommendation
dayjoy_master_intent_dataset_1679,dayjoy_master_intent_dataset,1679,Which product is good for Back Pain or Joints Pain?,"Based on Dayjoy recommendations, you may consider ORTHOFIX TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for back pain or,recommendation
dayjoy_master_intent_dataset_1680,dayjoy_master_intent_dataset,1680,Are Amara Beauty Kajal and Perfect-Ion Testing Solutions the same?,"No, Amara Beauty Kajal is in COLOR COSMETICS while Perfect-Ion Testing Solutions is in AQUA ESSENTIALS.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are amara beauty kajal and perfect ion testing,comparison
dayjoy_master_intent_dataset_1681,dayjoy_master_intent_dataset,1681,How much is in one pack of Anti Pollution Aloevera Face Wash (100ml)?,The pack size is 100ml.,informational,pack_size,Anti Pollution Aloevera Face Wash (100ml),DJP1027,DJ-PER-0028,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of anti,informational
dayjoy_master_intent_dataset_1682,dayjoy_master_intent_dataset,1682,How much BV for Marine Collagen (200g)?,The Business Volume (BV) is 380.0.,pricing,bv,Marine Collagen (200g),DJP1114,DJ-HEA-0115,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for marine collagen 200g,pricing
dayjoy_master_intent_dataset_1683,dayjoy_master_intent_dataset,1683,What is the MRP of JoyCalcium (2 Litre)?,The MRP is ₹1049.0.,pricing,mrp,JoyCalcium (2 Litre),DJP1135,DJ-AGR-0136,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of joycalcium 2 litre,pricing
dayjoy_master_intent_dataset_1684,dayjoy_master_intent_dataset,1684,Do you have Nano Tech-52 (500ml)?,"Yes, Nano Tech-52 (500ml) is available. Code: DJP1127",transactional,availability,Nano Tech-52 (500ml),DJP1127,DJ-AGR-0128,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have nano tech 52 500ml,transactional
dayjoy_master_intent_dataset_1685,dayjoy_master_intent_dataset,1685,Which product is good for Eye Cancer & Tumors?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for eye cancer tumors,recommendation
dayjoy_master_intent_dataset_1686,dayjoy_master_intent_dataset,1686,"I have Hand tremor, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Hand tremor. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have hand tremor what should i take,health-condition
dayjoy_master_intent_dataset_1687,dayjoy_master_intent_dataset,1687,Which product is good for Feeling Like You Still Need To Poo After going to the Toilet?,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for feeling like you,recommendation
dayjoy_master_intent_dataset_1688,dayjoy_master_intent_dataset,1688,When was Dayjoy started?,Dayjoy was incorporated in 2018 and launched its direct selling operations in 2019.,company,info,,,,high,Dayjoy Brochure,,Dayjoy_Master_Intent_Dataset.csv,company,,intent_dataset,company;info,when was dayjoy started,company
dayjoy_master_intent_dataset_1689,dayjoy_master_intent_dataset,1689,What is the MRP of Regain Aloevera Shampoo (300ml)?,The MRP is ₹349.0.,pricing,mrp,Regain Aloevera Shampoo (300ml),DJP1041,DJ-PER-0042,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of regain aloevera shampoo,pricing
dayjoy_master_intent_dataset_1690,dayjoy_master_intent_dataset,1690,Which product is good for Increased errors or accidents?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for increased errors or,recommendation
dayjoy_master_intent_dataset_1691,dayjoy_master_intent_dataset,1691,Do you have L-Arginine++ - Energy Drink (100g)?,"Yes, L-Arginine++ - Energy Drink (100g) is available. Code: DJP1108",transactional,availability,L-Arginine++ - Energy Drink (100g),DJP1108,DJ-HEA-0109,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have l arginine energy drink 100g,transactional
dayjoy_master_intent_dataset_1692,dayjoy_master_intent_dataset,1692,How much is in one pack of New Dayjoy Product Brochure (English)?,The pack size is English.,informational,pack_size,New Dayjoy Product Brochure (English),DJP1155,DJ-PRO-0156,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of new,informational
dayjoy_master_intent_dataset_1693,dayjoy_master_intent_dataset,1693,"I have Unexplained Weight loss, what should I take?","Dayjoy suggests DIBEAT TABLETS for Unexplained Weight loss. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have unexplained weight loss what should i,health-condition
dayjoy_master_intent_dataset_1694,dayjoy_master_intent_dataset,1694,Do you have Nano Tech-19 (500ml)?,"Yes, Nano Tech-19 (500ml) is available. Code: DJP1124",transactional,availability,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have nano tech 19 500ml,transactional
dayjoy_master_intent_dataset_1695,dayjoy_master_intent_dataset,1695,"I have Bloating, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Bloating. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have bloating what should i take,health-condition
dayjoy_master_intent_dataset_1696,dayjoy_master_intent_dataset,1696,DP of DJP1097,The Distributor Price (DP) is ₹960.0.,pricing,dp,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1097,pricing
dayjoy_master_intent_dataset_1697,dayjoy_master_intent_dataset,1697,What is Dishwash Liquid Gel (500ml)?,Dishwash Liquid Gel (500ml) is a HOME CARE product by Dayjoy.,informational,product_info,Dishwash Liquid Gel (500ml),DJP1115,DJ-HOM-0116,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is dishwash liquid gel 500ml,informational
dayjoy_master_intent_dataset_1698,dayjoy_master_intent_dataset,1698,What is Adiliv (60 Tab)?,Adiliv (60 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,Adiliv (60 Tab),DJP1072,DJ-HEA-0073,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is adiliv 60 tab,informational
dayjoy_master_intent_dataset_1699,dayjoy_master_intent_dataset,1699,Which product is good for Trouble in Exercising Judgment?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for trouble in exercising,recommendation
dayjoy_master_intent_dataset_1700,dayjoy_master_intent_dataset,1700,What is the Super Retailer Loyalty Program?,"Purchasing Rs. 25,000 for 4 consecutive months between the 2nd and 15th gives Rs. 25,000 worth of free products.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,,Dayjoy_Master_Intent_Dataset.csv,business,,intent_dataset,business;joining,what is the super retailer loyalty program,business
dayjoy_master_intent_dataset_1701,dayjoy_master_intent_dataset,1701,Which product is good for Tears in the Eyes?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for tears in the,recommendation
dayjoy_master_intent_dataset_1702,dayjoy_master_intent_dataset,1702,Which product is good for Headache?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for headache,recommendation
dayjoy_master_intent_dataset_1703,dayjoy_master_intent_dataset,1703,Tell me about New Dayjoy Product Brochure (English),This is a premium product under Dayjoy.,informational,product_discovery,New Dayjoy Product Brochure (English),DJP1155,DJ-PRO-0156,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about new dayjoy product brochure english,informational
dayjoy_master_intent_dataset_1704,dayjoy_master_intent_dataset,1704,What is the MRP of Dayjoy Car Sticker?,The MRP is ₹40.0.,pricing,mrp,Dayjoy Car Sticker,DJP1151,DJ-PRO-0152,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of dayjoy car sticker,pricing
dayjoy_master_intent_dataset_1705,dayjoy_master_intent_dataset,1705,Tell me about Quick 6 Pain Relief Gel (30g),This is a premium product under Curind.,informational,product_discovery,Quick 6 Pain Relief Gel (30g),DJP1101,DJ-HEA-0102,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about quick 6 pain relief gel,informational
dayjoy_master_intent_dataset_1706,dayjoy_master_intent_dataset,1706,How is my payment secured?,"Dayjoy uses PAYU and Razorpay gateways which employ data encryption, SSL, and Tokenization to secure payments.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,Dayjoy_Master_Intent_Dataset.csv,compliance,,intent_dataset,compliance;policy,how is my payment secured,compliance
