relationship_id,product_a_id,product_a_name,product_b_id,product_b_name,relationship_type,co_occurrence_count,source,approved,notes
502,46,Seabuckthron Facial Kit (30g) (Pack of 6),35,Hydra Aloevera Body Lotion (300ml),similar_product,,category_bv_proximity,,
503,147,Dayjoy Diary,149,Dayjoy Cap,similar_product,,category_bv_proximity,,
504,149,Dayjoy Cap,147,Dayjoy Diary,similar_product,,category_bv_proximity,,
505,149,Dayjoy Cap,150,Dayjoy Mug,similar_product,,category_bv_proximity,,
506,150,Dayjoy Mug,149,Dayjoy Cap,similar_product,,category_bv_proximity,,
507,150,Dayjoy Mug,151,Dayjoy Bike Sticker,similar_product,,category_bv_proximity,,
508,151,Dayjoy Bike Sticker,150,Dayjoy Mug,similar_product,,category_bv_proximity,,
509,151,Dayjoy Bike Sticker,153,Dayjoy Pin,similar_product,,category_bv_proximity,,
510,153,Dayjoy Pin,151,Dayjoy Bike Sticker,similar_product,,category_bv_proximity,,
511,153,Dayjoy Pin,152,Dayjoy Car Sticker,similar_product,,category_bv_proximity,,
512,152,Dayjoy Car Sticker,153,Dayjoy Pin,similar_product,,category_bv_proximity,,
513,152,Dayjoy Car Sticker,154,Dayjoy Backpack Bag,similar_product,,category_bv_proximity,,
514,154,Dayjoy Backpack Bag,152,Dayjoy Car Sticker,similar_product,,category_bv_proximity,,
515,154,Dayjoy Backpack Bag,155,New Dayjoy Product Brochure (Hindi),similar_product,,category_bv_proximity,,
516,155,New Dayjoy Product Brochure (Hindi),154,Dayjoy Backpack Bag,similar_product,,category_bv_proximity,,
517,155,New Dayjoy Product Brochure (Hindi),159,Hindi One-Page Compensation Plan (Set of 25 Leaflets),similar_product,,category_bv_proximity,,
518,159,Hindi One-Page Compensation Plan (Set of 25 Leaflets),155,New Dayjoy Product Brochure (Hindi),similar_product,,category_bv_proximity,,
519,159,Hindi One-Page Compensation Plan (Set of 25 Leaflets),156,New Dayjoy Product Brochure (English),similar_product,,category_bv_proximity,,
520,156,New Dayjoy Product Brochure (English),159,Hindi One-Page Compensation Plan (Set of 25 Leaflets),similar_product,,category_bv_proximity,,
521,156,New Dayjoy Product Brochure (English),157,New Dayjoy Product Brochure (Telugu),similar_product,,category_bv_proximity,,
522,157,New Dayjoy Product Brochure (Telugu),156,New Dayjoy Product Brochure (English),similar_product,,category_bv_proximity,,
523,157,New Dayjoy Product Brochure (Telugu),158,Product Leaflets (Set of 48 Leaflets),similar_product,,category_bv_proximity,,
524,158,Product Leaflets (Set of 48 Leaflets),157,New Dayjoy Product Brochure (Telugu),similar_product,,category_bv_proximity,,
525,158,Product Leaflets (Set of 48 Leaflets),161,Hindi One-Page Compensation Plan (Set of 50 Leaflets),similar_product,,category_bv_proximity,,
526,161,Hindi One-Page Compensation Plan (Set of 50 Leaflets),158,Product Leaflets (Set of 48 Leaflets),similar_product,,category_bv_proximity,,
527,161,Hindi One-Page Compensation Plan (Set of 50 Leaflets),160,English One-Page Compensation Plan (Set of 25 Leaflets),similar_product,,category_bv_proximity,,
528,160,English One-Page Compensation Plan (Set of 25 Leaflets),161,Hindi One-Page Compensation Plan (Set of 50 Leaflets),similar_product,,category_bv_proximity,,
529,160,English One-Page Compensation Plan (Set of 25 Leaflets),162,English One-Page Compensation Plan (Set of 50 Leaflets),similar_product,,category_bv_proximity,,
530,162,English One-Page Compensation Plan (Set of 50 Leaflets),160,English One-Page Compensation Plan (Set of 25 Leaflets),similar_product,,category_bv_proximity,,
531,162,English One-Page Compensation Plan (Set of 50 Leaflets),163,Dayjoy Business Planner Book (Hindi),similar_product,,category_bv_proximity,,
532,163,Dayjoy Business Planner Book (Hindi),162,English One-Page Compensation Plan (Set of 50 Leaflets),similar_product,,category_bv_proximity,,
533,163,Dayjoy Business Planner Book (Hindi),164,Dayjoy Business Planner Book (English),similar_product,,category_bv_proximity,,
534,164,Dayjoy Business Planner Book (English),163,Dayjoy Business Planner Book (Hindi),similar_product,,category_bv_proximity,,
535,164,Dayjoy Business Planner Book (English),148,Dayjoy Leather Bag,similar_product,,category_bv_proximity,,
536,148,Dayjoy Leather Bag,164,Dayjoy Business Planner Book (English),similar_product,,category_bv_proximity,,
537,60,Sunscreen SPF 50+ (50gm),63,AcneX Anti-Acne Foaming Cleanser (100ml),similar_product,,category_bv_proximity,,
538,63,AcneX Anti-Acne Foaming Cleanser (100ml),60,Sunscreen SPF 50+ (50gm),similar_product,,category_bv_proximity,,
539,63,AcneX Anti-Acne Foaming Cleanser (100ml),59,Gold Facial Kit,similar_product,,category_bv_proximity,,
540,59,Gold Facial Kit,63,AcneX Anti-Acne Foaming Cleanser (100ml),similar_product,,category_bv_proximity,,
541,59,Gold Facial Kit,61,Hydra Max Moisturizer (50gm),similar_product,,category_bv_proximity,,
542,61,Hydra Max Moisturizer (50gm),59,Gold Facial Kit,similar_product,,category_bv_proximity,,
543,61,Hydra Max Moisturizer (50gm),58,Face Serum (30ml),similar_product,,category_bv_proximity,,
544,58,Face Serum (30ml),61,Hydra Max Moisturizer (50gm),similar_product,,category_bv_proximity,,
545,58,Face Serum (30ml),62,AgeX Anti-Ageing Night Cream (50gm),similar_product,,category_bv_proximity,,
546,62,AgeX Anti-Ageing Night Cream (50gm),58,Face Serum (30ml),similar_product,,category_bv_proximity,,
547,69,Adila Forte (30 Tab),70,Adila Forte (60 Tab),budget_to_premium_variant,,same_base_product_pack_size,,
548,72,Adilipo (60 Tab),71,Adilipo (120 Tab),budget_to_premium_variant,,same_base_product_pack_size,,
549,140,Aqua Energiser (Single),139,Aqua Energiser (Pack of 3),budget_to_premium_variant,,same_base_product_pack_size,,
550,137,Bio-Germanium & Magnetic Mattress,138,Bio-Germanium & Magnetic Mattress (Pack of 2),budget_to_premium_variant,,same_base_product_pack_size,,
551,4,Daily Tea (250g),5,Daily Tea (500g),budget_to_premium_variant,,same_base_product_pack_size,,
552,163,Dayjoy Business Planner Book (Hindi),164,Dayjoy Business Planner Book (English),budget_to_premium_variant,,same_base_product_pack_size,,
553,6,Dhaniya Powder (25g),7,Dhaniya Powder (200g),budget_to_premium_variant,,same_base_product_pack_size,,
554,7,Dhaniya Powder (200g),8,Dhaniya Powder (500g),budget_to_premium_variant,,same_base_product_pack_size,,
555,160,English One-Page Compensation Plan (Set of 25 Leaflets),162,English One-Page Compensation Plan (Set of 50 Leaflets),budget_to_premium_variant,,same_base_product_pack_size,,
556,82,Gas-O-Free (200ml),83,Gas-O-Free (500ml),budget_to_premium_variant,,same_base_product_pack_size,,
557,89,HB+ (200ml),90,HB+ (500ml),budget_to_premium_variant,,same_base_product_pack_size,,
558,10,Haldi Powder (25g),11,Haldi Powder (200g),budget_to_premium_variant,,same_base_product_pack_size,,
559,11,Haldi Powder (200g),12,Haldi Powder (500g),budget_to_premium_variant,,same_base_product_pack_size,,
560,159,Hindi One-Page Compensation Plan (Set of 25 Leaflets),161,Hindi One-Page Compensation Plan (Set of 50 Leaflets),budget_to_premium_variant,,same_base_product_pack_size,,
561,133,JoySpread 80+ Gold (100ml),132,JoySpread 80+ Gold (250ml),budget_to_premium_variant,,same_base_product_pack_size,,
562,93,Liv-Ease (200ml),94,Liv-Ease (500ml),budget_to_premium_variant,,same_base_product_pack_size,,
563,17,Mirchi Powder (25g),18,Mirchi Powder (200g),budget_to_premium_variant,,same_base_product_pack_size,,
564,18,Mirchi Powder (200g),19,Mirchi Powder (500g),budget_to_premium_variant,,same_base_product_pack_size,,
565,98,N-astheal (60 Tab),97,N-astheal (120 Tab),budget_to_premium_variant,,same_base_product_pack_size,,
566,155,New Dayjoy Product Brochure (Hindi),156,New Dayjoy Product Brochure (English),budget_to_premium_variant,,same_base_product_pack_size,,
567,156,New Dayjoy Product Brochure (English),157,New Dayjoy Product Brochure (Telugu),budget_to_premium_variant,,same_base_product_pack_size,,
568,143,Perfect-Ion Leaflets (Set of 25),144,Perfect-Ion Leaflets (Set of 50),budget_to_premium_variant,,same_base_product_pack_size,,
