edge_id,from_type,from_id,relationship_type,to_type,to_id,evidence_source
E001966,Product,DJP1092,Source,Source,Dayjoy Product Brochure - English July2026_11zon.pdf,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001967,Product,DJP1093,Category,Category,HEALTH CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001968,Product,DJP1093,Ingredient,Ingredient,Himsra,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001969,Product,DJP1093,Ingredient,Ingredient,Kasani,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001970,Product,DJP1093,Ingredient,Ingredient,Arjuna,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001971,Product,DJP1093,Ingredient,Ingredient,Punarnava,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001972,Product,DJP1093,Ingredient,Ingredient,Bhringaraja,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001973,Product,DJP1093,Ingredient,Ingredient,Guduchi,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001974,Product,DJP1093,Benefit,Benefit,"Promotes healthy liver function and metabolism, supports detoxification and removal of toxins, helps improve digestion and appetite, protects liver cells from oxidative damage",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001975,Product,DJP1093,FAQ,FAQ,2037,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001976,Product,DJP1093,FAQ,FAQ,2038,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001977,Product,DJP1093,FAQ,FAQ,2039,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001978,Product,DJP1093,FAQ,FAQ,2040,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001979,Product,DJP1093,FAQ,FAQ,2041,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001980,Product,DJP1093,FAQ,FAQ,2042,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001981,Product,DJP1093,FAQ,FAQ,2043,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001982,Product,DJP1093,FAQ,FAQ,2044,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001983,Product,DJP1093,FAQ,FAQ,2045,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001984,Product,DJP1093,FAQ,FAQ,2046,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001985,Product,DJP1093,FAQ,FAQ,2047,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001986,Product,DJP1093,SimilarProduct,Product,DJP1084,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001987,Product,DJP1093,SimilarProduct,Product,DJP1095,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001988,Product,DJP1093,Price,Price,MRP=1399.0|DP=865.0|BV=400.0|PV=400.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E001989,Product,DJP1093,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001990,Product,DJP1094,Category,Category,HEALTH CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001991,Product,DJP1094,Ingredient,Ingredient,Ginseng Extract,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001992,Product,DJP1094,Ingredient,Ingredient,Taurine,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001993,Product,DJP1094,Ingredient,Ingredient,Soya Protein Hydrolysate,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001994,Product,DJP1094,Ingredient,Ingredient,Amino Acids,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001995,Product,DJP1094,Benefit,Benefit,"Fortified with essential amino acids and Ginseng for energy, boosts immunity and sharpens focus, supports better athletic performance",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001996,Product,DJP1094,FAQ,FAQ,2048,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001997,Product,DJP1094,FAQ,FAQ,2049,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001998,Product,DJP1094,FAQ,FAQ,2050,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001999,Product,DJP1094,FAQ,FAQ,2051,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002000,Product,DJP1094,FAQ,FAQ,2052,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002001,Product,DJP1094,FAQ,FAQ,2053,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002002,Product,DJP1094,FAQ,FAQ,2054,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002003,Product,DJP1094,FAQ,FAQ,2055,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002004,Product,DJP1094,FAQ,FAQ,2056,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002005,Product,DJP1094,FAQ,FAQ,2057,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002006,Product,DJP1094,FAQ,FAQ,2058,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002007,Product,DJP1094,SimilarProduct,Product,DJP1081,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002008,Product,DJP1094,SimilarProduct,Product,DJP1100,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002009,Product,DJP1094,Price,Price,MRP=999.0|DP=425.0|BV=180.0|PV=180.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E002010,Product,DJP1094,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002011,Product,DJP1095,Category,Category,HEALTH CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002012,Product,DJP1095,Ingredient,Ingredient,Amlaki,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002013,Product,DJP1095,Ingredient,Ingredient,Noni,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002014,Product,DJP1095,Ingredient,Ingredient,Guduchi,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002015,Product,DJP1095,Ingredient,Ingredient,Manduki,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002016,Product,DJP1095,Ingredient,Ingredient,Garcinia,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002017,Product,DJP1095,Benefit,Benefit,"Strengthens immunity and protects from infections, supports healthy metabolism and weight management, improves skin health",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002018,Product,DJP1095,FAQ,FAQ,2059,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002019,Product,DJP1095,FAQ,FAQ,2060,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002020,Product,DJP1095,FAQ,FAQ,2061,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002021,Product,DJP1095,FAQ,FAQ,2062,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002022,Product,DJP1095,FAQ,FAQ,2063,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002023,Product,DJP1095,FAQ,FAQ,2064,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002024,Product,DJP1095,FAQ,FAQ,2065,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002025,Product,DJP1095,FAQ,FAQ,2066,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002026,Product,DJP1095,FAQ,FAQ,2067,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002027,Product,DJP1095,FAQ,FAQ,2068,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002028,Product,DJP1095,FAQ,FAQ,2069,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002029,Product,DJP1095,SimilarProduct,Product,DJP1093,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002030,Product,DJP1095,SimilarProduct,Product,DJP1114,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002031,Product,DJP1095,RelatedProduct,Product,DJP1072,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002032,Product,DJP1095,RelatedProduct,Product,DJP1078,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002033,Product,DJP1095,RelatedProduct,Product,DJP1079,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002034,Product,DJP1095,RelatedProduct,Product,DJP1080,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002035,Product,DJP1095,RelatedProduct,Product,DJP1081,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002036,Product,DJP1095,RelatedProduct,Product,DJP1091,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002037,Product,DJP1095,RelatedProduct,Product,DJP1092,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002038,Product,DJP1095,RelatedProduct,Product,DJP1102,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002039,Product,DJP1095,RelatedProduct,Product,DJP1105,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002040,Product,DJP1095,RelatedProduct,Product,DJP1106,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002041,Product,DJP1095,RelatedProduct,Product,DJP1107,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002042,Product,DJP1095,RelatedProduct,Product,DJP1109,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002043,Product,DJP1095,Price,Price,MRP=1499.0|DP=949.0|BV=400.0|PV=400.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E002044,Product,DJP1095,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002045,Product,DJP1096,Category,Category,HEALTH CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002046,Product,DJP1096,Ingredient,Ingredient,Aragvadha,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002047,Product,DJP1096,Ingredient,Ingredient,Mulethi,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002048,Product,DJP1096,Ingredient,Ingredient,Akarakara,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002049,Product,DJP1096,Ingredient,Ingredient,Utangan,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002050,Product,DJP1096,Ingredient,Ingredient,Kalaunji,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002051,Product,DJP1096,Benefit,Benefit,"Helps relieve chest congestion and expel phlegm, supports easier breathing and lung function, useful in managing cough, bronchitis, and asthma, helps reduce allergic reactions and inflammation, boosts respiratory immunity",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002052,Product,DJP1096,FAQ,FAQ,2070,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002053,Product,DJP1096,FAQ,FAQ,2071,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002054,Product,DJP1096,FAQ,FAQ,2072,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002055,Product,DJP1096,FAQ,FAQ,2073,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002056,Product,DJP1096,FAQ,FAQ,2074,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002057,Product,DJP1096,FAQ,FAQ,2075,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002058,Product,DJP1096,FAQ,FAQ,2076,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002059,Product,DJP1096,FAQ,FAQ,2077,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002060,Product,DJP1096,FAQ,FAQ,2078,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002061,Product,DJP1096,FAQ,FAQ,2079,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002062,Product,DJP1096,FAQ,FAQ,2080,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002063,Product,DJP1096,SimilarProduct,Product,DJP1069,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002064,Product,DJP1096,SimilarProduct,Product,DJP1091,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002065,Product,DJP1096,RelatedProduct,Product,DJP1065,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002066,Product,DJP1096,RelatedProduct,Product,DJP1074,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002067,Product,DJP1096,RelatedProduct,Product,DJP1080,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002068,Product,DJP1096,RelatedProduct,Product,DJP1102,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002069,Product,DJP1096,RelatedProduct,Product,DJP1105,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002070,Product,DJP1096,RelatedProduct,Product,DJP1106,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002071,Product,DJP1096,Price,Price,MRP=2699.0|DP=1725.0|BV=865.0|PV=865.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E002072,Product,DJP1096,Source,Source,Dayjoy Product Brochure - English July2026_11zon.pdf,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002073,Product,DJP1097,Category,Category,HEALTH CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002074,Product,DJP1097,Ingredient,Ingredient,Aragvadha,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002075,Product,DJP1097,Ingredient,Ingredient,Mulethi,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002076,Product,DJP1097,Ingredient,Ingredient,Akarakara,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002077,Product,DJP1097,Ingredient,Ingredient,Utangan,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002078,Product,DJP1097,Ingredient,Ingredient,Kalaunji,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002079,Product,DJP1097,Benefit,Benefit,"Helps relieve chest congestion and expel phlegm, supports easier breathing and lung function, useful in managing cough, bronchitis, and asthma, helps reduce allergic reactions and inflammation, boosts respiratory immunity",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002080,Product,DJP1097,FAQ,FAQ,2081,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002081,Product,DJP1097,FAQ,FAQ,2082,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002082,Product,DJP1097,FAQ,FAQ,2083,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002083,Product,DJP1097,FAQ,FAQ,2084,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002084,Product,DJP1097,FAQ,FAQ,2085,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002085,Product,DJP1097,FAQ,FAQ,2086,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002086,Product,DJP1097,FAQ,FAQ,2087,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002087,Product,DJP1097,FAQ,FAQ,2088,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002088,Product,DJP1097,FAQ,FAQ,2089,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002089,Product,DJP1097,FAQ,FAQ,2090,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002090,Product,DJP1097,FAQ,FAQ,2091,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002091,Product,DJP1097,SimilarProduct,Product,DJP1068,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002092,Product,DJP1097,SimilarProduct,Product,DJP1071,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002093,Product,DJP1097,RelatedProduct,Product,DJP1096,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002094,Product,DJP1097,Price,Price,MRP=1499.0|DP=960.0|BV=465.0|PV=465.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E002095,Product,DJP1097,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002096,Product,DJP1098,Category,Category,HEALTH CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002097,Product,DJP1098,Ingredient,Ingredient,Ashwagandha,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002098,Product,DJP1098,Ingredient,Ingredient,Guggulu,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002099,Product,DJP1098,Ingredient,Ingredient,Rasna,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002100,Product,DJP1098,Ingredient,Ingredient,Sonth (Dry Ginger),01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002101,Product,DJP1098,Ingredient,Ingredient,Punarnava,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002102,Product,DJP1098,Benefit,Benefit,"Helps relieve joint stiffness, swelling, and discomfort, supports flexibility and easier movement, soothes tired, aching muscles, enhances blood flow to the joints",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002103,Product,DJP1098,FAQ,FAQ,2092,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002104,Product,DJP1098,FAQ,FAQ,2093,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002105,Product,DJP1098,FAQ,FAQ,2094,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002106,Product,DJP1098,FAQ,FAQ,2095,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002107,Product,DJP1098,FAQ,FAQ,2096,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002108,Product,DJP1098,FAQ,FAQ,2097,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002109,Product,DJP1098,FAQ,FAQ,2098,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002110,Product,DJP1098,FAQ,FAQ,2099,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002111,Product,DJP1098,FAQ,FAQ,2100,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002112,Product,DJP1098,FAQ,FAQ,2101,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002113,Product,DJP1098,FAQ,FAQ,2102,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002114,Product,DJP1098,SimilarProduct,Product,DJP1083,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002115,Product,DJP1098,SimilarProduct,Product,DJP1090,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002116,Product,DJP1098,RelatedProduct,Product,DJP1070,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002117,Product,DJP1098,RelatedProduct,Product,DJP1077,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002118,Product,DJP1098,RelatedProduct,Product,DJP1080,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002119,Product,DJP1098,RelatedProduct,Product,DJP1098,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002120,Product,DJP1098,RelatedProduct,Product,DJP1100,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002121,Product,DJP1098,RelatedProduct,Product,DJP1102,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002122,Product,DJP1098,RelatedProduct,Product,DJP1105,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002123,Product,DJP1098,Price,Price,MRP=1199.0|DP=825.0|BV=375.0|PV=375.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E002124,Product,DJP1098,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002125,Product,DJP1099,Category,Category,HEALTH CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002126,Product,DJP1099,Ingredient,Ingredient,Camphor,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002127,Product,DJP1099,Ingredient,Ingredient,Peppermint,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002128,Product,DJP1099,Ingredient,Ingredient,Nilgiri (Eucalyptus) Oil,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002129,Product,DJP1099,Ingredient,Ingredient,Clove Oil,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002130,Product,DJP1099,Ingredient,Ingredient,Sesame Oil,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002131,Product,DJP1099,Benefit,Benefit,"Helps relieve joint stiffness, swelling, and discomfort, supports flexibility and easier movement, soothes tired, aching muscles, provides a warming, relaxing effect on sore areas",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002132,Product,DJP1099,FAQ,FAQ,2103,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002133,Product,DJP1099,FAQ,FAQ,2104,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002134,Product,DJP1099,FAQ,FAQ,2105,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002135,Product,DJP1099,FAQ,FAQ,2106,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002136,Product,DJP1099,FAQ,FAQ,2107,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002137,Product,DJP1099,FAQ,FAQ,2108,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002138,Product,DJP1099,FAQ,FAQ,2109,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002139,Product,DJP1099,FAQ,FAQ,2110,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002140,Product,DJP1099,FAQ,FAQ,2111,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002141,Product,DJP1099,FAQ,FAQ,2112,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002142,Product,DJP1099,FAQ,FAQ,2113,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002143,Product,DJP1099,SimilarProduct,Product,DJP1075,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002144,Product,DJP1099,SimilarProduct,Product,DJP1077,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002145,Product,DJP1099,Price,Price,MRP=525.0|DP=325.0|BV=112.0|PV=112.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E002146,Product,DJP1099,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002147,Product,DJP1100,Category,Category,HEALTH CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002148,Product,DJP1100,Ingredient,Ingredient,EPA,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002149,Product,DJP1100,Ingredient,Ingredient,DHA,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002150,Product,DJP1100,Ingredient,Ingredient,GLA,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002151,Product,DJP1100,Ingredient,Ingredient,Oleic Acid,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002152,Product,DJP1100,Ingredient,Ingredient,Olive Oil,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002153,Product,DJP1100,Ingredient,Ingredient,Vitamin E,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002154,Product,DJP1100,Benefit,Benefit,"Boosts brain and heart health, supports healthy weight and reduces liver fat, enhances vitamin and nutrient absorption",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002155,Product,DJP1100,FAQ,FAQ,2114,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002156,Product,DJP1100,FAQ,FAQ,2115,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002157,Product,DJP1100,FAQ,FAQ,2116,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002158,Product,DJP1100,FAQ,FAQ,2117,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002159,Product,DJP1100,FAQ,FAQ,2118,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002160,Product,DJP1100,FAQ,FAQ,2119,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002161,Product,DJP1100,FAQ,FAQ,2120,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002162,Product,DJP1100,FAQ,FAQ,2121,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002163,Product,DJP1100,FAQ,FAQ,2122,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002164,Product,DJP1100,FAQ,FAQ,2123,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002165,Product,DJP1100,FAQ,FAQ,2124,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002166,Product,DJP1100,SimilarProduct,Product,DJP1073,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002167,Product,DJP1100,SimilarProduct,Product,DJP1094,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002168,Product,DJP1100,RelatedProduct,Product,DJP1066,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002169,Product,DJP1100,RelatedProduct,Product,DJP1070,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002170,Product,DJP1100,RelatedProduct,Product,DJP1077,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002171,Product,DJP1100,RelatedProduct,Product,DJP1080,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002172,Product,DJP1100,RelatedProduct,Product,DJP1081,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002173,Product,DJP1100,RelatedProduct,Product,DJP1088,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002174,Product,DJP1100,RelatedProduct,Product,DJP1098,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002175,Product,DJP1100,RelatedProduct,Product,DJP1102,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002176,Product,DJP1100,RelatedProduct,Product,DJP1105,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002177,Product,DJP1100,RelatedProduct,Product,DJP1106,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002178,Product,DJP1100,Price,Price,MRP=999.0|DP=500.0|BV=200.0|PV=200.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E002179,Product,DJP1100,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002180,Product,DJP1101,Category,Category,HEALTH CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002181,Product,DJP1101,Benefit,Benefit,"Relieves joint and muscle pain, eases back and knee pain, provides fast and long-lasting relief from stiffness",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E002182,Product,DJP1101,FAQ,FAQ,2125,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002183,Product,DJP1101,FAQ,FAQ,2126,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E002184,Product,DJP1101,FAQ,FAQ,2127,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
