faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence,audience,verified
1781,71,DJP1070,DJ-HEA-0071,What are the key benefits?,"It supports cardiovascular wellness, helps manage cholesterol and lipid levels, promotes better blood flow, strengthens heart muscles, and is rich in antioxidants and Omega-3 for heart protection.",benefits,7,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,high,all,true
1782,71,DJP1070,DJ-HEA-0071,What are the ingredients?,"Herbal ingredients include Arjuna, Guggulu, Lahasun, Pushkarmula, and Atasi.",ingredients,8,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,high,all,true
1783,71,DJP1070,DJ-HEA-0071,What is the recommended dosage?,"Take 1-2 tablets twice daily on an empty stomach in the morning, or as directed by the physician.",dosage,9,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,high,all,true
1784,71,DJP1070,DJ-HEA-0071,What are the warnings or side effects?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,10,,,low,all,false
1785,71,DJP1070,DJ-HEA-0071,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,11,,,low,all,false
1786,71,DJP1070,DJ-HEA-0071,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,12,,,low,all,false
1787,71,DJP1070,DJ-HEA-0071,How does it compare to Adilipo 60 Tab?,See Adilipo for detailed usage; this listing covers the 120-tablet pack size only.,comparison,13,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,medium,all,true
1788,71,DJP1070,DJ-HEA-0071,"What is the price, DP, and BV for distributors?","The MRP is ₹2699, DP is ₹1725, and BV is 840.",pricing,14,India-BV-Price-May-2026.pdf,Item 71,high,all,true
1789,71,DJP1070,DJ-HEA-0071,Does it treat heart disease?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition like cardiovascular disease.",safety,15,Dayjoy_Product_Brochure_English_July2026.pdf,Standard Requirement,medium,all,true
1790,72,DJP1071,DJ-HEA-0072,What is Adilipo (60 Tab)?,"Adilipo Tablets are a herbal daily supplement designed to support heart health, promote healthy cholesterol levels, and improve blood circulation naturally.",general_info,1,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,high,all,true
1791,72,DJP1071,DJ-HEA-0072,Who should use it?,"Individuals looking to support cardiovascular wellness, manage cholesterol, or improve blood flow.",usage,2,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,high,all,true
1792,72,DJP1071,DJ-HEA-0072,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,3,,,low,all,false
1793,72,DJP1071,DJ-HEA-0072,What are the key benefits?,"It supports cardiovascular wellness, helps manage cholesterol and lipid levels, promotes better blood flow, strengthens heart muscles, and is rich in antioxidants.",benefits,4,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,high,all,true
1794,72,DJP1071,DJ-HEA-0072,What are the ingredients?,"Herbal ingredients include Arjuna, Guggulu, Lahasun, Pushkarmula, and Atasi.",ingredients,5,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,high,all,true
1795,72,DJP1071,DJ-HEA-0072,What is the recommended dosage?,"Take 1-2 tablets twice daily on an empty stomach in the morning, or as directed by the physician.",dosage,6,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,high,all,true
1796,72,DJP1071,DJ-HEA-0072,What are the warnings or side effects?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,7,,,low,all,false
1797,72,DJP1071,DJ-HEA-0072,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,8,,,low,all,false
1798,72,DJP1071,DJ-HEA-0072,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,9,,,low,all,false
1799,72,DJP1071,DJ-HEA-0072,How does it compare to Adilipo 120 Tab?,See Adilipo for detailed usage; this listing covers the 60-tablet pack size only.,comparison,10,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,medium,all,true
1800,72,DJP1071,DJ-HEA-0072,"What is the price, DP, and BV for distributors?","The MRP is ₹1499, DP is ₹950, and BV is 450.",pricing,11,India-BV-Price-May-2026.pdf,Item 72,high,all,true
1801,72,DJP1071,DJ-HEA-0072,Can it replace my blood pressure medication?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,12,Dayjoy_Product_Brochure_English_July2026.pdf,Standard Requirement,medium,all,true
1802,73,DJP1072,DJ-HEA-0073,What are the key benefits?,"Promotes healthy liver function, supports detoxification, helps improve digestion and appetite, protects liver cells from oxidative damage, and aids in regeneration of hepatic cells.",benefits,1,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,high,all,true
1803,73,DJP1072,DJ-HEA-0073,What are the ingredients?,"Powerful herbal ingredients include Himsra, Kasani, Arjuna, Punarnava, Bhringaraja, and Guduchi.",ingredients,2,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,high,all,true
1804,73,DJP1072,DJ-HEA-0073,What is the recommended dosage?,"Take 1-2 tablets twice daily on an empty stomach in the morning, or as directed by the physician.",dosage,3,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,high,all,true
1805,73,DJP1072,DJ-HEA-0073,What are the warnings or side effects?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,4,,,low,all,false
1806,73,DJP1072,DJ-HEA-0073,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,,,low,all,false
1807,73,DJP1072,DJ-HEA-0073,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,,,low,all,false
1808,73,DJP1072,DJ-HEA-0073,How does it compare to LivEase Syrup?,"Both offer complete liver care with similar ingredients, but Adiliv is in tablet form whereas LivEase is a syrup.",comparison,7,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,medium,all,true
1809,73,DJP1072,DJ-HEA-0073,"What is the price, DP, and BV for distributors?","The MRP is ₹1199, DP is ₹825, and BV is 375.",pricing,8,India-BV-Price-May-2026.pdf,Item 73,high,all,true
1810,73,DJP1072,DJ-HEA-0073,Does it cure liver disease?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition like liver disease.",safety,9,Dayjoy_Product_Brochure_English_July2026.pdf,Standard Requirement,medium,all,true
1811,73,DJP1072,DJ-HEA-0073,What is Adiliv (60 Tab)?,"Adiliv Tablets are designed to support liver health by promoting detoxification, improving digestion, and protecting liver cells naturally.",general_info,13,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,high,all,true
1812,73,DJP1072,DJ-HEA-0073,Who should use it?,"Individuals looking for complete liver care, suffering from symptoms like yellow skin, dark urine, indigestion, or fatty liver diseases.",usage,14,recommendation_chart_clean.csv,Liver Diseases Row,high,all,true
1813,73,DJP1072,DJ-HEA-0073,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,15,,,low,all,false
1814,74,DJP1073,DJ-HEA-0074,What are the warnings or side effects?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,1,,,low,all,false
1815,74,DJP1073,DJ-HEA-0074,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,2,,,low,all,false
1816,74,DJP1073,DJ-HEA-0074,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,3,,,low,all,false
1817,74,DJP1073,DJ-HEA-0074,How does it compare to Nonima Juice?,"Both are health juices supporting immunity and digestion, but this blends Aloe Vera and Guava for a vitamin C boost, whereas Nonima relies on Noni extract.",comparison,4,Dayjoy_Product_Brochure_English_July2026.pdf,Page 29,medium,all,true
1818,74,DJP1073,DJ-HEA-0074,"What is the price, DP, and BV for distributors?","The MRP is ₹1499, DP is ₹710, and BV is 285.",pricing,5,India-BV-Price-May-2026.pdf,Item 74,high,all,true
1819,74,DJP1073,DJ-HEA-0074,Is it safe for diabetics?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition like diabetes.",safety,6,Dayjoy_Product_Brochure_English_July2026.pdf,Standard Requirement,medium,all,true
1820,74,DJP1073,DJ-HEA-0074,What is Aloevera with Guava Juice (1L)?,"It is a revitalizing health juice blending Aloe Vera and Guava to promote digestion, immunity, and overall wellness.",general_info,10,Dayjoy_Product_Brochure_English_July2026.pdf,Page 29,high,all,true
1821,74,DJP1073,DJ-HEA-0074,Who should use it?,"Individuals seeking to improve digestion, boost immunity, or manage skin disorders and weight.",usage,11,recommendation_chart_clean.csv,Digestion / Skin Problems,high,all,true
1822,74,DJP1073,DJ-HEA-0074,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,12,,,low,all,false
1823,74,DJP1073,DJ-HEA-0074,What are the key benefits?,"Supports digestive health and relieves acidity, helps in detoxifying the body, boosts immunity, and aids in maintaining a healthy weight.",benefits,13,Dayjoy_Product_Brochure_English_July2026.pdf,Page 29,high,all,true
1824,74,DJP1073,DJ-HEA-0074,What are the ingredients?,Aloe Vera (packed with over 75 nutrients including Vitamin B12) and Guava (a rich plant source of Vitamin C).,ingredients,14,Dayjoy_Product_Brochure_English_July2026.pdf,Page 29,high,all,true
1825,74,DJP1073,DJ-HEA-0074,What is the recommended dosage?,"Adults: 20-30 ml twice daily. Children: 5-10 ml twice daily. Shake the bottle well before use, dilute in 150ml water, consume on an empty stomach in the morning or 30 minutes before a meal.",dosage,15,Dayjoy_Product_Brochure_English_July2026.pdf,Page 29,high,all,true
1826,75,DJP1074,DJ-HEA-0075,How does it compare to N-Astheal Tablets?,"Both support respiratory health. The syrup is ideal for soothing throat irritation and providing relief from acute cough/cold, while tablets may be preferred for managing bronchial congestion.",comparison,1,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,medium,all,true
1827,75,DJP1074,DJ-HEA-0075,"What is the price, DP, and BV for distributors?","The MRP is ₹199, DP is ₹99, and BV is 32.",pricing,2,India-BV-Price-May-2026.pdf,Item 75,high,all,true
1828,75,DJP1074,DJ-HEA-0075,Is it suitable for children?,"Yes, it is suitable for children aged 6-12 years with a specific dosage of 5-10 ml every 4-6 hours.",target_audience,3,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,high,all,true
1829,75,DJP1074,DJ-HEA-0075,What is Astheal Cough Syrup (100ml)?,"Astheal Cough Syrup is an Ayurvedic remedy crafted to relieve cough, ease congestion, and support overall respiratory wellness.",general_info,7,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,high,all,true
1830,75,DJP1074,DJ-HEA-0075,Who should use it?,"People experiencing chest congestion, cough, cold, throat irritation, or flu symptoms.",usage,8,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,high,all,true
1831,75,DJP1074,DJ-HEA-0075,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,9,,,low,all,false
1832,75,DJP1074,DJ-HEA-0075,What are the key benefits?,"Helps clear chest congestion and phlegm, provides relief from cough, cold, and throat irritation, supports easier breathing, and reduces allergic symptoms and inflammation.",benefits,10,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,high,all,true
1833,75,DJP1074,DJ-HEA-0075,What are the ingredients?,"Powerful herbal ingredients include Tulsi, Mulethi, Banafsha, Vasaka, Pippali, and Pudina Satva.",ingredients,11,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,high,all,true
1834,75,DJP1074,DJ-HEA-0075,What is the recommended dosage?,Adults (12+ years): 10-15 ml every 4-6 hours. Children (6-12 years): 5-10 ml every 4-6 hours. Take directly or mix with warm water. Shake well before use.,dosage,12,Dayjoy_Product_Brochure_English_July2026.pdf,Page 22,high,all,true
1835,75,DJP1074,DJ-HEA-0075,What are the warnings or side effects?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,13,,,low,all,false
1836,75,DJP1074,DJ-HEA-0075,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,14,,,low,all,false
1837,75,DJP1074,DJ-HEA-0075,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,15,,,low,all,false
1838,76,DJP1075,DJ-HEA-0076,What is Ashvagandha Extract (60 Veg Capsules)?,"Curind Ashvagandha Capsules help combat stress, reduce fatigue, and boost energy, promoting overall physical and mental well-being.",general_info,4,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,high,all,true
1839,76,DJP1075,DJ-HEA-0076,Who should use it?,"Individuals seeking to revitalize their mind and body, manage stress, and overcome fatigue or weakness.",usage,5,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,high,all,true
1840,76,DJP1075,DJ-HEA-0076,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,6,,,low,all,false
1841,76,DJP1075,DJ-HEA-0076,What are the key benefits?,"Reduces stress and anxiety, helps combat fatigue and tiredness, promotes mental clarity and focus, and revitalizes overall physical stamina.",benefits,7,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,high,all,true
1842,76,DJP1075,DJ-HEA-0076,What are the ingredients?,It is formulated with Ashvagandha extract.,ingredients,8,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,high,all,true
1843,76,DJP1075,DJ-HEA-0076,What is the recommended dosage?,"Take 1 capsule twice daily, preferably with milk, or as directed by your physician.",dosage,9,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,high,all,true
1844,76,DJP1075,DJ-HEA-0076,What are the warnings or side effects?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,10,,,low,all,false
1845,76,DJP1075,DJ-HEA-0076,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,11,,,low,all,false
1846,76,DJP1075,DJ-HEA-0076,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,12,,,low,all,false
1847,76,DJP1075,DJ-HEA-0076,How does it compare to Shatavari Extract?,"While both are adaptogenic herbal extracts, Ashvagandha focuses heavily on combating stress and boosting mental/physical stamina, whereas Shatavari is traditionally known for nurturing vitality and hormonal balance.",comparison,13,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,medium,all,true
1848,76,DJP1075,DJ-HEA-0076,"What is the price, DP, and BV for distributors?","The MRP is ₹499, DP is ₹299, and BV is 110.",pricing,14,India-BV-Price-May-2026.pdf,Item 76,high,all,true
1849,77,DJP1076,DJ-HEA-0077,Who should use it?,"Individuals looking for a daily natural boost to their immunity, skin/hair vitality, and digestive wellness.",usage,1,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,high,all,true
1850,77,DJP1076,DJ-HEA-0077,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,2,,,low,all,false
1851,77,DJP1076,DJ-HEA-0077,What are the key benefits?,"Supports immune system function, rich in natural Vitamin C, promotes healthy hair and skin, and aids in digestion and overall well-being.",benefits,3,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,high,all,true
1852,77,DJP1076,DJ-HEA-0077,What are the ingredients?,It is formulated with Amla extract.,ingredients,4,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,high,all,true
1853,77,DJP1076,DJ-HEA-0077,What is the recommended dosage?,"Take 1-2 capsules twice daily with water before meals, or as directed by your physician.",dosage,5,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,high,all,true
1854,77,DJP1076,DJ-HEA-0077,What are the warnings or side effects?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,6,,,low,all,false
1855,77,DJP1076,DJ-HEA-0077,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,7,,,low,all,false
1856,77,DJP1076,DJ-HEA-0077,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,8,,,low,all,false
1857,77,DJP1076,DJ-HEA-0077,How does it compare to other vitamin C supplements?,"It provides natural, plant-based Vitamin C directly from Amla, avoiding synthetic ascorbic acid while also delivering other natural antioxidants.",comparison,9,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,medium,all,true
1858,77,DJP1076,DJ-HEA-0077,"What is the price, DP, and BV for distributors?","The MRP is ₹499, DP is ₹275, and BV is 100.",pricing,10,India-BV-Price-May-2026.pdf,Item 77,high,all,true
1859,77,DJP1076,DJ-HEA-0077,What is Amla Extract (60 Veg Capsules)?,"Curind Amla Extract Capsules are packed with Vitamin C and antioxidants, designed to boost immunity, promote healthy skin and hair, and support digestion naturally.",general_info,15,Dayjoy_Product_Brochure_English_July2026.pdf,Page 25,high,all,true
1860,78,DJP1077,DJ-HEA-0078,What is the recommended dosage?,Take 1 tablet twice a day with meals or as directed by a healthcare professional. Best consumed preferably after meals with a full glass of water or milk.,dosage,1,Dayjoy_Product_Brochure_English_July2026.pdf,Page 30,high,all,true
1861,78,DJP1077,DJ-HEA-0078,What are the warnings or side effects?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,2,,,low,all,false
1862,78,DJP1077,DJ-HEA-0078,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,3,,,low,all,false
1863,78,DJP1077,DJ-HEA-0078,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,4,,,low,all,false
1864,78,DJP1077,DJ-HEA-0078,How does it compare to standard calcium supplements?,"It contains Advanced Calcium Citrate Malate alongside herbal components like Cissus Quadrangularis and Moringa for improved absorption and anti-inflammatory properties, unlike standard basic calcium pills.",comparison,5,Dayjoy_Product_Brochure_English_July2026.pdf,Page 30,medium,all,true
1865,78,DJP1077,DJ-HEA-0078,"What is the price, DP, and BV for distributors?","The MRP is ₹999, DP is ₹325, and BV is 130.",pricing,6,India-BV-Price-May-2026.pdf,Item 78,high,all,true
1866,78,DJP1077,DJ-HEA-0078,What is Advanced Calcium Tablets?,"Advanced Calcium Tablets are formulated to strengthen bones, improve joint flexibility, and boost overall vitality with a unique blend of essential minerals and herbs.",general_info,11,Dayjoy_Product_Brochure_English_July2026.pdf,Page 30,high,all,true
1867,78,DJP1077,DJ-HEA-0078,Who should use it?,"Individuals needing bone and joint support, specifically addressing joint stiffness, bone health, or elderly individuals managing osteoporosis-related weaknesses.",usage,12,recommendation_chart_clean.csv,Bone & Joint Problems,high,all,true
1868,78,DJP1077,DJ-HEA-0078,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,13,,,low,all,false
1869,78,DJP1077,DJ-HEA-0078,What are the key benefits?,"Strengthens bones and improves joint flexibility, supports bone density and structure, aids calcium absorption, boosts immunity, and reduces inflammation.",benefits,14,Dayjoy_Product_Brochure_English_July2026.pdf,Page 30,high,all,true
1870,78,DJP1077,DJ-HEA-0078,What are the ingredients?,"Contains Calcium Citrate Malate, Vitamin D3, Magnesium, Zinc, Cissus Quadrangularis, and Moringa Oleifera.",ingredients,15,Dayjoy_Product_Brochure_English_July2026.pdf,Page 30,high,all,true
1871,79,DJP1078,DJ-HEA-0079,How does it compare to Gas-O-Free Syrup?,"Arogya Churn is a powder (churn) taken with warm water primarily focused on clearing the bowels and constipation, while Gas-O-Free is a liquid syrup targeting acute acidity and bloating after meals.",comparison,1,Dayjoy_Product_Brochure_English_July2026.pdf,"Page 23, 24",medium,all,true
1872,79,DJP1078,DJ-HEA-0079,"What is the price, DP, and BV for distributors?","The MRP is ₹189, DP is ₹115, and BV is 40.",pricing,2,India-BV-Price-May-2026.pdf,Item 79,high,all,true
1873,79,DJP1078,DJ-HEA-0079,What is Arogya Churn (100g)?,Arogya Churn is a powerful Ayurvedic formulation that provides natural relief from constipation and digestive issues.,general_info,7,Dayjoy_Product_Brochure_English_July2026.pdf,Page 24,high,all,true
1874,79,DJP1078,DJ-HEA-0079,Who should use it?,"People suffering from constipation, gas, bloating, flatulence, and general digestive discomfort.",usage,8,recommendation_chart_clean.csv,Digestion Problems,high,all,true
1875,79,DJP1078,DJ-HEA-0079,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,9,,,low,all,false
1876,79,DJP1078,DJ-HEA-0079,What are the key benefits?,"Improves digestion and bowel movement, reduces bloating, flatulence, and abdominal discomfort, and flushes out toxins promoting a healthy gut.",benefits,10,Dayjoy_Product_Brochure_English_July2026.pdf,Page 24,high,all,true
1877,79,DJP1078,DJ-HEA-0079,What are the ingredients?,"Powerful herbal ingredients include Sanay, Banafsha, Amla, Haritaki, and Nisoth.",ingredients,11,Dayjoy_Product_Brochure_English_July2026.pdf,Page 24,high,all,true
1878,79,DJP1078,DJ-HEA-0079,What is the recommended dosage?,"Take 8-10 gm at bedtime with lukewarm water, or as directed by your physician.",dosage,12,Dayjoy_Product_Brochure_English_July2026.pdf,Page 24 / Rec Chart,high,all,true
1879,79,DJP1078,DJ-HEA-0079,What are the warnings or side effects?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,13,,,low,all,false
1880,79,DJP1078,DJ-HEA-0079,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,14,,,low,all,false
1881,79,DJP1078,DJ-HEA-0079,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,15,,,low,all,false
1882,80,DJP1079,DJ-HEA-0080,What is Di-beat (60 Tab)?,DiBeat Tablets are Ayurvedic supplements formulated to help manage blood sugar levels and support overall wellness.,general_info,3,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,high,all,true
1883,80,DJP1079,DJ-HEA-0080,Who should use it?,"Individuals looking for natural support to balance blood sugar levels or those experiencing symptoms like frequent urination, increased thirst, extreme hunger, or fatigue.",usage,4,recommendation_chart_clean.csv,Diabetes row,high,all,true
1884,80,DJP1079,DJ-HEA-0080,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,5,,,low,all,false
1885,80,DJP1079,DJ-HEA-0080,What are the key benefits?,"Helps regulate blood sugar levels naturally, supports insulin function, reduces symptoms like frequent urination and fatigue, and promotes pancreatic health.",benefits,6,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,high,all,true
1886,80,DJP1079,DJ-HEA-0080,What are the ingredients?,"Powerful herbal ingredients include Jamun, Karela, Gudmaar, Vijayasara, and Methi.",ingredients,7,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,high,all,true
1887,80,DJP1079,DJ-HEA-0080,What is the recommended dosage?,"Take 1-2 tablets twice daily before meals, or as directed by your physician.",dosage,8,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21 / Rec Chart,high,all,true
1888,80,DJP1079,DJ-HEA-0080,What are the warnings or side effects?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,9,,,low,all,false
1889,80,DJP1079,DJ-HEA-0080,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,10,,,low,all,false
1890,80,DJP1079,DJ-HEA-0080,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,11,,,low,all,false
1891,80,DJP1079,DJ-HEA-0080,How does it compare to general health supplements?,"Di-Beat is specifically targeted at glucose metabolism and pancreatic health with herbs like Karela and Jamun, unlike general multivitamins.",comparison,12,Dayjoy_Product_Brochure_English_July2026.pdf,Page 21,medium,all,true
1892,80,DJP1079,DJ-HEA-0080,"What is the price, DP, and BV for distributors?","The MRP is ₹1199, DP is ₹825, and BV is 375.",pricing,13,India-BV-Price-May-2026.pdf,Item 80,high,all,true
1893,80,DJP1079,DJ-HEA-0080,Does it cure diabetes?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition like diabetes.",safety,14,Dayjoy_Product_Brochure_English_July2026.pdf,Standard Requirement,medium,all,true
1894,81,DJP1080,DJ-HEA-0081,What is Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml)?,"Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml) is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,,medium,all,true
1895,81,DJP1080,DJ-HEA-0081,What is the price and business volume (BV) for Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml)?,"The MRP is ₹4999.0, Distributor Price (DP) is ₹2849.0, and the Business Volume (BV) is 1320.0.",pricing,2,Various Documents,,high,all,true
1896,81,DJP1080,DJ-HEA-0081,Who should use this product?,"According to the recommendation chart, it may be useful for individuals dealing with: Physical Retardation, Reduced Cognitive abilities, Weakness OR Tiredness, Increased Thirst, Frequent Urination.",usage,3,Various Documents,,medium,all,true
1897,81,DJP1080,DJ-HEA-0081,Does this cure medical conditions?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,,medium,all,true
1898,81,DJP1080,DJ-HEA-0081,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1899,81,DJP1080,DJ-HEA-0081,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1900,81,DJP1080,DJ-HEA-0081,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1901,81,DJP1080,DJ-HEA-0081,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1902,81,DJP1080,DJ-HEA-0081,How does it compare to other HEALTH CARE products?,This product is uniquely formulated under the Curind brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1903,81,DJP1080,DJ-HEA-0081,What is the pack size?,This specific item comes in a Pack of 2 Bottles - each 25ml pack size.,dosage,10,Various Documents,,medium,all,true
1904,81,DJP1080,DJ-HEA-0081,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1905,82,DJP1081,DJ-HEA-0082,What is Gas-O-Free (200ml)?,"Gas-O-Free (200ml) is a product under the HEALTH CARE category, offered by the brand Curind.",general_info,1,Various Documents,,medium,all,true
1906,82,DJP1081,DJ-HEA-0082,What is the price and business volume (BV) for Gas-O-Free (200ml)?,"The MRP is ₹599.0, Distributor Price (DP) is ₹375.0, and the Business Volume (BV) is 160.0.",pricing,2,Various Documents,,high,all,true
1907,82,DJP1081,DJ-HEA-0082,Who should use this product?,"According to the recommendation chart, it may be useful for individuals dealing with: Excessive Production of Gastric Acid, Bloating, Gas, Vomiting, Loss of Appetite.",usage,3,Various Documents,,medium,all,true
1908,82,DJP1081,DJ-HEA-0082,Does this cure medical conditions?,"This product does not replace medical treatment. Consult a qualified physician before use, especially if you are on medication or have a diagnosed condition.",safety,4,Various Documents,,medium,all,true
1909,82,DJP1081,DJ-HEA-0082,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1910,82,DJP1081,DJ-HEA-0082,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1911,82,DJP1081,DJ-HEA-0082,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1912,82,DJP1081,DJ-HEA-0082,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
