conversation_id,turn_id,role,message,channel,scenario,category,subcategory,locale,sentiment,status,priority,source,message_clean,memory_type,tags,keywords,confidence,source_reference,notes
conv_1,1,customer,What is Multivitamins Tablets?,chat,support_ticket,informational,product_info,en-IN,neutral,open,medium,intent_dataset,What is Multivitamins Tablets?,ticket_memory,informational;product_info,what is multivitamins tablets,high,intent_dataset,synthetic or source-backed conversation example
conv_149,1,customer,Which product is good for Night Blindness?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Night Blindness?,ticket_memory,recommendation;health_need,which product is good for night blindness,high,intent_dataset,synthetic or source-backed conversation example
conv_149,2,agent,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider eye,high,intent_dataset,synthetic or source-backed conversation example
conv_150,1,customer,"I have Fever, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Fever, what should I take?",ticket_memory,health-condition;consultation,i have fever what should i take,high,intent_dataset,synthetic or source-backed conversation example
conv_150,2,agent,"Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Fever. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Fever. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests asthprash or n astheal tablet for,high,intent_dataset,synthetic or source-backed conversation example
conv_151,1,customer,"I have Abdominal Pain, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Abdominal Pain, what should I take?",ticket_memory,health-condition;consultation,i have abdominal pain what should i take,high,intent_dataset,synthetic or source-backed conversation example
conv_151,2,agent,"Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Abdominal Pain. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Abdominal Pain. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests livease syrup or gas o free,high,intent_dataset,synthetic or source-backed conversation example
conv_152,1,customer,How much BV for Dayjoy Leather Bag?,chat,support_ticket,pricing,bv,en-IN,neutral,open,medium,intent_dataset,How much BV for Dayjoy Leather Bag?,ticket_memory,pricing;bv,how much bv for dayjoy leather bag,high,intent_dataset,synthetic or source-backed conversation example
conv_152,2,agent,The Business Volume (BV) is 550.0.,chat,support_ticket,pricing,bv,en-IN,positive,resolved,medium,intent_dataset,The Business Volume (BV) is 550.0.,ticket_memory,pricing;bv,the business volume bv is 550 0,high,intent_dataset,synthetic or source-backed conversation example
conv_153,1,customer,"I have Poor Nail Health, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Poor Nail Health, what should I take?",ticket_memory,health-condition;consultation,i have poor nail health what should i,high,intent_dataset,synthetic or source-backed conversation example
conv_153,2,agent,"Dayjoy suggests MULTI VITAMINS TABLETS for Poor Nail Health. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests MULTI VITAMINS TABLETS for Poor Nail Health. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests multi vitamins tablets for poor nail,high,intent_dataset,synthetic or source-backed conversation example
conv_154,1,customer,Are Daily Tea (500g) and Milk Bath Soap (Pack of 3) (100g) the same?,chat,support_ticket,comparison,category_difference,en-IN,neutral,open,medium,intent_dataset,Are Daily Tea (500g) and Milk Bath Soap (Pack of 3) (100g) the same?,ticket_memory,comparison;category_difference,are daily tea 500g and milk bath soap,high,intent_dataset,synthetic or source-backed conversation example
conv_154,2,agent,"No, Daily Tea (500g) is in FOOD PRODUCTS while Milk Bath Soap (Pack of 3) (100g) is in PERSONAL CARE.",chat,support_ticket,comparison,category_difference,en-IN,positive,resolved,medium,intent_dataset,"No, Daily Tea (500g) is in FOOD PRODUCTS while Milk Bath Soap (Pack of 3) (100g) is in PERSONAL CARE.",ticket_memory,comparison;category_difference,no daily tea 500g is in food products,high,intent_dataset,synthetic or source-backed conversation example
conv_155,1,customer,Is Amara Beauty Eyeliner a food product?,chat,support_ticket,informational,product_category,en-IN,neutral,open,medium,intent_dataset,Is Amara Beauty Eyeliner a food product?,ticket_memory,informational;product_category,is amara beauty eyeliner a food product,high,intent_dataset,synthetic or source-backed conversation example
conv_155,2,agent,It is categorized under COLOR COSMETICS.,chat,support_ticket,informational,product_category,en-IN,positive,resolved,medium,intent_dataset,It is categorized under COLOR COSMETICS.,ticket_memory,informational;product_category,it is categorized under color cosmetics,high,intent_dataset,synthetic or source-backed conversation example
conv_156,1,customer,"I have Loss of Appetite, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Loss of Appetite, what should I take?",ticket_memory,health-condition;consultation,i have loss of appetite what should i,high,intent_dataset,synthetic or source-backed conversation example
conv_156,2,agent,"Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Loss of Appetite. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Loss of Appetite. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests livease syrup or gas o free,high,intent_dataset,synthetic or source-backed conversation example
conv_157,1,customer,"I have Cough, Sore Throat, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Cough, Sore Throat, what should I take?",ticket_memory,health-condition;consultation,i have cough sore throat what should i,high,intent_dataset,synthetic or source-backed conversation example
conv_157,2,agent,"Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Cough, Sore Throat. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Cough, Sore Throat. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests asthprash or n astheal tablet for,high,intent_dataset,synthetic or source-backed conversation example
conv_158,1,customer,DP of DJP1018,chat,support_ticket,pricing,dp,en-IN,neutral,open,medium,intent_dataset,DP of DJP1018,ticket_memory,pricing;dp,dp of djp1018,high,intent_dataset,synthetic or source-backed conversation example
conv_158,2,agent,The Distributor Price (DP) is ₹275.0.,chat,support_ticket,pricing,dp,en-IN,positive,resolved,medium,intent_dataset,The Distributor Price (DP) is ₹275.0.,ticket_memory,pricing;dp,the distributor price dp is 275 0,high,intent_dataset,synthetic or source-backed conversation example
conv_159,1,customer,Tell me about Vital Protein Powder (300gm),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Vital Protein Powder (300gm),ticket_memory,informational;product_discovery,tell me about vital protein powder 300gm,high,intent_dataset,synthetic or source-backed conversation example
conv_159,2,agent,This is a premium product under Curind.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Curind.,ticket_memory,informational;product_discovery,this is a premium product under curind,high,intent_dataset,synthetic or source-backed conversation example
conv_160,1,customer,How much is in one pack of Hydra Aloevera Body Lotion (300ml)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of Hydra Aloevera Body Lotion (300ml)?,ticket_memory,informational;pack_size,how much is in one pack of hydra,high,intent_dataset,synthetic or source-backed conversation example
conv_160,2,agent,The pack size is 300ml.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is 300ml.,ticket_memory,informational;pack_size,the pack size is 300ml,high,intent_dataset,synthetic or source-backed conversation example
conv_161,1,customer,Is Dayjoy FSSAI approved?,chat,support_ticket,compliance,policy,en-IN,neutral,open,medium,intent_dataset,Is Dayjoy FSSAI approved?,ticket_memory,compliance;policy,is dayjoy fssai approved,high,intent_dataset,synthetic or source-backed conversation example
conv_161,2,agent,"Yes, Dayjoy holds FSSAI License Number 12224999000129 valid until 2030.",chat,support_ticket,compliance,policy,en-IN,positive,resolved,medium,intent_dataset,"Yes, Dayjoy holds FSSAI License Number 12224999000129 valid until 2030.",ticket_memory,compliance;policy,yes dayjoy holds fssai license number 12224999000129 valid,high,intent_dataset,synthetic or source-backed conversation example
conv_162,1,customer,How much BV for Seabuckthron Facial Fluid (10ml)?,chat,support_ticket,pricing,bv,en-IN,neutral,open,medium,intent_dataset,How much BV for Seabuckthron Facial Fluid (10ml)?,ticket_memory,pricing;bv,how much bv for seabuckthron facial fluid 10ml,high,intent_dataset,synthetic or source-backed conversation example
conv_162,2,agent,The Business Volume (BV) is 52.0.,chat,support_ticket,pricing,bv,en-IN,positive,resolved,medium,intent_dataset,The Business Volume (BV) is 52.0.,ticket_memory,pricing;bv,the business volume bv is 52 0,high,intent_dataset,synthetic or source-backed conversation example
conv_163,1,customer,How much is in one pack of Daily Tea (250g)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of Daily Tea (250g)?,ticket_memory,informational;pack_size,how much is in one pack of daily,high,intent_dataset,synthetic or source-backed conversation example
conv_163,2,agent,The pack size is 250g.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is 250g.,ticket_memory,informational;pack_size,the pack size is 250g,high,intent_dataset,synthetic or source-backed conversation example
conv_164,1,customer,Tell me about Luxury Saffron Soap (100g),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Luxury Saffron Soap (100g),ticket_memory,informational;product_discovery,tell me about luxury saffron soap 100g,high,intent_dataset,synthetic or source-backed conversation example
conv_164,2,agent,This is a premium product under Wild Muse.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Wild Muse.,ticket_memory,informational;product_discovery,this is a premium product under wild muse,high,intent_dataset,synthetic or source-backed conversation example
conv_165,1,customer,"I have Skin Sensitivity, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Skin Sensitivity, what should I take?",ticket_memory,health-condition;consultation,i have skin sensitivity what should i take,high,intent_dataset,synthetic or source-backed conversation example
conv_165,2,agent,"Dayjoy suggests AMPLE MEAL for Skin Sensitivity. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests AMPLE MEAL for Skin Sensitivity. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests ample meal for skin sensitivity this,high,intent_dataset,synthetic or source-backed conversation example
conv_166,1,customer,Can I sell Dayjoy products part-time?,chat,support_ticket,business,joining,en-IN,neutral,open,medium,intent_dataset,Can I sell Dayjoy products part-time?,ticket_memory,business;joining,can i sell dayjoy products part time,high,intent_dataset,synthetic or source-backed conversation example
conv_166,2,agent,"Yes, you can set your own work hours and commitment levels, full-time or part-time.",chat,support_ticket,business,joining,en-IN,positive,resolved,medium,intent_dataset,"Yes, you can set your own work hours and commitment levels, full-time or part-time.",ticket_memory,business;joining,yes you can set your own work hours,high,intent_dataset,synthetic or source-backed conversation example
conv_167,1,customer,"I have Dementia, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Dementia, what should I take?",ticket_memory,health-condition;consultation,i have dementia what should i take,high,intent_dataset,synthetic or source-backed conversation example
conv_167,2,agent,"Dayjoy suggests MULTI VITAMINS TABLETS for Dementia. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests MULTI VITAMINS TABLETS for Dementia. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests multi vitamins tablets for dementia this,high,intent_dataset,synthetic or source-backed conversation example
conv_168,1,customer,Are Haldi Powder (500g) and HB+ (500ml) the same?,chat,support_ticket,comparison,category_difference,en-IN,neutral,open,medium,intent_dataset,Are Haldi Powder (500g) and HB+ (500ml) the same?,ticket_memory,comparison;category_difference,are haldi powder 500g and hb 500ml the,high,intent_dataset,synthetic or source-backed conversation example
conv_168,2,agent,"No, Haldi Powder (500g) is in FOOD PRODUCTS while HB+ (500ml) is in HEALTH CARE.",chat,support_ticket,comparison,category_difference,en-IN,positive,resolved,medium,intent_dataset,"No, Haldi Powder (500g) is in FOOD PRODUCTS while HB+ (500ml) is in HEALTH CARE.",ticket_memory,comparison;category_difference,no haldi powder 500g is in food products,high,intent_dataset,synthetic or source-backed conversation example
conv_169,1,customer,Can I return it?,chat,support_ticket,policy,shipping_refund,en-IN,neutral,open,medium,intent_dataset,Can I return it?,ticket_memory,policy;shipping_refund,can i return it,high,intent_dataset,synthetic or source-backed conversation example
conv_169,2,agent,You may return marketable products within 30 days of invoice with original bill (5% handling charge applies).,chat,support_ticket,policy,shipping_refund,en-IN,positive,resolved,medium,intent_dataset,You may return marketable products within 30 days of invoice with original bill (5% handling charge applies).,ticket_memory,policy;shipping_refund,you may return marketable products within 30 days,high,intent_dataset,synthetic or source-backed conversation example
conv_170,1,customer,Who leads R&D at Dayjoy?,chat,support_ticket,company,info,en-IN,neutral,open,medium,intent_dataset,Who leads R&D at Dayjoy?,ticket_memory,company;info,who leads r d at dayjoy,high,intent_dataset,synthetic or source-backed conversation example
conv_170,2,agent,R&D is guided by Dr. Ram Pal Somani and Mr. Yogendra Kumar Choudhary.,chat,support_ticket,company,info,en-IN,positive,resolved,medium,intent_dataset,R&D is guided by Dr. Ram Pal Somani and Mr. Yogendra Kumar Choudhary.,ticket_memory,company;info,r d is guided by dr ram pal,high,intent_dataset,synthetic or source-backed conversation example
conv_171,1,customer,What is the MRP of Adicardial (120 Tab)?,chat,support_ticket,pricing,mrp,en-IN,neutral,open,medium,intent_dataset,What is the MRP of Adicardial (120 Tab)?,ticket_memory,pricing;mrp,what is the mrp of adicardial 120 tab,high,intent_dataset,synthetic or source-backed conversation example
conv_171,2,agent,The MRP is ₹2099.0.,chat,support_ticket,pricing,mrp,en-IN,positive,resolved,medium,intent_dataset,The MRP is ₹2099.0.,ticket_memory,pricing;mrp,the mrp is 2099 0,high,intent_dataset,synthetic or source-backed conversation example
conv_172,1,customer,Which product is good for Delayed Growth and Development?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Delayed Growth and Development?,ticket_memory,recommendation;health_need,which product is good for delayed growth and,high,intent_dataset,synthetic or source-backed conversation example
conv_172,2,agent,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider hienergy,high,intent_dataset,synthetic or source-backed conversation example
conv_173,1,customer,Tell me about Kahwa Masala Chai (25 Pcs),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Kahwa Masala Chai (25 Pcs),ticket_memory,informational;product_discovery,tell me about kahwa masala chai 25 pcs,high,intent_dataset,synthetic or source-backed conversation example
conv_173,2,agent,This is a premium product under Curind.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Curind.,ticket_memory,informational;product_discovery,this is a premium product under curind,high,intent_dataset,synthetic or source-backed conversation example
conv_174,1,customer,Is Premium Tulsi Max (30ml) a food product?,chat,support_ticket,informational,product_category,en-IN,neutral,open,medium,intent_dataset,Is Premium Tulsi Max (30ml) a food product?,ticket_memory,informational;product_category,is premium tulsi max 30ml a food product,high,intent_dataset,synthetic or source-backed conversation example
conv_174,2,agent,It is categorized under HEALTH CARE.,chat,support_ticket,informational,product_category,en-IN,positive,resolved,medium,intent_dataset,It is categorized under HEALTH CARE.,ticket_memory,informational;product_category,it is categorized under health care,high,intent_dataset,synthetic or source-backed conversation example
conv_175,1,customer,How much BV for Shilajit Gummies (60 Gummies)?,chat,support_ticket,pricing,bv,en-IN,neutral,open,medium,intent_dataset,How much BV for Shilajit Gummies (60 Gummies)?,ticket_memory,pricing;bv,how much bv for shilajit gummies 60 gummies,high,intent_dataset,synthetic or source-backed conversation example
conv_175,2,agent,The Business Volume (BV) is 400.0.,chat,support_ticket,pricing,bv,en-IN,positive,resolved,medium,intent_dataset,The Business Volume (BV) is 400.0.,ticket_memory,pricing;bv,the business volume bv is 400 0,high,intent_dataset,synthetic or source-backed conversation example
conv_176,1,customer,How much is in one pack of GoPiles Syrup (500ml)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of GoPiles Syrup (500ml)?,ticket_memory,informational;pack_size,how much is in one pack of gopiles,high,intent_dataset,synthetic or source-backed conversation example
conv_176,2,agent,The pack size is 500ml.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is 500ml.,ticket_memory,informational;pack_size,the pack size is 500ml,high,intent_dataset,synthetic or source-backed conversation example
conv_177,1,customer,DP of DJP1017,chat,support_ticket,pricing,dp,en-IN,neutral,open,medium,intent_dataset,DP of DJP1017,ticket_memory,pricing;dp,dp of djp1017,high,intent_dataset,synthetic or source-backed conversation example
conv_177,2,agent,The Distributor Price (DP) is ₹110.0.,chat,support_ticket,pricing,dp,en-IN,positive,resolved,medium,intent_dataset,The Distributor Price (DP) is ₹110.0.,ticket_memory,pricing;dp,the distributor price dp is 110 0,high,intent_dataset,synthetic or source-backed conversation example
conv_178,1,customer,How long is delivery?,chat,support_ticket,policy,shipping_refund,en-IN,neutral,open,medium,intent_dataset,How long is delivery?,ticket_memory,policy;shipping_refund,how long is delivery,high,intent_dataset,synthetic or source-backed conversation example
conv_178,2,agent,The average time for delivery is between 2 - 7 days depending on location.,chat,support_ticket,policy,shipping_refund,en-IN,positive,resolved,medium,intent_dataset,The average time for delivery is between 2 - 7 days depending on location.,ticket_memory,policy;shipping_refund,the average time for delivery is between 2,high,intent_dataset,synthetic or source-backed conversation example
conv_179,1,customer,How much is in one pack of Perfect-Ion Leaflets (Set of 25)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of Perfect-Ion Leaflets (Set of 25)?,ticket_memory,informational;pack_size,how much is in one pack of perfect,high,intent_dataset,synthetic or source-backed conversation example
conv_179,2,agent,The pack size is Set of 25.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is Set of 25.,ticket_memory,informational;pack_size,the pack size is set of 25,high,intent_dataset,synthetic or source-backed conversation example
conv_180,1,customer,Is Ample Meal - Meal Replacement Nutritional Shake (500g) a food product?,chat,support_ticket,informational,product_category,en-IN,neutral,open,medium,intent_dataset,Is Ample Meal - Meal Replacement Nutritional Shake (500g) a food product?,ticket_memory,informational;product_category,is ample meal meal replacement nutritional shake 500g,high,intent_dataset,synthetic or source-backed conversation example
conv_180,2,agent,It is categorized under HEALTH CARE.,chat,support_ticket,informational,product_category,en-IN,positive,resolved,medium,intent_dataset,It is categorized under HEALTH CARE.,ticket_memory,informational;product_category,it is categorized under health care,high,intent_dataset,synthetic or source-backed conversation example
conv_181,1,customer,Which product is good for Blurred Vision?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Blurred Vision?,ticket_memory,recommendation;health_need,which product is good for blurred vision,high,intent_dataset,synthetic or source-backed conversation example
conv_181,2,agent,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider dibeat,high,intent_dataset,synthetic or source-backed conversation example
conv_182,1,customer,How much is in one pack of Kahwa Masala Chai (25 Pcs)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of Kahwa Masala Chai (25 Pcs)?,ticket_memory,informational;pack_size,how much is in one pack of kahwa,high,intent_dataset,synthetic or source-backed conversation example
conv_182,2,agent,The pack size is 25 Pcs.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is 25 Pcs.,ticket_memory,informational;pack_size,the pack size is 25 pcs,high,intent_dataset,synthetic or source-backed conversation example
conv_183,1,customer,How much is in one pack of Prosperous+ Tablets?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of Prosperous+ Tablets?,ticket_memory,informational;pack_size,how much is in one pack of prosperous,high,intent_dataset,synthetic or source-backed conversation example
conv_183,2,agent,The pack size is nan.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is nan.,ticket_memory,informational;pack_size,the pack size is nan,high,intent_dataset,synthetic or source-backed conversation example
conv_184,1,customer,How much is in one pack of Liv-Ease (200ml)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of Liv-Ease (200ml)?,ticket_memory,informational;pack_size,how much is in one pack of liv,high,intent_dataset,synthetic or source-backed conversation example
conv_184,2,agent,The pack size is 200ml.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is 200ml.,ticket_memory,informational;pack_size,the pack size is 200ml,high,intent_dataset,synthetic or source-backed conversation example
conv_185,1,customer,"I have Pneumonia, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Pneumonia, what should I take?",ticket_memory,health-condition;consultation,i have pneumonia what should i take,high,intent_dataset,synthetic or source-backed conversation example
conv_185,2,agent,"Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Pneumonia. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Pneumonia. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests asthprash or n astheal tablet for,high,intent_dataset,synthetic or source-backed conversation example
conv_186,1,customer,Which product is good for Cold Hands and Feet?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Cold Hands and Feet?,ticket_memory,recommendation;health_need,which product is good for cold hands and,high,intent_dataset,synthetic or source-backed conversation example
conv_186,2,agent,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider multi,high,intent_dataset,synthetic or source-backed conversation example
conv_187,1,customer,Can I run Facebook ads for Dayjoy?,chat,support_ticket,compliance,policy,en-IN,neutral,open,medium,intent_dataset,Can I run Facebook ads for Dayjoy?,ticket_memory,compliance;policy,can i run facebook ads for dayjoy,high,intent_dataset,synthetic or source-backed conversation example
conv_187,2,agent,Paid internet advertising like Facebook ads cannot use the company logo/trademark. Links must direct to your personal ID website.,chat,support_ticket,compliance,policy,en-IN,positive,resolved,medium,intent_dataset,Paid internet advertising like Facebook ads cannot use the company logo/trademark. Links must direct to your personal ID website.,ticket_memory,compliance;policy,paid internet advertising like facebook ads cannot use,high,intent_dataset,synthetic or source-backed conversation example
conv_188,1,customer,Can I cancel my order?,chat,support_ticket,policy,shipping_refund,en-IN,neutral,open,medium,intent_dataset,Can I cancel my order?,ticket_memory,policy;shipping_refund,can i cancel my order,high,intent_dataset,synthetic or source-backed conversation example
conv_188,2,agent,Orders can be cancelled before dispatch. Processed orders cannot be cancelled.,chat,support_ticket,policy,shipping_refund,en-IN,positive,resolved,medium,intent_dataset,Orders can be cancelled before dispatch. Processed orders cannot be cancelled.,ticket_memory,policy;shipping_refund,orders can be cancelled before dispatch processed orders,high,intent_dataset,synthetic or source-backed conversation example
conv_189,1,customer,Which product is good for An achy or heavy feeling in the legs?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for An achy or heavy feeling in the legs?,ticket_memory,recommendation;health_need,which product is good for an achy or,high,intent_dataset,synthetic or source-backed conversation example
conv_189,2,agent,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider golden,high,intent_dataset,synthetic or source-backed conversation example
conv_190,1,customer,How long is delivery?,chat,support_ticket,policy,shipping_refund,en-IN,neutral,open,medium,intent_dataset,How long is delivery?,ticket_memory,policy;shipping_refund,how long is delivery,high,intent_dataset,synthetic or source-backed conversation example
conv_190,2,agent,The average time for delivery is between 2 - 7 days depending on location.,chat,support_ticket,policy,shipping_refund,en-IN,positive,resolved,medium,intent_dataset,The average time for delivery is between 2 - 7 days depending on location.,ticket_memory,policy;shipping_refund,the average time for delivery is between 2,high,intent_dataset,synthetic or source-backed conversation example
conv_191,1,customer,"I have Drainage down the back of the throat, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Drainage down the back of the throat, what should I take?",ticket_memory,health-condition;consultation,i have drainage down the back of the,high,intent_dataset,synthetic or source-backed conversation example
conv_191,2,agent,"Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Drainage down the back of the throat. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Drainage down the back of the throat. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests asthprash or n astheal tablet for,high,intent_dataset,synthetic or source-backed conversation example
conv_192,1,customer,What is the MRP of Shilajit Gummies (60 Gummies)?,chat,support_ticket,pricing,mrp,en-IN,neutral,open,medium,intent_dataset,What is the MRP of Shilajit Gummies (60 Gummies)?,ticket_memory,pricing;mrp,what is the mrp of shilajit gummies 60,high,intent_dataset,synthetic or source-backed conversation example
conv_192,2,agent,The MRP is ₹1499.0.,chat,support_ticket,pricing,mrp,en-IN,positive,resolved,medium,intent_dataset,The MRP is ₹1499.0.,ticket_memory,pricing;mrp,the mrp is 1499 0,high,intent_dataset,synthetic or source-backed conversation example
conv_193,1,customer,Tell me about Total Joy Rice Bran Oil (2 Litre),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Total Joy Rice Bran Oil (2 Litre),ticket_memory,informational;product_discovery,tell me about total joy rice bran oil,high,intent_dataset,synthetic or source-backed conversation example
conv_193,2,agent,This is a premium product under Total Joy.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Total Joy.,ticket_memory,informational;product_discovery,this is a premium product under total joy,high,intent_dataset,synthetic or source-backed conversation example
conv_194,1,customer,Tell me about JuniorJoy - Kids Nutritional Drink (300g),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about JuniorJoy - Kids Nutritional Drink (300g),ticket_memory,informational;product_discovery,tell me about juniorjoy kids nutritional drink 300g,high,intent_dataset,synthetic or source-backed conversation example
