Product_Name,Mentioned_For,Category,Source_Page,Recommendation_ID
OMEGA 3-6-9 SOFTGEL CAPSULES,Chest Pain,HEART DISEASES,62,REC-0015
OMEGA 3-6-9 SOFTGEL CAPSULES,Dizziness or Fainting,HEART DISEASES,62,REC-0019
OMEGA 3-6-9 SOFTGEL CAPSULES,Fatigue,HEART DISEASES,62,REC-0018
OMEGA 3-6-9 SOFTGEL CAPSULES,High Blood Pressure,HEART DISEASES,62,REC-0014
OMEGA 3-6-9 SOFTGEL CAPSULES,Palpitations,HEART DISEASES,62,REC-0020
OMEGA 3-6-9 SOFTGEL CAPSULES,Shortness of Breath,HEART DISEASES,62,REC-0016
OMEGA 3-6-9 SOFTGEL CAPSULES,Swollen Ankles,HEART DISEASES,62,REC-0017
OMEGA 3-6-9 SOFTGEL CAPSULES,Erectile Dysfunction,MALE HEALTH ISSUES,69,REC-0065
OMEGA 3-6-9 SOFTGEL CAPSULES,Hypoactive Sexual Desire Disorder,MALE HEALTH ISSUES,69,REC-0064
OMEGA 3-6-9 SOFTGEL CAPSULES,Lack of libido,MALE HEALTH ISSUES,69,REC-0067
OMEGA 3-6-9 SOFTGEL CAPSULES,Premature Ejaculation,MALE HEALTH ISSUES,69,REC-0066
OMEGA 3-6-9 SOFTGEL CAPSULES,Abnormal or weak reflexes,SCIATICA,76,REC-0106
OMEGA 3-6-9 SOFTGEL CAPSULES,Difficulty bending the foot,SCIATICA,76,REC-0104
OMEGA 3-6-9 SOFTGEL CAPSULES,Difficulty walking on your toes,SCIATICA,76,REC-0105
OMEGA 3-6-9 SOFTGEL CAPSULES,Loss of sensation or numbness,SCIATICA,76,REC-0107
OMEGA 3-6-9 SOFTGEL CAPSULES,Pain when lifting the leg,SCIATICA,76,REC-0108
OMEGA 3-6-9 SOFTGEL CAPSULES,Weakness when bending the knee,SCIATICA,76,REC-0103
OMEGA 3-6-9 SOFTGEL CAPSULES,An achy or heavy feeling in the legs,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0098
OMEGA 3-6-9 SOFTGEL CAPSULES,"Burning, throbbing, muscle cramping and swelling in the lower legs","VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0099
OMEGA 3-6-9 SOFTGEL CAPSULES,Change Skin Color around a varicose vein,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0102
OMEGA 3-6-9 SOFTGEL CAPSULES,Itching around one or more of the veins,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0101
OMEGA 3-6-9 SOFTGEL CAPSULES,Worsened pain after sitting or standing for a long time,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0100
ORTHOFIX OIL,Back Pain or Joints Pain,BONE & JOINT PROBLEMS,63,REC-0021
ORTHOFIX OIL,Fatigue,BONE & JOINT PROBLEMS,63,REC-0025
ORTHOFIX OIL,Inflammation & Swelling,BONE & JOINT PROBLEMS,63,REC-0023
ORTHOFIX OIL,Joint Stiffness & Noises (Crepitations),BONE & JOINT PROBLEMS,63,REC-0022
ORTHOFIX OIL,Tenderness,BONE & JOINT PROBLEMS,63,REC-0024
ORTHOFIX OIL + L-ARGININE++ (NITRIC OXIDE PRECURSOR),Abnormal or weak reflexes,SCIATICA,76,REC-0106
ORTHOFIX OIL + L-ARGININE++ (NITRIC OXIDE PRECURSOR),Difficulty bending the foot,SCIATICA,76,REC-0104
ORTHOFIX OIL + L-ARGININE++ (NITRIC OXIDE PRECURSOR),Difficulty walking on your toes,SCIATICA,76,REC-0105
ORTHOFIX OIL + L-ARGININE++ (NITRIC OXIDE PRECURSOR),Loss of sensation or numbness,SCIATICA,76,REC-0107
ORTHOFIX OIL + L-ARGININE++ (NITRIC OXIDE PRECURSOR),Pain when lifting the leg,SCIATICA,76,REC-0108
ORTHOFIX OIL + L-ARGININE++ (NITRIC OXIDE PRECURSOR),Weakness when bending the knee,SCIATICA,76,REC-0103
ORTHOFIX TABLET,Back Pain or Joints Pain,BONE & JOINT PROBLEMS,63,REC-0021
ORTHOFIX TABLET,Fatigue,BONE & JOINT PROBLEMS,63,REC-0025
ORTHOFIX TABLET,Inflammation & Swelling,BONE & JOINT PROBLEMS,63,REC-0023
ORTHOFIX TABLET,Joint Stiffness & Noises (Crepitations),BONE & JOINT PROBLEMS,63,REC-0022
ORTHOFIX TABLET,Tenderness,BONE & JOINT PROBLEMS,63,REC-0024
ORTHOFIX TABLET,Abnormal or weak reflexes,SCIATICA,76,REC-0106
ORTHOFIX TABLET,Difficulty bending the foot,SCIATICA,76,REC-0104
ORTHOFIX TABLET,Difficulty walking on your toes,SCIATICA,76,REC-0105
ORTHOFIX TABLET,Loss of sensation or numbness,SCIATICA,76,REC-0107
ORTHOFIX TABLET,Pain when lifting the leg,SCIATICA,76,REC-0108
ORTHOFIX TABLET,Weakness when bending the knee,SCIATICA,76,REC-0103
PREMIUM TULSI MAX,Difficulty in Planning and Carrying out tasks,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0097
PREMIUM TULSI MAX,Disturbed Concentration,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0093
PREMIUM TULSI MAX,Memory loss,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0095
PREMIUM TULSI MAX,Sleeplessness,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0094
PREMIUM TULSI MAX,Trouble in Exercising Judgment,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0096
PREMIUM TULSI MAX,Physical Retardation,GENERAL HEALTH & WELL-BEING,60,REC-0001
PREMIUM TULSI MAX,Reduced Cognitive abilities,GENERAL HEALTH & WELL-BEING,60,REC-0002
PREMIUM TULSI MAX,Weakness OR Tiredness,GENERAL HEALTH & WELL-BEING,60,REC-0003
PREMIUM TULSI MAX,"Cough, Cold and Fever",IMMUNITY,67,REC-0048
PREMIUM TULSI MAX,Delayed Growth and Development,IMMUNITY,67,REC-0054
PREMIUM TULSI MAX,Lack of Energy,IMMUNITY,67,REC-0050
PREMIUM TULSI MAX,Loss Of Appetite,IMMUNITY,67,REC-0052
PREMIUM TULSI MAX,Nausea and Diarrhoea,IMMUNITY,67,REC-0053
PREMIUM TULSI MAX,Skin Allergies,IMMUNITY,67,REC-0051
PREMIUM TULSI MAX,Slow Healing of Wound,IMMUNITY,67,REC-0049
PREMIUM TULSI MAX,Breathlessness,RESPIRATORY HEALTH,68,REC-0059
PREMIUM TULSI MAX,"Cough, Sore Throat",RESPIRATORY HEALTH,68,REC-0058
PREMIUM TULSI MAX,Fatigue,RESPIRATORY HEALTH,68,REC-0061
PREMIUM TULSI MAX,Fever,RESPIRATORY HEALTH,68,REC-0057
PREMIUM TULSI MAX,Headache,RESPIRATORY HEALTH,68,REC-0056
PREMIUM TULSI MAX,Irritability,RESPIRATORY HEALTH,68,REC-0062
PREMIUM TULSI MAX,Pneumonia,RESPIRATORY HEALTH,68,REC-0060
PREMIUM TULSI MAX,Running Nose,RESPIRATORY HEALTH,68,REC-0055
PREMIUM TULSI MAX,Sleep Disturbances,RESPIRATORY HEALTH,68,REC-0063
PREMIUM TULSI MAX,Blocked or stuffy (congested) nose causing difficulty breathing through nose,SINUSITIS,81,REC-0145
PREMIUM TULSI MAX,Drainage down the back of the throat,SINUSITIS,81,REC-0144
PREMIUM TULSI MAX,Nasal inflammation,SINUSITIS,81,REC-0142
PREMIUM TULSI MAX,Pain,SINUSITIS,81,REC-0146
PREMIUM TULSI MAX,Reduced sense of smell and taste,SINUSITIS,81,REC-0147
PREMIUM TULSI MAX,Runny nose,SINUSITIS,81,REC-0143
PREMIUM TULSI MAX,"Acne, Psoriasis",SKIN PROBLEMS,73,REC-0092
PREMIUM TULSI MAX,Aging,SKIN PROBLEMS,73,REC-0090
PREMIUM TULSI MAX,Dry Skin,SKIN PROBLEMS,73,REC-0088
PREMIUM TULSI MAX,Photo Damage (UV Rays),SKIN PROBLEMS,73,REC-0087
PREMIUM TULSI MAX,Skin Disorders,SKIN PROBLEMS,73,REC-0091
PREMIUM TULSI MAX,Slow Wound Healing,SKIN PROBLEMS,73,REC-0089
SEA BUCKTHORN JUICE,Back Pain or Joints Pain,BONE & JOINT PROBLEMS,63,REC-0021
SEA BUCKTHORN JUICE,Fatigue,BONE & JOINT PROBLEMS,63,REC-0025
SEA BUCKTHORN JUICE,Inflammation & Swelling,BONE & JOINT PROBLEMS,63,REC-0023
SEA BUCKTHORN JUICE,Joint Stiffness & Noises (Crepitations),BONE & JOINT PROBLEMS,63,REC-0022
SEA BUCKTHORN JUICE,Tenderness,BONE & JOINT PROBLEMS,63,REC-0024
SEA BUCKTHORN JUICE,Difficulty in Planning and Carrying out tasks,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0097
SEA BUCKTHORN JUICE,Disturbed Concentration,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0093
SEA BUCKTHORN JUICE,Memory loss,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0095
SEA BUCKTHORN JUICE,Sleeplessness,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0094
SEA BUCKTHORN JUICE,Trouble in Exercising Judgment,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0096
SEA BUCKTHORN JUICE,Blurred Vision,DIABETES,61,REC-0010
SEA BUCKTHORN JUICE,Extreme Hunger,DIABETES,61,REC-0008
SEA BUCKTHORN JUICE,Fatigue,DIABETES,61,REC-0009
SEA BUCKTHORN JUICE,Frequent Urination,DIABETES,61,REC-0006
SEA BUCKTHORN JUICE,Increased Thirst,DIABETES,61,REC-0005
SEA BUCKTHORN JUICE,Slow Healing Sores,DIABETES,61,REC-0011
SEA BUCKTHORN JUICE,Tingling Sensations and Numbness,DIABETES,61,REC-0012
SEA BUCKTHORN JUICE,Unexplained Weight loss,DIABETES,61,REC-0007
SEA BUCKTHORN JUICE,Abdominal Pain,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0042
SEA BUCKTHORN JUICE,Bloating,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0037
SEA BUCKTHORN JUICE,Constipation,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0043
SEA BUCKTHORN JUICE,Excessive Production of Gastric Acid,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0036
SEA BUCKTHORN JUICE,Gas,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0038
SEA BUCKTHORN JUICE,Heartburn,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0041
SEA BUCKTHORN JUICE,Loss of Appetite,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0040
SEA BUCKTHORN JUICE,Vomiting,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0039
SEA BUCKTHORN JUICE,Dementia,ELDERLY PEOPLE HEALTH,80,REC-0135
SEA BUCKTHORN JUICE,Difficult in healing physical injuries,ELDERLY PEOPLE HEALTH,80,REC-0137
SEA BUCKTHORN JUICE,Generalised Pain,ELDERLY PEOPLE HEALTH,80,REC-0141
SEA BUCKTHORN JUICE,Malnutrition,ELDERLY PEOPLE HEALTH,80,REC-0138
SEA BUCKTHORN JUICE,Mental Disorder,ELDERLY PEOPLE HEALTH,80,REC-0136
SEA BUCKTHORN JUICE,Oral Health Problems,ELDERLY PEOPLE HEALTH,80,REC-0140
SEA BUCKTHORN JUICE,Sensory Impairment,ELDERLY PEOPLE HEALTH,80,REC-0139
SEA BUCKTHORN JUICE,Allergic Conjunctivitis,EYE HEALTH,79,REC-0133
SEA BUCKTHORN JUICE,Blurred Vision,EYE HEALTH,79,REC-0132
SEA BUCKTHORN JUICE,Dry Eye,EYE HEALTH,79,REC-0127
SEA BUCKTHORN JUICE,Eye Cancer & Tumors,EYE HEALTH,79,REC-0129
SEA BUCKTHORN JUICE,Eye Floaters,EYE HEALTH,79,REC-0128
SEA BUCKTHORN JUICE,Night Blindness,EYE HEALTH,79,REC-0134
SEA BUCKTHORN JUICE,Red Eyes,EYE HEALTH,79,REC-0131
SEA BUCKTHORN JUICE,Strain in the Eyes,EYE HEALTH,79,REC-0125
SEA BUCKTHORN JUICE,Tears in the Eyes,EYE HEALTH,79,REC-0126
SEA BUCKTHORN JUICE,Tired Eyes,EYE HEALTH,79,REC-0130
SEA BUCKTHORN JUICE,Depression & Anxiety,FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0070
SEA BUCKTHORN JUICE,Hormonal Imbalance,FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0071
SEA BUCKTHORN JUICE,"Menstrual Problems (Painful periods, irregular periods, Dysfunctional uterine bleeding)",FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0069
SEA BUCKTHORN JUICE,Stress,FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0068
SEA BUCKTHORN JUICE,Chest Pain,FEMALE HEALTH (WEAKNESS),71,REC-0078
SEA BUCKTHORN JUICE,Cold Hands and Feet,FEMALE HEALTH (WEAKNESS),71,REC-0079
SEA BUCKTHORN JUICE,Dizziness or Light Headedness,FEMALE HEALTH (WEAKNESS),71,REC-0076
SEA BUCKTHORN JUICE,Fatigue,FEMALE HEALTH (WEAKNESS),71,REC-0072
SEA BUCKTHORN JUICE,Irregular Heartbeats,FEMALE HEALTH (WEAKNESS),71,REC-0074
SEA BUCKTHORN JUICE,Pale or Yellowish Skin,FEMALE HEALTH (WEAKNESS),71,REC-0073
SEA BUCKTHORN JUICE,Shortness of Breath,FEMALE HEALTH (WEAKNESS),71,REC-0075
SEA BUCKTHORN JUICE,Weakness,FEMALE HEALTH (WEAKNESS),71,REC-0077
SEA BUCKTHORN JUICE,Physical Retardation,GENERAL HEALTH & WELL-BEING,60,REC-0001
SEA BUCKTHORN JUICE,Reduced Cognitive abilities,GENERAL HEALTH & WELL-BEING,60,REC-0002
SEA BUCKTHORN JUICE,Weakness OR Tiredness,GENERAL HEALTH & WELL-BEING,60,REC-0003
SEA BUCKTHORN JUICE,Poor Hair Health,HAIR/NAIL HEALTH,83,REC-0157
SEA BUCKTHORN JUICE,Poor Nail Health,HAIR/NAIL HEALTH,83,REC-0158
SEA BUCKTHORN JUICE,Depression or anxiety,HEALTHY SLEEP,82,REC-0152
SEA BUCKTHORN JUICE,Difficulty falling asleep at night,HEALTHY SLEEP,82,REC-0148
SEA BUCKTHORN JUICE,Difficulty paying attention,HEALTHY SLEEP,82,REC-0153
SEA BUCKTHORN JUICE,Focusing on tasks or remembering,HEALTHY SLEEP,82,REC-0154
SEA BUCKTHORN JUICE,Increased errors or accidents,HEALTHY SLEEP,82,REC-0155
SEA BUCKTHORN JUICE,Ongoing worries about sleep,HEALTHY SLEEP,82,REC-0156
SEA BUCKTHORN JUICE,Sleep Daytime tiredness,HEALTHY SLEEP,82,REC-0151
SEA BUCKTHORN JUICE,Waking up during the night,HEALTHY SLEEP,82,REC-0149
SEA BUCKTHORN JUICE,Waking up too early,HEALTHY SLEEP,82,REC-0150
SEA BUCKTHORN JUICE,Abnormal Heart Rhythms,HEART DISEASES,62,REC-0013
SEA BUCKTHORN JUICE,Chest Pain,HEART DISEASES,62,REC-0015
SEA BUCKTHORN JUICE,Dizziness or Fainting,HEART DISEASES,62,REC-0019
SEA BUCKTHORN JUICE,Fatigue,HEART DISEASES,62,REC-0018
SEA BUCKTHORN JUICE,High Blood Pressure,HEART DISEASES,62,REC-0014
SEA BUCKTHORN JUICE,Palpitations,HEART DISEASES,62,REC-0020
SEA BUCKTHORN JUICE,Shortness of Breath,HEART DISEASES,62,REC-0016
SEA BUCKTHORN JUICE,Swollen Ankles,HEART DISEASES,62,REC-0017
SEA BUCKTHORN JUICE,"Cough, Cold and Fever",IMMUNITY,67,REC-0048
SEA BUCKTHORN JUICE,Delayed Growth and Development,IMMUNITY,67,REC-0054
SEA BUCKTHORN JUICE,Lack of Energy,IMMUNITY,67,REC-0050
SEA BUCKTHORN JUICE,Loss Of Appetite,IMMUNITY,67,REC-0052
SEA BUCKTHORN JUICE,Nausea and Diarrhoea,IMMUNITY,67,REC-0053
SEA BUCKTHORN JUICE,Skin Allergies,IMMUNITY,67,REC-0051
SEA BUCKTHORN JUICE,Slow Healing of Wound,IMMUNITY,67,REC-0049
SEA BUCKTHORN JUICE,Burning Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0116
SEA BUCKTHORN JUICE,Excessive drowsiness,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0111
SEA BUCKTHORN JUICE,Frequent Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0115
SEA BUCKTHORN JUICE,Pain or pressure in your chest,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0114
SEA BUCKTHORN JUICE,Persistent nausea,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0113
SEA BUCKTHORN JUICE,Reduced amount of urine,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0109
SEA BUCKTHORN JUICE,Shortness of breath,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0112
SEA BUCKTHORN JUICE,Swelling in legs ankles and feet from retention of fluids,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0110
SEA BUCKTHORN JUICE,Continuous Fatigue,LIVER DISEASES,64,REC-0032
SEA BUCKTHORN JUICE,Dark Urine,LIVER DISEASES,64,REC-0027
SEA BUCKTHORN JUICE,Decreased Appetite,LIVER DISEASES,64,REC-0031
SEA BUCKTHORN JUICE,Easy Bruising,LIVER DISEASES,64,REC-0034
SEA BUCKTHORN JUICE,Indigestion,LIVER DISEASES,64,REC-0035
SEA BUCKTHORN JUICE,Itchy Skin,LIVER DISEASES,64,REC-0033
SEA BUCKTHORN JUICE,Nausea/Vomiting,LIVER DISEASES,64,REC-0030
SEA BUCKTHORN JUICE,"Pale, Bloody, or Black Stool",LIVER DISEASES,64,REC-0028
SEA BUCKTHORN JUICE,"Swollen Ankles, Legs or Abdomen",LIVER DISEASES,64,REC-0029
SEA BUCKTHORN JUICE,Yellow Skin and Eyes,LIVER DISEASES,64,REC-0026
SEA BUCKTHORN JUICE,Erectile Dysfunction,MALE HEALTH ISSUES,69,REC-0065
SEA BUCKTHORN JUICE,Hypoactive Sexual Desire Disorder,MALE HEALTH ISSUES,69,REC-0064
SEA BUCKTHORN JUICE,Lack of libido,MALE HEALTH ISSUES,69,REC-0067
SEA BUCKTHORN JUICE,Premature Ejaculation,MALE HEALTH ISSUES,69,REC-0066
SEA BUCKTHORN JUICE,Bright Red Blood in Stools an Itchy Anus,PILES/FISSURE,66,REC-0044
SEA BUCKTHORN JUICE,Feeling Like You Still Need To Poo After going to the Toilet,PILES/FISSURE,66,REC-0045
SEA BUCKTHORN JUICE,Pain Around Your Anus,PILES/FISSURE,66,REC-0047
SEA BUCKTHORN JUICE,Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom,PILES/FISSURE,66,REC-0046
SEA BUCKTHORN JUICE,Breathlessness,RESPIRATORY HEALTH,68,REC-0059
SEA BUCKTHORN JUICE,"Cough, Sore Throat",RESPIRATORY HEALTH,68,REC-0058
SEA BUCKTHORN JUICE,Fatigue,RESPIRATORY HEALTH,68,REC-0061
SEA BUCKTHORN JUICE,Fever,RESPIRATORY HEALTH,68,REC-0057
SEA BUCKTHORN JUICE,Headache,RESPIRATORY HEALTH,68,REC-0056
SEA BUCKTHORN JUICE,Irritability,RESPIRATORY HEALTH,68,REC-0062
SEA BUCKTHORN JUICE,Pneumonia,RESPIRATORY HEALTH,68,REC-0060
SEA BUCKTHORN JUICE,Running Nose,RESPIRATORY HEALTH,68,REC-0055
SEA BUCKTHORN JUICE,Sleep Disturbances,RESPIRATORY HEALTH,68,REC-0063
SEA BUCKTHORN JUICE,Abnormal or weak reflexes,SCIATICA,76,REC-0106
SEA BUCKTHORN JUICE,Difficulty bending the foot,SCIATICA,76,REC-0104
SEA BUCKTHORN JUICE,Difficulty walking on your toes,SCIATICA,76,REC-0105
SEA BUCKTHORN JUICE,Loss of sensation or numbness,SCIATICA,76,REC-0107
SEA BUCKTHORN JUICE,Pain when lifting the leg,SCIATICA,76,REC-0108
SEA BUCKTHORN JUICE,Weakness when bending the knee,SCIATICA,76,REC-0103
SEA BUCKTHORN JUICE,Blocked or stuffy (congested) nose causing difficulty breathing through nose,SINUSITIS,81,REC-0145
SEA BUCKTHORN JUICE,Drainage down the back of the throat,SINUSITIS,81,REC-0144
SEA BUCKTHORN JUICE,Nasal inflammation,SINUSITIS,81,REC-0142
SEA BUCKTHORN JUICE,Pain,SINUSITIS,81,REC-0146
SEA BUCKTHORN JUICE,Reduced sense of smell and taste,SINUSITIS,81,REC-0147
SEA BUCKTHORN JUICE,Runny nose,SINUSITIS,81,REC-0143
SEA BUCKTHORN JUICE,"Acne, Psoriasis",SKIN PROBLEMS,73,REC-0092
SEA BUCKTHORN JUICE,Aging,SKIN PROBLEMS,73,REC-0090
SEA BUCKTHORN JUICE,Dry Skin,SKIN PROBLEMS,73,REC-0088
SEA BUCKTHORN JUICE,Photo Damage (UV Rays),SKIN PROBLEMS,73,REC-0087
SEA BUCKTHORN JUICE,Skin Disorders,SKIN PROBLEMS,73,REC-0091
SEA BUCKTHORN JUICE,Slow Wound Healing,SKIN PROBLEMS,73,REC-0089
SEA BUCKTHORN JUICE,Anxiety,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0117
SEA BUCKTHORN JUICE,Difficulty concentrating,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0118
SEA BUCKTHORN JUICE,Disturbed bowel movements,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0120
SEA BUCKTHORN JUICE,Fatigue,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0119
SEA BUCKTHORN JUICE,Hair loss,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0122
SEA BUCKTHORN JUICE,Hand tremor,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0123
SEA BUCKTHORN JUICE,Heat intolerance,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0124
SEA BUCKTHORN JUICE,Weight Gain,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0121
SEA BUCKTHORN JUICE,An achy or heavy feeling in the legs,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0098
SEA BUCKTHORN JUICE,"Burning, throbbing, muscle cramping and swelling in the lower legs","VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0099
SEA BUCKTHORN JUICE,Change Skin Color around a varicose vein,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0102
SEA BUCKTHORN JUICE,Itching around one or more of the veins,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0101
SEA BUCKTHORN JUICE,Worsened pain after sitting or standing for a long time,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0100
SEA BUCKTHORN JUICE,Changes in Vision,WEIGHT MANAGEMENT,72,REC-0085
SEA BUCKTHORN JUICE,Difficulty in Breathing,WEIGHT MANAGEMENT,72,REC-0082
SEA BUCKTHORN JUICE,Heart Palpitations,WEIGHT MANAGEMENT,72,REC-0083
SEA BUCKTHORN JUICE,Rapid Weight Gain,WEIGHT MANAGEMENT,72,REC-0086
SEA BUCKTHORN JUICE,Shortness of Breath,WEIGHT MANAGEMENT,72,REC-0081
SEA BUCKTHORN JUICE,Skin Sensitivity,WEIGHT MANAGEMENT,72,REC-0080
SEA BUCKTHORN JUICE,Sweating,WEIGHT MANAGEMENT,72,REC-0084
SUPER FOOD CAPSULE,Back Pain or Joints Pain,BONE & JOINT PROBLEMS,63,REC-0021
SUPER FOOD CAPSULE,Fatigue,BONE & JOINT PROBLEMS,63,REC-0025
SUPER FOOD CAPSULE,Inflammation & Swelling,BONE & JOINT PROBLEMS,63,REC-0023
SUPER FOOD CAPSULE,Joint Stiffness & Noises (Crepitations),BONE & JOINT PROBLEMS,63,REC-0022
SUPER FOOD CAPSULE,Tenderness,BONE & JOINT PROBLEMS,63,REC-0024
SUPER FOOD CAPSULE,Difficulty in Planning and Carrying out tasks,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0097
SUPER FOOD CAPSULE,Disturbed Concentration,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0093
SUPER FOOD CAPSULE,Memory loss,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0095
SUPER FOOD CAPSULE,Sleeplessness,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0094
SUPER FOOD CAPSULE,Trouble in Exercising Judgment,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0096
SUPER FOOD CAPSULE,Blurred Vision,DIABETES,61,REC-0010
SUPER FOOD CAPSULE,Extreme Hunger,DIABETES,61,REC-0008
SUPER FOOD CAPSULE,Fatigue,DIABETES,61,REC-0009
SUPER FOOD CAPSULE,Frequent Urination,DIABETES,61,REC-0006
SUPER FOOD CAPSULE,Increased Thirst,DIABETES,61,REC-0005
SUPER FOOD CAPSULE,Slow Healing Sores,DIABETES,61,REC-0011
SUPER FOOD CAPSULE,Tingling Sensations and Numbness,DIABETES,61,REC-0012
SUPER FOOD CAPSULE,Unexplained Weight loss,DIABETES,61,REC-0007
SUPER FOOD CAPSULE,Dementia,ELDERLY PEOPLE HEALTH,80,REC-0135
SUPER FOOD CAPSULE,Difficult in healing physical injuries,ELDERLY PEOPLE HEALTH,80,REC-0137
SUPER FOOD CAPSULE,Generalised Pain,ELDERLY PEOPLE HEALTH,80,REC-0141
SUPER FOOD CAPSULE,Malnutrition,ELDERLY PEOPLE HEALTH,80,REC-0138
SUPER FOOD CAPSULE,Mental Disorder,ELDERLY PEOPLE HEALTH,80,REC-0136
SUPER FOOD CAPSULE,Oral Health Problems,ELDERLY PEOPLE HEALTH,80,REC-0140
SUPER FOOD CAPSULE,Sensory Impairment,ELDERLY PEOPLE HEALTH,80,REC-0139
SUPER FOOD CAPSULE,Allergic Conjunctivitis,EYE HEALTH,79,REC-0133
SUPER FOOD CAPSULE,Blurred Vision,EYE HEALTH,79,REC-0132
SUPER FOOD CAPSULE,Dry Eye,EYE HEALTH,79,REC-0127
SUPER FOOD CAPSULE,Eye Cancer & Tumors,EYE HEALTH,79,REC-0129
SUPER FOOD CAPSULE,Eye Floaters,EYE HEALTH,79,REC-0128
SUPER FOOD CAPSULE,Night Blindness,EYE HEALTH,79,REC-0134
SUPER FOOD CAPSULE,Red Eyes,EYE HEALTH,79,REC-0131
SUPER FOOD CAPSULE,Strain in the Eyes,EYE HEALTH,79,REC-0125
SUPER FOOD CAPSULE,Tears in the Eyes,EYE HEALTH,79,REC-0126
SUPER FOOD CAPSULE,Tired Eyes,EYE HEALTH,79,REC-0130
SUPER FOOD CAPSULE,Depression & Anxiety,FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0070
SUPER FOOD CAPSULE,Hormonal Imbalance,FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0071
SUPER FOOD CAPSULE,"Menstrual Problems (Painful periods, irregular periods, Dysfunctional uterine bleeding)",FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0069
SUPER FOOD CAPSULE,Stress,FEMALE HEALTH (HORMONAL IMBALANCE),70,REC-0068
SUPER FOOD CAPSULE,Physical Retardation,GENERAL HEALTH & WELL-BEING,60,REC-0001
