intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket,approved_by,governance_reviewed,entities,required_tool,answer_source
1250,"I have Pain or pressure in your chest, what should I take?","Dayjoy suggests KIDNEY KAWACH for Pain or pressure in your chest. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have pain or pressure your chest,have pain or pressure your chest,,customer_safe_intent_approved,Dayjoy approved,True,symptom=have pain or pressure your chest,rag_retrieval,rag_chunk
1251,Do you have Eye Elixir Drops (10ml)?,"Yes, Eye Elixir Drops (10ml) is available. Code: DJP1086",transactional,availability,Eye Elixir Drops (10ml),DJP1086,DJ-HEA-0087,high,Products Master,,do you have eye elixir drops 10ml,do you have eye elixir drops 10ml,Eye Elixir Drops (10ml),customer_safe_intent,,False,product_name=Eye Elixir Drops (10ml); product_code=DJP1086; sku=DJ-HEA-0087; recommended_product=Eye Elixir Drops (10ml),product_database,canonical_product
1254,What is Adila Forte (60 Tab)?,Adila Forte (60 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,Adila Forte (60 Tab),DJP1069,DJ-HEA-0070,high,Products Master,,adila forte 60 tab,adila forte 60 tab,Adila Forte (60 Tab),customer_safe_intent,,False,product_name=Adila Forte (60 Tab); product_code=DJP1069; sku=DJ-HEA-0070; recommended_product=Adila Forte (60 Tab),product_database,canonical_product
1257,Tell me about Nonima (500ml),This is a premium product under Curind.,informational,product_discovery,Nonima (500ml),DJP1095,DJ-HEA-0096,high,Products Master,,tell about nonima 500ml,tell about nonima 500ml,Nonima (500ml),customer_safe_intent,,False,product_name=Nonima (500ml); product_code=DJP1095; sku=DJ-HEA-0096; recommended_product=Nonima (500ml),product_database,canonical_product
1258,How much BV for PREMIUM PACKAGE?,The Business Volume (BV) is 5000.0.,pricing,bv,PREMIUM PACKAGE,DJP1165,DJ-COM-0166,high,Price List,,how much bv premium package,how much bv premium package,PREMIUM PACKAGE,internal_distributor_intent,,False,product_name=PREMIUM PACKAGE; product_code=DJP1165; sku=DJ-COM-0166; recommended_product=PREMIUM PACKAGE,pricing_database,canonical_pricing
1259,Which product is good for Persistent nausea?,"Based on Dayjoy recommendations, you may consider KIDNEY KAWACH. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,persistent nausea,persistent nausea,,customer_safe_intent_approved,Dayjoy approved,True,symptom=persistent nausea,rag_retrieval,rag_chunk
1262,What is Haldi Chandan Facewash (60ml)?,Haldi Chandan Facewash (60ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Haldi Chandan Facewash (60ml),DJP1056,DJ-PER-0057,high,Products Master,,haldi chandan facewash 60ml,haldi chandan facewash 60ml,Haldi Chandan Facewash (60ml),customer_safe_intent,,False,product_name=Haldi Chandan Facewash (60ml); product_code=DJP1056; sku=DJ-PER-0057; recommended_product=Haldi Chandan Facewash (60ml),product_database,canonical_product
1263,Do you have Orthofix Oil (100ml)?,"Yes, Orthofix Oil (100ml) is available. Code: DJP1099",transactional,availability,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Products Master,,do you have orthofix oil 100ml,do you have orthofix oil 100ml,Orthofix Oil (100ml),customer_safe_intent,,False,product_name=Orthofix Oil (100ml); product_code=DJP1099; sku=DJ-HEA-0100; recommended_product=Orthofix Oil (100ml),product_database,canonical_product
1264,"I have Pain, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Pain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have pain,have pain,,customer_safe_intent,,False,symptom=have pain,rag_retrieval,rag_chunk
1265,What is Rai (250g)?,Rai (250g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Rai (250g),DJP1019,DJ-FOO-0020,high,Products Master,,rai 250g,rai 250g,Rai (250g),customer_safe_intent,,False,product_name=Rai (250g); product_code=DJP1019; sku=DJ-FOO-0020; recommended_product=Rai (250g),product_database,canonical_product
1267,"I have Heartburn, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Heartburn. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have heartburn,have heartburn,,customer_safe_intent,,False,symptom=have heartburn,rag_retrieval,rag_chunk
1268,What is Ashvagandha Extract (60 Veg Capsules)?,Ashvagandha Extract (60 Veg Capsules) is a HEALTH CARE product by Dayjoy.,informational,product_info,Ashvagandha Extract (60 Veg Capsules),DJP1075,DJ-HEA-0076,high,Products Master,,ashvagandha extract 60 veg capsules,ashvagandha extract 60 veg capsules,Ashvagandha Extract (60 Veg Capsules),customer_safe_intent,,False,product_name=Ashvagandha Extract (60 Veg Capsules); product_code=DJP1075; sku=DJ-HEA-0076; recommended_product=Ashvagandha Extract (60 Veg Capsules),product_database,canonical_product
1270,Tell me about Anti Pollution Face Wash (150ml),This is a premium product under Wild Muse.,informational,product_discovery,Anti Pollution Face Wash (150ml),DJP1026,DJ-PER-0027,high,Products Master,,tell about anti pollution face wash 150ml,tell about anti pollution face wash 150ml,Anti Pollution Face Wash (150ml),customer_safe_intent,,False,product_name=Anti Pollution Face Wash (150ml); product_code=DJP1026; sku=DJ-PER-0027; recommended_product=Anti Pollution Face Wash (150ml),product_database,canonical_product
1273,How much is in one pack of Vital Protein Powder (300gm)?,The pack size is 300gm.,informational,pack_size,Vital Protein Powder (300gm),DJP1107,DJ-HEA-0108,high,Products Master,,how much one pack vital protein powder 300gm,how much one pack vital protein powder 300gm,Vital Protein Powder (300gm),internal_distributor_intent,,False,product_name=Vital Protein Powder (300gm); product_code=DJP1107; sku=DJ-HEA-0108; recommended_product=Vital Protein Powder (300gm),product_database,canonical_product
1277,Is Deep Cleansing Facewash (60ml) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Deep Cleansing Facewash (60ml),DJP1053,DJ-PER-0054,high,Products Master,,deep cleansing facewash 60ml food,deep cleansing facewash 60ml food,Deep Cleansing Facewash (60ml),customer_safe_intent,,False,product_name=Deep Cleansing Facewash (60ml); product_code=DJP1053; sku=DJ-PER-0054; recommended_product=Deep Cleansing Facewash (60ml),product_database,canonical_product
1279,"I have Itchy Skin, what should I take?","Dayjoy suggests ADILIV TABLETS for Itchy Skin. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have itchy skin,have itchy skin,,customer_safe_intent,,False,symptom=have itchy skin,rag_retrieval,rag_chunk
1287,Are Adiliv (60 Tab) and Seabuckthron Cleanser (30g) the same?,"No, Adiliv (60 Tab) is in HEALTH CARE while Seabuckthron Cleanser (30g) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,,adiliv 60 tab and seabuckthron cleanser 30g same,adiliv 60 tab and seabuckthron cleanser 30g same,,customer_safe_intent,,False,,product_database,canonical_product
1290,What is N-astheal (60 Tab)?,N-astheal (60 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Products Master,,n astheal 60 tab,n astheal 60 tab,N-astheal (60 Tab),customer_safe_intent,,False,product_name=N-astheal (60 Tab); product_code=DJP1097; sku=DJ-HEA-0098; recommended_product=N-astheal (60 Tab),product_database,canonical_product
1291,DP of DJP1163,The Distributor Price (DP) is ₹250.0.,pricing,dp,Dayjoy Business Planner Book (English),DJP1163,DJ-PRO-0164,high,Price List,,dp djp1163,dp djp1163,Dayjoy Business Planner Book (English),internal_distributor_intent,,False,product_name=Dayjoy Business Planner Book (English); product_code=DJP1163; sku=DJ-PRO-0164; recommended_product=Dayjoy Business Planner Book (English),pricing_database,canonical_pricing
1292,How much BV for GoPiles (60 Tab)?,The Business Volume (BV) is 375.0.,pricing,bv,GoPiles (60 Tab),DJP1083,DJ-HEA-0084,high,Price List,,how much bv gopiles 60 tab,how much bv gopiles 60 tab,GoPiles (60 Tab),internal_distributor_intent,,False,product_name=GoPiles (60 Tab); product_code=DJP1083; sku=DJ-HEA-0084; recommended_product=GoPiles (60 Tab),pricing_database,canonical_pricing
1296,Do you have Dayjoy Car Sticker?,"Yes, Dayjoy Car Sticker is available. Code: DJP1151",transactional,availability,Dayjoy Car Sticker,DJP1151,DJ-PRO-0152,high,Products Master,,do you have dayjoy car sticker,do you have dayjoy car sticker,Dayjoy Car Sticker,customer_safe_intent,,False,product_name=Dayjoy Car Sticker; product_code=DJP1151; sku=DJ-PRO-0152; recommended_product=Dayjoy Car Sticker,product_database,canonical_product
1299,What is the MRP of Liquid Detergent (1Ltr.)?,The MRP is ₹449.0.,pricing,mrp,Liquid Detergent (1Ltr.),DJP1117,DJ-HOM-0118,high,Price List,,mrp liquid detergent 1ltr,mrp liquid detergent 1ltr,Liquid Detergent (1Ltr.),customer_safe_intent,,False,product_name=Liquid Detergent (1Ltr.); product_code=DJP1117; sku=DJ-HOM-0118; recommended_product=Liquid Detergent (1Ltr.),pricing_database,canonical_pricing
1303,How much is in one pack of Nano Tech-46 (500ml)?,The pack size is 500ml.,informational,pack_size,Nano Tech-46 (500ml),DJP1125,DJ-AGR-0126,high,Products Master,,how much one pack nano tech 46 500ml,how much one pack nano tech 46 500ml,Nano Tech-46 (500ml),internal_distributor_intent,,False,product_name=Nano Tech-46 (500ml); product_code=DJP1125; sku=DJ-AGR-0126; recommended_product=Nano Tech-46 (500ml),product_database,canonical_product
1304,What is the MRP of All in 1 Surface Cleaner (500ml)?,The MRP is ₹179.0.,pricing,mrp,All in 1 Surface Cleaner (500ml),DJP1118,DJ-HOM-0119,high,Price List,,mrp all 1 surface cleaner 500ml,mrp all 1 surface cleaner 500ml,All in 1 Surface Cleaner (500ml),customer_safe_intent,,False,product_name=All in 1 Surface Cleaner (500ml); product_code=DJP1118; sku=DJ-HOM-0119; recommended_product=All in 1 Surface Cleaner (500ml),pricing_database,canonical_pricing
1308,Tell me about Regain Aloevera Shampoo (300ml),This is a premium product under Wild Muse.,informational,product_discovery,Regain Aloevera Shampoo (300ml),DJP1041,DJ-PER-0042,high,Products Master,,tell about regain aloevera shampoo 300ml,tell about regain aloevera shampoo 300ml,Regain Aloevera Shampoo (300ml),customer_safe_intent,,False,product_name=Regain Aloevera Shampoo (300ml); product_code=DJP1041; sku=DJ-PER-0042; recommended_product=Regain Aloevera Shampoo (300ml),product_database,canonical_product
1314,How much BV for Adiliv (60 Tab)?,The Business Volume (BV) is 375.0.,pricing,bv,Adiliv (60 Tab),DJP1072,DJ-HEA-0073,high,Price List,,how much bv adiliv 60 tab,how much bv adiliv 60 tab,Adiliv (60 Tab),internal_distributor_intent,,False,product_name=Adiliv (60 Tab); product_code=DJP1072; sku=DJ-HEA-0073; recommended_product=Adiliv (60 Tab),pricing_database,canonical_pricing
1316,Which product is good for Reduced Cognitive abilities?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,reduced cognitive abilities,reduced cognitive abilities,,customer_safe_intent,,False,symptom=reduced cognitive abilities,rag_retrieval,rag_chunk
1317,DP of DJP1050,The Distributor Price (DP) is ₹145.0.,pricing,dp,Seabuckthron Face Pack (30g),DJP1050,DJ-PER-0051,high,Price List,,dp djp1050,dp djp1050,Seabuckthron Face Pack (30g),internal_distributor_intent,,False,product_name=Seabuckthron Face Pack (30g); product_code=DJP1050; sku=DJ-PER-0051; recommended_product=Seabuckthron Face Pack (30g),pricing_database,canonical_pricing
1319,Are English One-Page Compensation Plan (Set of 50 Leaflets) and HB+ (200ml) the same?,"No, English One-Page Compensation Plan (Set of 50 Leaflets) is in PROMOTION TOOLS while HB+ (200ml) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,english one page compensation plan set 50 leaflets and hb 200ml same,english one page compensation plan set 50 leaflets and hb 200ml same,,customer_safe_intent,,False,,product_database,canonical_product
1322,"I have Increased errors or accidents, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Increased errors or accidents. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have increased errors or accidents,have increased errors or accidents,,customer_safe_intent,,False,symptom=have increased errors or accidents,rag_retrieval,rag_chunk
1329,Do you have Dishwash Liquid Gel (500ml)?,"Yes, Dishwash Liquid Gel (500ml) is available. Code: DJP1115",transactional,availability,Dishwash Liquid Gel (500ml),DJP1115,DJ-HOM-0116,high,Products Master,,do you have dishwash liquid gel 500ml,do you have dishwash liquid gel 500ml,Dishwash Liquid Gel (500ml),customer_safe_intent,,False,product_name=Dishwash Liquid Gel (500ml); product_code=DJP1115; sku=DJ-HOM-0116; recommended_product=Dishwash Liquid Gel (500ml),product_database,canonical_product
1330,What is Hi-Energy (60 Tab)?,Hi-Energy (60 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,Hi-Energy (60 Tab),DJP1090,DJ-HEA-0091,high,Products Master,,hi energy 60 tab,hi energy 60 tab,Hi-Energy (60 Tab),customer_safe_intent,,False,product_name=Hi-Energy (60 Tab); product_code=DJP1090; sku=DJ-HEA-0091; recommended_product=Hi-Energy (60 Tab),product_database,canonical_product
1332,DP of DJP1124,The Distributor Price (DP) is ₹949.0.,pricing,dp,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Price List,,dp djp1124,dp djp1124,Nano Tech-19 (500ml),internal_distributor_intent,,False,product_name=Nano Tech-19 (500ml); product_code=DJP1124; sku=DJ-AGR-0125; recommended_product=Nano Tech-19 (500ml),pricing_database,canonical_pricing
1335,How much is in one pack of Hindi One-Page Compensation Plan (Set of 25 Leaflets)?,The pack size is Set of 25 Leaflets.,informational,pack_size,Hindi One-Page Compensation Plan (Set of 25 Leaflets),DJP1158,DJ-PRO-0159,high,Products Master,,how much one pack hindi one page compensation plan set 25 leaflets,how much one pack hindi one page compensation plan set 25 leaflets,Hindi One-Page Compensation Plan (Set of 25 Leaflets),internal_distributor_intent,,False,product_name=Hindi One-Page Compensation Plan (Set of 25 Leaflets); product_code=DJP1158; sku=DJ-PRO-0159; recommended_product=Hindi One-Page Compensation Plan (Set of 25 Leaflets),product_database,canonical_product
1338,Are Adicardial (120 Tab) and Milk & Keratin Extracts Shampoo (100ml) the same?,"No, Adicardial (120 Tab) is in HEALTH CARE while Milk & Keratin Extracts Shampoo (100ml) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,,adicardial 120 tab and milk keratin extracts shampoo 100ml same,adicardial 120 tab and milk keratin extracts shampoo 100ml same,,customer_safe_intent,,False,,product_database,canonical_product
1339,DP of DJP1087,The Distributor Price (DP) is ₹1099.0.,pricing,dp,Eye Health++ (60 Capsules),DJP1087,DJ-HEA-0088,high,Price List,,dp djp1087,dp djp1087,Eye Health++ (60 Capsules),internal_distributor_intent,,False,product_name=Eye Health++ (60 Capsules); product_code=DJP1087; sku=DJ-HEA-0088; recommended_product=Eye Health++ (60 Capsules),pricing_database,canonical_pricing
1342,Is Orthofix Oil (100ml) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Products Master,,orthofix oil 100ml food,orthofix oil 100ml food,Orthofix Oil (100ml),customer_safe_intent,,False,product_name=Orthofix Oil (100ml); product_code=DJP1099; sku=DJ-HEA-0100; recommended_product=Orthofix Oil (100ml),product_database,canonical_product
1343,How much is in one pack of Seabuckthron Face Pack (30g)?,The pack size is 30g.,informational,pack_size,Seabuckthron Face Pack (30g),DJP1050,DJ-PER-0051,high,Products Master,,how much one pack seabuckthron face pack 30g,how much one pack seabuckthron face pack 30g,Seabuckthron Face Pack (30g),internal_distributor_intent,,False,product_name=Seabuckthron Face Pack (30g); product_code=DJP1050; sku=DJ-PER-0051; recommended_product=Seabuckthron Face Pack (30g),product_database,canonical_product
1345,How much is in one pack of Product Leaflets (Set of 48 Leaflets)?,The pack size is Set of 48 Leaflets.,informational,pack_size,Product Leaflets (Set of 48 Leaflets),DJP1157,DJ-PRO-0158,high,Products Master,,how much one pack leaflets set 48 leaflets,how much one pack leaflets set 48 leaflets,Product Leaflets (Set of 48 Leaflets),internal_distributor_intent,,False,product_name=Product Leaflets (Set of 48 Leaflets); product_code=DJP1157; sku=DJ-PRO-0158; recommended_product=Product Leaflets (Set of 48 Leaflets),product_database,canonical_product
1350,"I have Weight Gain, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Weight Gain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have weight gain,have weight gain,,customer_safe_intent,,False,symptom=have weight gain,rag_retrieval,rag_chunk
1356,Tell me about Hydra Max Moisturizer (50gm),This is a premium product under Amara Beauty.,informational,product_discovery,Hydra Max Moisturizer (50gm),DJP1060,DJ-SKI-0061,high,Products Master,,tell about hydra max moisturizer 50gm,tell about hydra max moisturizer 50gm,Hydra Max Moisturizer (50gm),customer_safe_intent,,False,product_name=Hydra Max Moisturizer (50gm); product_code=DJP1060; sku=DJ-SKI-0061; recommended_product=Hydra Max Moisturizer (50gm),product_database,canonical_product
1358,Is Seabuckthron Juice (1 Ltr.) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Seabuckthron Juice (1 Ltr.),DJP1103,DJ-HEA-0104,high,Products Master,,seabuckthron juice 1 ltr food,seabuckthron juice 1 ltr food,Seabuckthron Juice (1 Ltr.),customer_safe_intent,,False,product_name=Seabuckthron Juice (1 Ltr.); product_code=DJP1103; sku=DJ-HEA-0104; recommended_product=Seabuckthron Juice (1 Ltr.),product_database,canonical_product
1359,Is Upma with Bhujia a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Upma with Bhujia,DJP1025,DJ-FOO-0026,high,Products Master,,upma bhujia food,upma bhujia food,Upma with Bhujia,customer_safe_intent,,False,product_name=Upma with Bhujia; product_code=DJP1025; sku=DJ-FOO-0026; recommended_product=Upma with Bhujia,product_database,canonical_product
1360,How much BV for Perfect-Ion Leaflets (Set of 25)?,The Business Volume (BV) is 0.0.,pricing,bv,Perfect-Ion Leaflets (Set of 25),DJP1142,DJ-AQU-0143,high,Price List,,how much bv perfect ion leaflets set 25,how much bv perfect ion leaflets set 25,Perfect-Ion Leaflets (Set of 25),internal_distributor_intent,,False,product_name=Perfect-Ion Leaflets (Set of 25); product_code=DJP1142; sku=DJ-AQU-0143; recommended_product=Perfect-Ion Leaflets (Set of 25),pricing_database,canonical_pricing
1363,DP of DJP1012,The Distributor Price (DP) is ₹60.0.,pricing,dp,Himalayan Pink Salt Sprinkler (200g),DJP1012,DJ-FOO-0013,high,Price List,,dp djp1012,dp djp1012,Himalayan Pink Salt Sprinkler (200g),internal_distributor_intent,,False,product_name=Himalayan Pink Salt Sprinkler (200g); product_code=DJP1012; sku=DJ-FOO-0013; recommended_product=Himalayan Pink Salt Sprinkler (200g),pricing_database,canonical_pricing
1369,Is Face Serum (30ml) a food product?,It is categorized under SKIN CARE.,informational,product_category,Face Serum (30ml),DJP1057,DJ-SKI-0058,high,Products Master,,face serum 30ml food,face serum 30ml food,Face Serum (30ml),customer_safe_intent,,False,product_name=Face Serum (30ml); product_code=DJP1057; sku=DJ-SKI-0058; recommended_product=Face Serum (30ml),product_database,canonical_product
1370,How much BV for Ashvagandha Extract (60 Veg Capsules)?,The Business Volume (BV) is 110.0.,pricing,bv,Ashvagandha Extract (60 Veg Capsules),DJP1075,DJ-HEA-0076,high,Price List,,how much bv ashvagandha extract 60 veg capsules,how much bv ashvagandha extract 60 veg capsules,Ashvagandha Extract (60 Veg Capsules),internal_distributor_intent,,False,product_name=Ashvagandha Extract (60 Veg Capsules); product_code=DJP1075; sku=DJ-HEA-0076; recommended_product=Ashvagandha Extract (60 Veg Capsules),pricing_database,canonical_pricing
1372,Tell me about Seabuckthron Face Pack (30g),This is a premium product under Wild Muse.,informational,product_discovery,Seabuckthron Face Pack (30g),DJP1050,DJ-PER-0051,high,Products Master,,tell about seabuckthron face pack 30g,tell about seabuckthron face pack 30g,Seabuckthron Face Pack (30g),customer_safe_intent,,False,product_name=Seabuckthron Face Pack (30g); product_code=DJP1050; sku=DJ-PER-0051; recommended_product=Seabuckthron Face Pack (30g),product_database,canonical_product
1375,Are Chicken Masala (100g) and Adicardial Syrup (500ml) the same?,"No, Chicken Masala (100g) is in FOOD PRODUCTS while Adicardial Syrup (500ml) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,chicken masala 100g and adicardial syrup 500ml same,chicken masala 100g and adicardial syrup 500ml same,,customer_safe_intent,,False,,product_database,canonical_product
1377,How much BV for N-astheal (120 Tab)?,The Business Volume (BV) is 865.0.,pricing,bv,N-astheal (120 Tab),DJP1096,DJ-HEA-0097,high,Price List,,how much bv n astheal 120 tab,how much bv n astheal 120 tab,N-astheal (120 Tab),internal_distributor_intent,,False,product_name=N-astheal (120 Tab); product_code=DJP1096; sku=DJ-HEA-0097; recommended_product=N-astheal (120 Tab),pricing_database,canonical_pricing
1378,DP of DJP1088,The Distributor Price (DP) is ₹375.0.,pricing,dp,HB+ (200ml),DJP1088,DJ-HEA-0089,high,Price List,,dp djp1088,dp djp1088,HB+ (200ml),internal_distributor_intent,,False,product_name=HB+ (200ml); product_code=DJP1088; sku=DJ-HEA-0089; recommended_product=HB+ (200ml),pricing_database,canonical_pricing
1379,What is Haldi Powder (200g)?,Haldi Powder (200g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Haldi Powder (200g),DJP1010,DJ-FOO-0011,high,Products Master,,haldi powder 200g,haldi powder 200g,Haldi Powder (200g),customer_safe_intent,,False,product_name=Haldi Powder (200g); product_code=DJP1010; sku=DJ-FOO-0011; recommended_product=Haldi Powder (200g),product_database,canonical_product
1381,Is Seabuckthron Cleanser (30g) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Seabuckthron Cleanser (30g),DJP1046,DJ-PER-0047,high,Products Master,,seabuckthron cleanser 30g food,seabuckthron cleanser 30g food,Seabuckthron Cleanser (30g),customer_safe_intent,,False,product_name=Seabuckthron Cleanser (30g); product_code=DJP1046; sku=DJ-PER-0047; recommended_product=Seabuckthron Cleanser (30g),product_database,canonical_product
1383,Tell me about Black Salt Sprinkler (200g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Black Salt Sprinkler (200g),DJP1000,DJ-FOO-0001,high,Products Master,,tell about black salt sprinkler 200g,tell about black salt sprinkler 200g,Black Salt Sprinkler (200g),customer_safe_intent,,False,product_name=Black Salt Sprinkler (200g); product_code=DJP1000; sku=DJ-FOO-0001; recommended_product=Black Salt Sprinkler (200g),product_database,canonical_product
1389,What is Premium Suit Length (Black)?,Premium Suit Length (Black) is a CLOTHING product by Dayjoy.,informational,product_info,Premium Suit Length (Black),DJP1119,DJ-CLO-0120,high,Products Master,,premium suit length black,premium suit length black,Premium Suit Length (Black),customer_safe_intent,,False,product_name=Premium Suit Length (Black); product_code=DJP1119; sku=DJ-CLO-0120; recommended_product=Premium Suit Length (Black),product_database,canonical_product
1391,What is the MRP of Nano Tech-46 (500ml)?,The MRP is ₹1499.0.,pricing,mrp,Nano Tech-46 (500ml),DJP1125,DJ-AGR-0126,high,Price List,,mrp nano tech 46 500ml,mrp nano tech 46 500ml,Nano Tech-46 (500ml),customer_safe_intent,,False,product_name=Nano Tech-46 (500ml); product_code=DJP1125; sku=DJ-AGR-0126; recommended_product=Nano Tech-46 (500ml),pricing_database,canonical_pricing
1394,"Which is better, WildMuse Premium Loofah or Milk & Keratin Extracts Shampoo (100ml)?",Both are excellent PERSONAL CARE products. Choose based on your specific health or personal care needs. Consult the Dayjoy product guide.,comparison,alternative,,,,medium,General Guidance,,better wildmuse premium loofah or milk keratin extracts shampoo 100ml,better wildmuse premium loofah or milk keratin extracts shampoo 100ml,,customer_safe_intent,,False,,product_database,canonical_product
1398,Is Adila Forte (30 Tab) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Adila Forte (30 Tab),DJP1068,DJ-HEA-0069,high,Products Master,,adila forte 30 tab food,adila forte 30 tab food,Adila Forte (30 Tab),customer_safe_intent,,False,product_name=Adila Forte (30 Tab); product_code=DJP1068; sku=DJ-HEA-0069; recommended_product=Adila Forte (30 Tab),product_database,canonical_product
1402,What is Seabuckthron Massage Gel (30g)?,Seabuckthron Massage Gel (30g) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Seabuckthron Massage Gel (30g),DJP1048,DJ-PER-0049,high,Products Master,,seabuckthron massage gel 30g,seabuckthron massage gel 30g,Seabuckthron Massage Gel (30g),customer_safe_intent,,False,product_name=Seabuckthron Massage Gel (30g); product_code=DJP1048; sku=DJ-PER-0049; recommended_product=Seabuckthron Massage Gel (30g),product_database,canonical_product
1403,Do you have Organic Jeera (250g)?,"Yes, Organic Jeera (250g) is available. Code: DJP1014",transactional,availability,Organic Jeera (250g),DJP1014,DJ-FOO-0015,high,Products Master,,do you have organic jeera 250g,do you have organic jeera 250g,Organic Jeera (250g),customer_safe_intent,,False,product_name=Organic Jeera (250g); product_code=DJP1014; sku=DJ-FOO-0015; recommended_product=Organic Jeera (250g),product_database,canonical_product
1405,What is the MRP of Apple Cider Vinegar (3X20 Tablets)?,The MRP is ₹1425.0.,pricing,mrp,Apple Cider Vinegar (3X20 Tablets),DJP1113,DJ-HEA-0114,high,Price List,,mrp apple cider vinegar 3x20 tablets,mrp apple cider vinegar 3x20 tablets,Apple Cider Vinegar (3X20 Tablets),customer_safe_intent,,False,product_name=Apple Cider Vinegar (3X20 Tablets); product_code=DJP1113; sku=DJ-HEA-0114; recommended_product=Apple Cider Vinegar (3X20 Tablets),pricing_database,canonical_pricing
1407,What is the MRP of Amla Reetha Sikakai Shampoo (100ml)?,The MRP is ₹130.0.,pricing,mrp,Amla Reetha Sikakai Shampoo (100ml),DJP1055,DJ-PER-0056,high,Price List,,mrp amla reetha sikakai shampoo 100ml,mrp amla reetha sikakai shampoo 100ml,Amla Reetha Sikakai Shampoo (100ml),customer_safe_intent,,False,product_name=Amla Reetha Sikakai Shampoo (100ml); product_code=DJP1055; sku=DJ-PER-0056; recommended_product=Amla Reetha Sikakai Shampoo (100ml),pricing_database,canonical_pricing
1408,What is Nano Tech-52 (500ml)?,Nano Tech-52 (500ml) is a AGRICULTURE & VETERINARY product by Dayjoy.,informational,product_info,Nano Tech-52 (500ml),DJP1127,DJ-AGR-0128,high,Products Master,,nano tech 52 500ml,nano tech 52 500ml,Nano Tech-52 (500ml),customer_safe_intent,,False,product_name=Nano Tech-52 (500ml); product_code=DJP1127; sku=DJ-AGR-0128; recommended_product=Nano Tech-52 (500ml),product_database,canonical_product
1409,How much BV for L-Arginine++ - Energy Drink (100g)?,The Business Volume (BV) is 300.0.,pricing,bv,L-Arginine++ - Energy Drink (100g),DJP1108,DJ-HEA-0109,high,Price List,,how much bv l arginine energy drink 100g,how much bv l arginine energy drink 100g,L-Arginine++ - Energy Drink (100g),internal_distributor_intent,,False,product_name=L-Arginine++ - Energy Drink (100g); product_code=DJP1108; sku=DJ-HEA-0109; recommended_product=L-Arginine++ - Energy Drink (100g),pricing_database,canonical_pricing
1413,Which product is good for Excessive Production of Gastric Acid?,"Based on Dayjoy recommendations, you may consider LIVEASE SYRUP OR GAS-O-FREE SYRUP. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,excessive production gastric acid,excessive production gastric acid,,customer_safe_intent,,False,symptom=excessive production gastric acid,rag_retrieval,rag_chunk
