intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket
1332,DP of DJP1124,The Distributor Price (DP) is ₹949.0.,pricing,dp,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Price List,,dp djp1124,dp djp1124,Nano Tech-19 (500ml),internal_distributor_intent
1335,How much is in one pack of Hindi One-Page Compensation Plan (Set of 25 Leaflets)?,The pack size is Set of 25 Leaflets.,informational,pack_size,Hindi One-Page Compensation Plan (Set of 25 Leaflets),DJP1158,DJ-PRO-0159,high,Products Master,,how much one pack hindi one page compensation plan set 25 leaflets,how much one pack hindi one page compensation plan set 25 leaflets,Hindi One-Page Compensation Plan (Set of 25 Leaflets),internal_distributor_intent
1339,DP of DJP1087,The Distributor Price (DP) is ₹1099.0.,pricing,dp,Eye Health++ (60 Capsules),DJP1087,DJ-HEA-0088,high,Price List,,dp djp1087,dp djp1087,Eye Health++ (60 Capsules),internal_distributor_intent
1343,How much is in one pack of Seabuckthron Face Pack (30g)?,The pack size is 30g.,informational,pack_size,Seabuckthron Face Pack (30g),DJP1050,DJ-PER-0051,high,Products Master,,how much one pack seabuckthron face pack 30g,how much one pack seabuckthron face pack 30g,Seabuckthron Face Pack (30g),internal_distributor_intent
1345,How much is in one pack of Product Leaflets (Set of 48 Leaflets)?,The pack size is Set of 48 Leaflets.,informational,pack_size,Product Leaflets (Set of 48 Leaflets),DJP1157,DJ-PRO-0158,high,Products Master,,how much one pack leaflets set 48 leaflets,how much one pack leaflets set 48 leaflets,Product Leaflets (Set of 48 Leaflets),internal_distributor_intent
1360,How much BV for Perfect-Ion Leaflets (Set of 25)?,The Business Volume (BV) is 0.0.,pricing,bv,Perfect-Ion Leaflets (Set of 25),DJP1142,DJ-AQU-0143,high,Price List,,how much bv perfect ion leaflets set 25,how much bv perfect ion leaflets set 25,Perfect-Ion Leaflets (Set of 25),internal_distributor_intent
1363,DP of DJP1012,The Distributor Price (DP) is ₹60.0.,pricing,dp,Himalayan Pink Salt Sprinkler (200g),DJP1012,DJ-FOO-0013,high,Price List,,dp djp1012,dp djp1012,Himalayan Pink Salt Sprinkler (200g),internal_distributor_intent
1370,How much BV for Ashvagandha Extract (60 Veg Capsules)?,The Business Volume (BV) is 110.0.,pricing,bv,Ashvagandha Extract (60 Veg Capsules),DJP1075,DJ-HEA-0076,high,Price List,,how much bv ashvagandha extract 60 veg capsules,how much bv ashvagandha extract 60 veg capsules,Ashvagandha Extract (60 Veg Capsules),internal_distributor_intent
1377,How much BV for N-astheal (120 Tab)?,The Business Volume (BV) is 865.0.,pricing,bv,N-astheal (120 Tab),DJP1096,DJ-HEA-0097,high,Price List,,how much bv n astheal 120 tab,how much bv n astheal 120 tab,N-astheal (120 Tab),internal_distributor_intent
1378,DP of DJP1088,The Distributor Price (DP) is ₹375.0.,pricing,dp,HB+ (200ml),DJP1088,DJ-HEA-0089,high,Price List,,dp djp1088,dp djp1088,HB+ (200ml),internal_distributor_intent
1409,How much BV for L-Arginine++ - Energy Drink (100g)?,The Business Volume (BV) is 300.0.,pricing,bv,L-Arginine++ - Energy Drink (100g),DJP1108,DJ-HEA-0109,high,Price List,,how much bv l arginine energy drink 100g,how much bv l arginine energy drink 100g,L-Arginine++ - Energy Drink (100g),internal_distributor_intent
1417,How much BV for Total Joy Rice Bran Oil (2 Litre)?,The Business Volume (BV) is 40.0.,pricing,bv,Total Joy Rice Bran Oil (2 Litre),DJP1022,DJ-FOO-0023,high,Price List,,how much bv total joy rice bran oil 2 litre,how much bv total joy rice bran oil 2 litre,Total Joy Rice Bran Oil (2 Litre),internal_distributor_intent
1430,How much is in one pack of Milk Bath Soap (Pack of 3) (100g)?,The pack size is 100g.,informational,pack_size,Milk Bath Soap (Pack of 3) (100g),DJP1039,DJ-PER-0040,high,Products Master,,how much one pack milk bath soap pack 3 100g,how much one pack milk bath soap pack 3 100g,Milk Bath Soap (Pack of 3) (100g),internal_distributor_intent
1439,How much is in one pack of Jaljeera (100g)?,The pack size is 100g.,informational,pack_size,Jaljeera (100g),DJP1013,DJ-FOO-0014,high,Products Master,,how much one pack jaljeera 100g,how much one pack jaljeera 100g,Jaljeera (100g),internal_distributor_intent
1441,DP of DJP1132,The Distributor Price (DP) is ₹155.0.,pricing,dp,JoySpread 80+ Gold (100ml),DJP1132,DJ-AGR-0133,high,Price List,,dp djp1132,dp djp1132,JoySpread 80+ Gold (100ml),internal_distributor_intent
1442,How much BV for Happy Soil - Humic (500ml)?,The Business Volume (BV) is 200.0.,pricing,bv,Happy Soil - Humic (500ml),DJP1123,DJ-AGR-0124,high,Price List,,how much bv happy soil humic 500ml,how much bv happy soil humic 500ml,Happy Soil - Humic (500ml),internal_distributor_intent
1449,DP of DJP1055,The Distributor Price (DP) is ₹110.0.,pricing,dp,Amla Reetha Sikakai Shampoo (100ml),DJP1055,DJ-PER-0056,high,Price List,,dp djp1055,dp djp1055,Amla Reetha Sikakai Shampoo (100ml),internal_distributor_intent
1455,How much is in one pack of Haldi Chandan Facewash (60ml)?,The pack size is 60ml.,informational,pack_size,Haldi Chandan Facewash (60ml),DJP1056,DJ-PER-0057,high,Products Master,,how much one pack haldi chandan facewash 60ml,how much one pack haldi chandan facewash 60ml,Haldi Chandan Facewash (60ml),internal_distributor_intent
1468,How much BV for Premium Tulsi Max (30ml)?,The Business Volume (BV) is 58.0.,pricing,bv,Premium Tulsi Max (30ml),DJP1106,DJ-HEA-0107,high,Price List,,how much bv premium tulsi max 30ml,how much bv premium tulsi max 30ml,Premium Tulsi Max (30ml),internal_distributor_intent
1472,How much is in one pack of HB+ (500ml)?,The pack size is 500ml.,informational,pack_size,HB+ (500ml),DJP1089,DJ-HEA-0090,high,Products Master,,how much one pack hb 500ml,how much one pack hb 500ml,HB+ (500ml),internal_distributor_intent
1477,How much is in one pack of JoySpread 80+ Gold (100ml)?,The pack size is 100ml.,informational,pack_size,JoySpread 80+ Gold (100ml),DJP1132,DJ-AGR-0133,high,Products Master,,how much one pack joyspread 80 gold 100ml,how much one pack joyspread 80 gold 100ml,JoySpread 80+ Gold (100ml),internal_distributor_intent
1482,How much BV for WildMuse Premium Loofah?,The Business Volume (BV) is 36.0.,pricing,bv,WildMuse Premium Loofah,DJP1054,DJ-PER-0055,high,Price List,,how much bv wildmuse premium loofah,how much bv wildmuse premium loofah,WildMuse Premium Loofah,internal_distributor_intent
1486,How much is in one pack of Dhaniya Powder (25g)?,The pack size is 25g.,informational,pack_size,Dhaniya Powder (25g),DJP1005,DJ-FOO-0006,high,Products Master,,how much one pack dhaniya powder 25g,how much one pack dhaniya powder 25g,Dhaniya Powder (25g),internal_distributor_intent
1490,DP of DJP1143,The Distributor Price (DP) is ₹66.0.,pricing,dp,Perfect-Ion Leaflets (Set of 50),DJP1143,DJ-AQU-0144,high,Price List,,dp djp1143,dp djp1143,Perfect-Ion Leaflets (Set of 50),internal_distributor_intent
1500,How much is in one pack of Nano Tech-19 (500ml)?,The pack size is 500ml.,informational,pack_size,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Products Master,,how much one pack nano tech 19 500ml,how much one pack nano tech 19 500ml,Nano Tech-19 (500ml),internal_distributor_intent
1501,How much is in one pack of Seabuckthron Scrub (30g)?,The pack size is 30g.,informational,pack_size,Seabuckthron Scrub (30g),DJP1047,DJ-PER-0048,high,Products Master,,how much one pack seabuckthron scrub 30g,how much one pack seabuckthron scrub 30g,Seabuckthron Scrub (30g),internal_distributor_intent
1516,How much BV for Seabuckthron Facial Kit (30g) (Pack of 6)?,The Business Volume (BV) is 290.0.,pricing,bv,Seabuckthron Facial Kit (30g) (Pack of 6),DJP1045,DJ-PER-0046,high,Price List,,how much bv seabuckthron facial kit 30g pack 6,how much bv seabuckthron facial kit 30g pack 6,Seabuckthron Facial Kit (30g) (Pack of 6),internal_distributor_intent
1521,How much BV for Nano Tech-50 (500ml)?,The Business Volume (BV) is 425.0.,pricing,bv,Nano Tech-50 (500ml),DJP1126,DJ-AGR-0127,high,Price List,,how much bv nano tech 50 500ml,how much bv nano tech 50 500ml,Nano Tech-50 (500ml),internal_distributor_intent
1522,How much is in one pack of Milk Bath Soap (100g)?,The pack size is 100g.,informational,pack_size,Milk Bath Soap (100g),DJP1038,DJ-PER-0039,high,Products Master,,how much one pack milk bath soap 100g,how much one pack milk bath soap 100g,Milk Bath Soap (100g),internal_distributor_intent
1531,How much is in one pack of Super Rich Berry Juice (1 Ltr.)?,The pack size is 1 Ltr..,informational,pack_size,Super Rich Berry Juice (1 Ltr.),DJP1102,DJ-HEA-0103,high,Products Master,,how much one pack super rich berry juice 1 ltr,how much one pack super rich berry juice 1 ltr,Super Rich Berry Juice (1 Ltr.),internal_distributor_intent
1541,DP of DJP1154,The Distributor Price (DP) is ₹250.0.,pricing,dp,New Dayjoy Product Brochure (Hindi),DJP1154,DJ-PRO-0155,high,Price List,,dp djp1154,dp djp1154,New Dayjoy Product Brochure (Hindi),internal_distributor_intent
1555,How much BV for Dayjoy Car Sticker?,The Business Volume (BV) is 0.0.,pricing,bv,Dayjoy Car Sticker,DJP1151,DJ-PRO-0152,high,Price List,,how much bv dayjoy car sticker,how much bv dayjoy car sticker,Dayjoy Car Sticker,internal_distributor_intent
1571,How much BV for ELITE PACKAGE?,The Business Volume (BV) is 7500.0.,pricing,bv,ELITE PACKAGE,DJP1166,DJ-COM-0167,high,Price List,,how much bv elite package,how much bv elite package,ELITE PACKAGE,internal_distributor_intent
1573,How much BV for Aqua Energiser (Single)?,The Business Volume (BV) is 1100.0.,pricing,bv,Aqua Energiser (Single),DJP1139,DJ-AQU-0140,high,Price List,,how much bv aqua energiser single,how much bv aqua energiser single,Aqua Energiser (Single),internal_distributor_intent
1585,DP of DJP1033,The Distributor Price (DP) is ₹82.0.,pricing,dp,HerboSmile Herbal Toothpaste (100g),DJP1033,DJ-PER-0034,high,Price List,,dp djp1033,dp djp1033,HerboSmile Herbal Toothpaste (100g),internal_distributor_intent
1586,How much BV for Nano Tech-52 (500ml)?,The Business Volume (BV) is 425.0.,pricing,bv,Nano Tech-52 (500ml),DJP1127,DJ-AGR-0128,high,Price List,,how much bv nano tech 52 500ml,how much bv nano tech 52 500ml,Nano Tech-52 (500ml),internal_distributor_intent
1601,DP of DJP1019,The Distributor Price (DP) is ₹80.0.,pricing,dp,Rai (250g),DJP1019,DJ-FOO-0020,high,Price List,,dp djp1019,dp djp1019,Rai (250g),internal_distributor_intent
1629,How much BV for Mirchi Powder (200g)?,The Business Volume (BV) is 18.0.,pricing,bv,Mirchi Powder (200g),DJP1017,DJ-FOO-0018,high,Price List,,how much bv mirchi powder 200g,how much bv mirchi powder 200g,Mirchi Powder (200g),internal_distributor_intent
1632,How much BV for Adila Forte (60 Tab)?,The Business Volume (BV) is 880.0.,pricing,bv,Adila Forte (60 Tab),DJP1069,DJ-HEA-0070,high,Price List,,how much bv adila forte 60 tab,how much bv adila forte 60 tab,Adila Forte (60 Tab),internal_distributor_intent
1648,How much BV for N-SF 10.5 Mineraliser?,The Business Volume (BV) is 450.0.,pricing,bv,N-SF 10.5 Mineraliser,DJP1145,DJ-AQU-0146,high,Price List,,how much bv n sf 10 5 mineraliser,how much bv n sf 10 5 mineraliser,N-SF 10.5 Mineraliser,internal_distributor_intent
1651,DP of DJP1080,The Distributor Price (DP) is ₹2849.0.,pricing,dp,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),DJP1080,DJ-HEA-0081,high,Price List,,dp djp1080,dp djp1080,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),internal_distributor_intent
1681,How much is in one pack of Anti Pollution Aloevera Face Wash (100ml)?,The pack size is 100ml.,informational,pack_size,Anti Pollution Aloevera Face Wash (100ml),DJP1027,DJ-PER-0028,high,Products Master,,how much one pack anti pollution aloevera face wash 100ml,how much one pack anti pollution aloevera face wash 100ml,Anti Pollution Aloevera Face Wash (100ml),internal_distributor_intent
1682,How much BV for Marine Collagen (200g)?,The Business Volume (BV) is 380.0.,pricing,bv,Marine Collagen (200g),DJP1114,DJ-HEA-0115,high,Price List,,how much bv marine collagen 200g,how much bv marine collagen 200g,Marine Collagen (200g),internal_distributor_intent
1692,How much is in one pack of New Dayjoy Product Brochure (English)?,The pack size is English.,informational,pack_size,New Dayjoy Product Brochure (English),DJP1155,DJ-PRO-0156,high,Products Master,,how much one pack new dayjoy brochure english,how much one pack new dayjoy brochure english,New Dayjoy Product Brochure (English),internal_distributor_intent
1696,DP of DJP1097,The Distributor Price (DP) is ₹960.0.,pricing,dp,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Price List,,dp djp1097,dp djp1097,N-astheal (60 Tab),internal_distributor_intent
1720,How much BV for JoySpread 80+ Gold (250ml)?,The Business Volume (BV) is 75.0.,pricing,bv,JoySpread 80+ Gold (250ml),DJP1131,DJ-AGR-0132,high,Price List,,how much bv joyspread 80 gold 250ml,how much bv joyspread 80 gold 250ml,JoySpread 80+ Gold (250ml),internal_distributor_intent
1731,How much is in one pack of Aqua Energiser (Single)?,The pack size is Single.,informational,pack_size,Aqua Energiser (Single),DJP1139,DJ-AQU-0140,high,Products Master,,how much one pack aqua energiser single,how much one pack aqua energiser single,Aqua Energiser (Single),internal_distributor_intent
1739,How much is in one pack of Sanitary Pad (XL) (Pack of 10)?,The pack size is Pack of 10.,informational,pack_size,Sanitary Pad (XL) (Pack of 10),DJP1043,DJ-PER-0044,high,Products Master,,how much one pack sanitary pad xl pack 10,how much one pack sanitary pad xl pack 10,Sanitary Pad (XL) (Pack of 10),internal_distributor_intent
1748,DP of DJP1042,The Distributor Price (DP) is ₹169.0.,pricing,dp,Sandalwood & Shahi Gulab Body Lotion (150ml),DJP1042,DJ-PER-0043,high,Price List,,dp djp1042,dp djp1042,Sandalwood & Shahi Gulab Body Lotion (150ml),internal_distributor_intent
1779,How much BV for Nonima (500ml)?,The Business Volume (BV) is 400.0.,pricing,bv,Nonima (500ml),DJP1095,DJ-HEA-0096,high,Price List,,how much bv nonima 500ml,how much bv nonima 500ml,Nonima (500ml),internal_distributor_intent
1781,How much is in one pack of Haldi Powder (25g)?,The pack size is 25g.,informational,pack_size,Haldi Powder (25g),DJP1009,DJ-FOO-0010,high,Products Master,,how much one pack haldi powder 25g,how much one pack haldi powder 25g,Haldi Powder (25g),internal_distributor_intent
1789,How much is in one pack of BR Rich Oil (200ml)?,The pack size is 200ml.,informational,pack_size,BR Rich Oil (200ml),DJP1029,DJ-PER-0030,high,Products Master,,how much one pack br rich oil 200ml,how much one pack br rich oil 200ml,BR Rich Oil (200ml),internal_distributor_intent
1795,How much is in one pack of Nano Tech-50 (500ml)?,The pack size is 500ml.,informational,pack_size,Nano Tech-50 (500ml),DJP1126,DJ-AGR-0127,high,Products Master,,how much one pack nano tech 50 500ml,how much one pack nano tech 50 500ml,Nano Tech-50 (500ml),internal_distributor_intent
1803,DP of DJP1026,The Distributor Price (DP) is ₹165.0.,pricing,dp,Anti Pollution Face Wash (150ml),DJP1026,DJ-PER-0027,high,Price List,,dp djp1026,dp djp1026,Anti Pollution Face Wash (150ml),internal_distributor_intent
1821,How much BV for Adicardial (120 Tab)?,The Business Volume (BV) is 620.0.,pricing,bv,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,high,Price List,,how much bv adicardial 120 tab,how much bv adicardial 120 tab,Adicardial (120 Tab),internal_distributor_intent
1826,DP of DJP1043,The Distributor Price (DP) is ₹130.0.,pricing,dp,Sanitary Pad (XL) (Pack of 10),DJP1043,DJ-PER-0044,high,Price List,,dp djp1043,dp djp1043,Sanitary Pad (XL) (Pack of 10),internal_distributor_intent
1832,How much is in one pack of Perfect-Ion Testing Solutions?,The pack size is nan.,informational,pack_size,Perfect-Ion Testing Solutions,DJP1141,DJ-AQU-0142,high,Products Master,,how much one pack perfect ion testing solutions,how much one pack perfect ion testing solutions,Perfect-Ion Testing Solutions,internal_distributor_intent
1835,How much is in one pack of N-SF 9.5 Mineraliser?,The pack size is nan.,informational,pack_size,N-SF 9.5 Mineraliser,DJP1144,DJ-AQU-0145,high,Products Master,,how much one pack n sf 9 5 mineraliser,how much one pack n sf 9 5 mineraliser,N-SF 9.5 Mineraliser,internal_distributor_intent
1843,How much BV for Seabuckthron Juice (1 Ltr.)?,The Business Volume (BV) is 640.0.,pricing,bv,Seabuckthron Juice (1 Ltr.),DJP1103,DJ-HEA-0104,high,Price List,,how much bv seabuckthron juice 1 ltr,how much bv seabuckthron juice 1 ltr,Seabuckthron Juice (1 Ltr.),internal_distributor_intent
1844,How much BV for Chaat Masala (100g)?,The Business Volume (BV) is 10.0.,pricing,bv,Chaat Masala (100g),DJP1001,DJ-FOO-0002,high,Price List,,how much bv chaat masala 100g,how much bv chaat masala 100g,Chaat Masala (100g),internal_distributor_intent
1861,DP of DJP1081,The Distributor Price (DP) is ₹375.0.,pricing,dp,Gas-O-Free (200ml),DJP1081,DJ-HEA-0082,high,Price List,,dp djp1081,dp djp1081,Gas-O-Free (200ml),internal_distributor_intent
1886,DP of DJP1167,The Distributor Price (DP) is ₹22650.0.,pricing,dp,AGRI PRO PACKAGE,DJP1167,DJ-COM-0168,high,Price List,,dp djp1167,dp djp1167,AGRI PRO PACKAGE,internal_distributor_intent
1889,DP of DJP1073,The Distributor Price (DP) is ₹710.0.,pricing,dp,Aloevera with Guava Juice (1L),DJP1073,DJ-HEA-0074,high,Price List,,dp djp1073,dp djp1073,Aloevera with Guava Juice (1L),internal_distributor_intent
1890,DP of DJP1085,The Distributor Price (DP) is ₹275.0.,pricing,dp,Giloe Extract (60 Veg Capsules),DJP1085,DJ-HEA-0086,high,Price List,,dp djp1085,dp djp1085,Giloe Extract (60 Veg Capsules),internal_distributor_intent
1904,How much is in one pack of Dishwash Liquid Gel (500ml)?,The pack size is 500ml.,informational,pack_size,Dishwash Liquid Gel (500ml),DJP1115,DJ-HOM-0116,high,Products Master,,how much one pack dishwash liquid gel 500ml,how much one pack dishwash liquid gel 500ml,Dishwash Liquid Gel (500ml),internal_distributor_intent
1919,How much BV for Super Food Capsule?,The Business Volume (BV) is 420.0.,pricing,bv,Super Food Capsule,DJP1105,DJ-HEA-0106,high,Price List,,how much bv super food capsule,how much bv super food capsule,Super Food Capsule,internal_distributor_intent
1920,DP of DJP1030,The Distributor Price (DP) is ₹95.0.,pricing,dp,Daily Care Cream (60g),DJP1030,DJ-PER-0031,high,Price List,,dp djp1030,dp djp1030,Daily Care Cream (60g),internal_distributor_intent
1938,DP of DJP1110,The Distributor Price (DP) is ₹899.0.,pricing,dp,JuniorJoy - Kids Nutritional Drink (300g),DJP1110,DJ-HEA-0111,high,Price List,,dp djp1110,dp djp1110,JuniorJoy - Kids Nutritional Drink (300g),internal_distributor_intent
1953,How much is in one pack of Hi-Energy (60 Tab)?,The pack size is 60 Tab.,informational,pack_size,Hi-Energy (60 Tab),DJP1090,DJ-HEA-0091,high,Products Master,,how much one pack hi energy 60 tab,how much one pack hi energy 60 tab,Hi-Energy (60 Tab),internal_distributor_intent
1965,How much BV for Ample Meal - Meal Replacement Nutritional Shake (500g)?,The Business Volume (BV) is 650.0.,pricing,bv,Ample Meal - Meal Replacement Nutritional Shake (500g),DJP1109,DJ-HEA-0110,high,Price List,,how much bv ample meal meal replacement nutritional shake 500g,how much bv ample meal meal replacement nutritional shake 500g,Ample Meal - Meal Replacement Nutritional Shake (500g),internal_distributor_intent
1967,How much BV for Haldi Powder (25g)?,The Business Volume (BV) is 1.0.,pricing,bv,Haldi Powder (25g),DJP1009,DJ-FOO-0010,high,Price List,,how much bv haldi powder 25g,how much bv haldi powder 25g,Haldi Powder (25g),internal_distributor_intent
1988,How much BV for Asthprash (300 grams)?,The Business Volume (BV) is 720.0.,pricing,bv,Asthprash (300 grams),DJP1065,DJ-HEA-0066,high,Price List,,how much bv asthprash 300 grams,how much bv asthprash 300 grams,Asthprash (300 grams),internal_distributor_intent
1997,How much is in one pack of Dayjoy Necktie?,The pack size is nan.,informational,pack_size,Dayjoy Necktie,DJP1121,DJ-CLO-0122,high,Products Master,,how much one pack dayjoy necktie,how much one pack dayjoy necktie,Dayjoy Necktie,internal_distributor_intent
2002,How much is in one pack of Dayjoy Mug?,The pack size is nan.,informational,pack_size,Dayjoy Mug,DJP1149,DJ-PRO-0150,high,Products Master,,how much one pack dayjoy mug,how much one pack dayjoy mug,Dayjoy Mug,internal_distributor_intent
2003,How much BV for Toilet Bowl Cleaner (500ml)?,The Business Volume (BV) is 21.0.,pricing,bv,Toilet Bowl Cleaner (500ml),DJP1116,DJ-HOM-0117,high,Price List,,how much bv toilet bowl cleaner 500ml,how much bv toilet bowl cleaner 500ml,Toilet Bowl Cleaner (500ml),internal_distributor_intent
2021,How much BV for Neem & Tulsi Herbal Soap (100g) (Pack of 3)?,The Business Volume (BV) is 19.0.,pricing,bv,Neem & Tulsi Herbal Soap (100g) (Pack of 3),DJP1040,DJ-PER-0041,high,Price List,,how much bv neem tulsi herbal soap 100g pack 3,how much bv neem tulsi herbal soap 100g pack 3,Neem & Tulsi Herbal Soap (100g) (Pack of 3),internal_distributor_intent
2068,DP of DJP1009,The Distributor Price (DP) is ₹15.0.,pricing,dp,Haldi Powder (25g),DJP1009,DJ-FOO-0010,high,Price List,,dp djp1009,dp djp1009,Haldi Powder (25g),internal_distributor_intent
2074,How much is in one pack of Seabuckthron Facial Fluid (10ml)?,The pack size is 10ml.,informational,pack_size,Seabuckthron Facial Fluid (10ml),DJP1051,DJ-PER-0052,high,Products Master,,how much one pack seabuckthron facial fluid 10ml,how much one pack seabuckthron facial fluid 10ml,Seabuckthron Facial Fluid (10ml),internal_distributor_intent
2081,How much BV for Dayjoy Bike Sticker?,The Business Volume (BV) is 0.0.,pricing,bv,Dayjoy Bike Sticker,DJP1150,DJ-PRO-0151,high,Price List,,how much bv dayjoy bike sticker,how much bv dayjoy bike sticker,Dayjoy Bike Sticker,internal_distributor_intent
2094,How much BV for New Perfect-Ion?,The Business Volume (BV) is 5000.0.,pricing,bv,New Perfect-Ion,DJP1140,DJ-AQU-0141,high,Price List,,how much bv new perfect ion,how much bv new perfect ion,New Perfect-Ion,internal_distributor_intent
2102,How much BV for Dayjoy Mug?,The Business Volume (BV) is 0.0.,pricing,bv,Dayjoy Mug,DJP1149,DJ-PRO-0150,high,Price List,,how much bv dayjoy mug,how much bv dayjoy mug,Dayjoy Mug,internal_distributor_intent
2121,DP of DJP1137,The Distributor Price (DP) is ₹14999.0.,pricing,dp,Bio-Germanium & Magnetic Mattress (Pack of 2),DJP1137,DJ-GER-0138,high,Price List,,dp djp1137,dp djp1137,Bio-Germanium & Magnetic Mattress (Pack of 2),internal_distributor_intent
2126,DP of DJP1111,The Distributor Price (DP) is ₹295.0.,pricing,dp,Kahwa Masala Chai (25 Pcs),DJP1111,DJ-HEA-0112,high,Price List,,dp djp1111,dp djp1111,Kahwa Masala Chai (25 Pcs),internal_distributor_intent
2137,How much BV for AgeX Anti-Ageing Night Cream (50gm)?,The Business Volume (BV) is 225.0.,pricing,bv,AgeX Anti-Ageing Night Cream (50gm),DJP1061,DJ-SKI-0062,high,Price List,,how much bv agex anti ageing night cream 50gm,how much bv agex anti ageing night cream 50gm,AgeX Anti-Ageing Night Cream (50gm),internal_distributor_intent
2139,How much is in one pack of Dayjoy Car Sticker?,The pack size is nan.,informational,pack_size,Dayjoy Car Sticker,DJP1151,DJ-PRO-0152,high,Products Master,,how much one pack dayjoy car sticker,how much one pack dayjoy car sticker,Dayjoy Car Sticker,internal_distributor_intent
2153,How much BV for AGRI PRO PACKAGE?,The Business Volume (BV) is 10000.0.,pricing,bv,AGRI PRO PACKAGE,DJP1167,DJ-COM-0168,high,Price List,,how much bv agri pro package,how much bv agri pro package,AGRI PRO PACKAGE,internal_distributor_intent
2160,How much BV for JuniorJoy - Kids Nutritional Drink (300g)?,The Business Volume (BV) is 325.0.,pricing,bv,JuniorJoy - Kids Nutritional Drink (300g),DJP1110,DJ-HEA-0111,high,Price List,,how much bv juniorjoy kids nutritional drink 300g,how much bv juniorjoy kids nutritional drink 300g,JuniorJoy - Kids Nutritional Drink (300g),internal_distributor_intent
2161,DP of DJP1071,The Distributor Price (DP) is ₹950.0.,pricing,dp,Adilipo (60 Tab),DJP1071,DJ-HEA-0072,high,Price List,,dp djp1071,dp djp1071,Adilipo (60 Tab),internal_distributor_intent
2191,How much BV for Dayjoy Business Planner Book (Hindi)?,The Business Volume (BV) is 0.0.,pricing,bv,Dayjoy Business Planner Book (Hindi),DJP1162,DJ-PRO-0163,high,Price List,,how much bv dayjoy business planner book hindi,how much bv dayjoy business planner book hindi,Dayjoy Business Planner Book (Hindi),internal_distributor_intent
2199,How much BV for AGRI STARTER PACKAGE?,The Business Volume (BV) is 5000.0.,pricing,bv,AGRI STARTER PACKAGE,DJP1168,DJ-COM-0169,high,Price List,,how much bv agri starter package,how much bv agri starter package,AGRI STARTER PACKAGE,internal_distributor_intent
2212,DP of DJP1144,The Distributor Price (DP) is ₹1499.0.,pricing,dp,N-SF 9.5 Mineraliser,DJP1144,DJ-AQU-0145,high,Price List,,dp djp1144,dp djp1144,N-SF 9.5 Mineraliser,internal_distributor_intent
2213,How much is in one pack of Sabji Masala (100g)?,The pack size is 100g.,informational,pack_size,Sabji Masala (100g),DJP1020,DJ-FOO-0021,high,Products Master,,how much one pack sabji masala 100g,how much one pack sabji masala 100g,Sabji Masala (100g),internal_distributor_intent
2224,DP of DJP1058,The Distributor Price (DP) is ₹310.0.,pricing,dp,Gold Facial Kit,DJP1058,DJ-SKI-0059,high,Price List,,dp djp1058,dp djp1058,Gold Facial Kit,internal_distributor_intent
2225,How much BV for Joy-O-Zyme (500ml)?,The Business Volume (BV) is 335.0.,pricing,bv,Joy-O-Zyme (500ml),DJP1130,DJ-AGR-0131,high,Price List,,how much bv joy o zyme 500ml,how much bv joy o zyme 500ml,Joy-O-Zyme (500ml),internal_distributor_intent
2236,How much BV for Bio-Germanium & Magnetic Mattress (Pack of 2)?,The Business Volume (BV) is 5000.0.,pricing,bv,Bio-Germanium & Magnetic Mattress (Pack of 2),DJP1137,DJ-GER-0138,high,Price List,,how much bv bio germanium magnetic mattress pack 2,how much bv bio germanium magnetic mattress pack 2,Bio-Germanium & Magnetic Mattress (Pack of 2),internal_distributor_intent
2246,DP of DJP1095,The Distributor Price (DP) is ₹949.0.,pricing,dp,Nonima (500ml),DJP1095,DJ-HEA-0096,high,Price List,,dp djp1095,dp djp1095,Nonima (500ml),internal_distributor_intent
2250,How much is in one pack of Amara Beauty Eyeliner?,The pack size is nan.,informational,pack_size,Amara Beauty Eyeliner,DJP1064,DJ-COL-0065,high,Products Master,,how much one pack amara beauty eyeliner,how much one pack amara beauty eyeliner,Amara Beauty Eyeliner,internal_distributor_intent
2257,DP of DJP1013,The Distributor Price (DP) is ₹55.0.,pricing,dp,Jaljeera (100g),DJP1013,DJ-FOO-0014,high,Price List,,dp djp1013,dp djp1013,Jaljeera (100g),internal_distributor_intent
2280,DP of DJP1118,The Distributor Price (DP) is ₹140.0.,pricing,dp,All in 1 Surface Cleaner (500ml),DJP1118,DJ-HOM-0119,high,Price List,,dp djp1118,dp djp1118,All in 1 Surface Cleaner (500ml),internal_distributor_intent
2281,DP of DJP1082,The Distributor Price (DP) is ₹865.0.,pricing,dp,Gas-O-Free (500ml),DJP1082,DJ-HEA-0083,high,Price List,,dp djp1082,dp djp1082,Gas-O-Free (500ml),internal_distributor_intent
