intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes
1673,How much is in one pack of Jaljeera (100g)?,The pack size is 100g.,informational,pack_size,Jaljeera (100g),DJP1013,DJ-FOO-0014,high,Products Master,
1674,DP of DJP1074,The Distributor Price (DP) is ₹99.0.,pricing,dp,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,high,Price List,
1675,What is Dayjoy Car Sticker?,Dayjoy Car Sticker is a PROMOTION TOOLS product by Dayjoy.,informational,product_info,Dayjoy Car Sticker,DJP1151,DJ-PRO-0152,high,Products Master,
1676,Who founded Dayjoy?,Dayjoy was founded by Mr. Anmol Agarwal and Mr. Divyansh Agarwal.,company,info,,,,high,Dayjoy Brochure,
1677,Do you have Prosperous+ (1 L)?,"Yes, Prosperous+ (1 L) is available. Code: DJP1128",transactional,availability,Prosperous+ (1 L),DJP1128,DJ-AGR-0129,high,Products Master,
1678,Which product is good for Depression or anxiety?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1679,Which product is good for Back Pain or Joints Pain?,"Based on Dayjoy recommendations, you may consider ORTHOFIX TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1680,Are Amara Beauty Kajal and Perfect-Ion Testing Solutions the same?,"No, Amara Beauty Kajal is in COLOR COSMETICS while Perfect-Ion Testing Solutions is in AQUA ESSENTIALS.",comparison,category_difference,,,,high,Products Master,
1681,How much is in one pack of Anti Pollution Aloevera Face Wash (100ml)?,The pack size is 100ml.,informational,pack_size,Anti Pollution Aloevera Face Wash (100ml),DJP1027,DJ-PER-0028,high,Products Master,
1682,How much BV for Marine Collagen (200g)?,The Business Volume (BV) is 380.0.,pricing,bv,Marine Collagen (200g),DJP1114,DJ-HEA-0115,high,Price List,
1683,What is the MRP of JoyCalcium (2 Litre)?,The MRP is ₹1049.0.,pricing,mrp,JoyCalcium (2 Litre),DJP1135,DJ-AGR-0136,high,Price List,
1684,Do you have Nano Tech-52 (500ml)?,"Yes, Nano Tech-52 (500ml) is available. Code: DJP1127",transactional,availability,Nano Tech-52 (500ml),DJP1127,DJ-AGR-0128,high,Products Master,
1685,Which product is good for Eye Cancer & Tumors?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1686,"I have Hand tremor, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Hand tremor. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1687,Which product is good for Feeling Like You Still Need To Poo After going to the Toilet?,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1688,When was Dayjoy started?,Dayjoy was incorporated in 2018 and launched its direct selling operations in 2019.,company,info,,,,high,Dayjoy Brochure,
1689,What is the MRP of Regain Aloevera Shampoo (300ml)?,The MRP is ₹349.0.,pricing,mrp,Regain Aloevera Shampoo (300ml),DJP1041,DJ-PER-0042,high,Price List,
1690,Which product is good for Increased errors or accidents?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1691,Do you have L-Arginine++ - Energy Drink (100g)?,"Yes, L-Arginine++ - Energy Drink (100g) is available. Code: DJP1108",transactional,availability,L-Arginine++ - Energy Drink (100g),DJP1108,DJ-HEA-0109,high,Products Master,
1692,How much is in one pack of New Dayjoy Product Brochure (English)?,The pack size is English.,informational,pack_size,New Dayjoy Product Brochure (English),DJP1155,DJ-PRO-0156,high,Products Master,
1693,"I have Unexplained Weight loss, what should I take?","Dayjoy suggests DIBEAT TABLETS for Unexplained Weight loss. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1694,Do you have Nano Tech-19 (500ml)?,"Yes, Nano Tech-19 (500ml) is available. Code: DJP1124",transactional,availability,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Products Master,
1695,"I have Bloating, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Bloating. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1696,DP of DJP1097,The Distributor Price (DP) is ₹960.0.,pricing,dp,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Price List,
1697,What is Dishwash Liquid Gel (500ml)?,Dishwash Liquid Gel (500ml) is a HOME CARE product by Dayjoy.,informational,product_info,Dishwash Liquid Gel (500ml),DJP1115,DJ-HOM-0116,high,Products Master,
1698,What is Adiliv (60 Tab)?,Adiliv (60 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,Adiliv (60 Tab),DJP1072,DJ-HEA-0073,high,Products Master,
1699,Which product is good for Trouble in Exercising Judgment?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1700,What is the Super Retailer Loyalty Program?,"Purchasing Rs. 25,000 for 4 consecutive months between the 2nd and 15th gives Rs. 25,000 worth of free products.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
1701,Which product is good for Tears in the Eyes?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1702,Which product is good for Headache?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1703,Tell me about New Dayjoy Product Brochure (English),This is a premium product under Dayjoy.,informational,product_discovery,New Dayjoy Product Brochure (English),DJP1155,DJ-PRO-0156,high,Products Master,
1704,What is the MRP of Dayjoy Car Sticker?,The MRP is ₹40.0.,pricing,mrp,Dayjoy Car Sticker,DJP1151,DJ-PRO-0152,high,Price List,
1705,Tell me about Quick 6 Pain Relief Gel (30g),This is a premium product under Curind.,informational,product_discovery,Quick 6 Pain Relief Gel (30g),DJP1101,DJ-HEA-0102,high,Products Master,
1706,How is my payment secured?,"Dayjoy uses PAYU and Razorpay gateways which employ data encryption, SSL, and Tokenization to secure payments.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,
1707,"I have Red Eyes, what should I take?","Dayjoy suggests EYE ELIXIR DROPS for Red Eyes. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1708,"I have Fatigue, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1709,Which product is good for Fatigue?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1710,"I have Generalised Pain, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Generalised Pain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1711,Tell me about Nano Tech-19 (500ml),This is a premium product under HappyGrow.,informational,product_discovery,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Products Master,
1712,Tell me about Premium Tulsi Max (30ml),This is a premium product under Curind.,informational,product_discovery,Premium Tulsi Max (30ml),DJP1106,DJ-HEA-0107,high,Products Master,
1713,Which product is good for Heart Palpitations?,"Based on Dayjoy recommendations, you may consider AMPLE MEAL. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1714,How much is in one pack of HB+ (500ml)?,The pack size is 500ml.,informational,pack_size,HB+ (500ml),DJP1089,DJ-HEA-0090,high,Products Master,
1715,What is Eye Elixir Drops (10ml)?,Eye Elixir Drops (10ml) is a HEALTH CARE product by Dayjoy.,informational,product_info,Eye Elixir Drops (10ml),DJP1086,DJ-HEA-0087,high,Products Master,
1716,What is Chicken Masala (100g)?,Chicken Masala (100g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Chicken Masala (100g),DJP1002,DJ-FOO-0003,high,Products Master,
1717,Tell me about Dhaniya Powder (500g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Dhaniya Powder (500g),DJP1007,DJ-FOO-0008,high,Products Master,
1718,Tell me about N-astheal (60 Tab),This is a premium product under Curind.,informational,product_discovery,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Products Master,
1719,"Which product is good for Cough, Sore Throat?","Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1720,How much BV for JoySpread 80+ Gold (250ml)?,The Business Volume (BV) is 75.0.,pricing,bv,JoySpread 80+ Gold (250ml),DJP1131,DJ-AGR-0132,high,Price List,
1721,Do I need to pay a joining fee?,"No, there are no expensive start-up costs or burdening overheads.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
1722,Which product is good for Blocked or stuffy (congested) nose causing difficulty breathing through nose?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1723,Is Aqua Energiser (Single) a food product?,It is categorized under AQUA ESSENTIALS.,informational,product_category,Aqua Energiser (Single),DJP1139,DJ-AQU-0140,high,Products Master,
1724,Which product is good for Chest Pain?,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1725,Do you guarantee income?,"No, earnings are estimates and not guaranteed. Success depends on individual effort and dedication.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,
1726,Tell me about HB+ (200ml),This is a premium product under Curind.,informational,product_discovery,HB+ (200ml),DJP1088,DJ-HEA-0089,high,Products Master,
1727,Which product is good for Chest Pain?,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1728,How is my payment secured?,"Dayjoy uses PAYU and Razorpay gateways which employ data encryption, SSL, and Tokenization to secure payments.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,
1729,Are Quick 6 Pain Relief Gel (30g) and Milk Bath Soap (Pack of 3) (100g) the same?,"No, Quick 6 Pain Relief Gel (30g) is in HEALTH CARE while Milk Bath Soap (Pack of 3) (100g) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,
1730,Tell me about N-SF 9.5 Mineraliser,This is a premium product under Dayjoy.,informational,product_discovery,N-SF 9.5 Mineraliser,DJP1144,DJ-AQU-0145,high,Products Master,
1731,How much is in one pack of Aqua Energiser (Single)?,The pack size is Single.,informational,pack_size,Aqua Energiser (Single),DJP1139,DJ-AQU-0140,high,Products Master,
1732,Which product is good for Headache?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1733,DP of DJP1055,The Distributor Price (DP) is ₹110.0.,pricing,dp,Amla Reetha Sikakai Shampoo (100ml),DJP1055,DJ-PER-0056,high,Price List,
1734,"I have Disturbed Concentration, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Disturbed Concentration. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1735,Which product is good for Pneumonia?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1736,How much is in one pack of HB+ (500ml)?,The pack size is 500ml.,informational,pack_size,HB+ (500ml),DJP1089,DJ-HEA-0090,high,Products Master,
1737,What is the MRP of Kesham (100ml)?,The MRP is ₹149.0.,pricing,mrp,Kesham (100ml),DJP1035,DJ-PER-0036,high,Price List,
1738,What is the MRP of Giloe Extract (60 Veg Capsules)?,The MRP is ₹499.0.,pricing,mrp,Giloe Extract (60 Veg Capsules),DJP1085,DJ-HEA-0086,high,Price List,
1739,How much is in one pack of Sanitary Pad (XL) (Pack of 10)?,The pack size is Pack of 10.,informational,pack_size,Sanitary Pad (XL) (Pack of 10),DJP1043,DJ-PER-0044,high,Products Master,
1740,DP of DJP1096,The Distributor Price (DP) is ₹1725.0.,pricing,dp,N-astheal (120 Tab),DJP1096,DJ-HEA-0097,high,Price List,
1741,What is Multivitamins Tablets?,Multivitamins Tablets is a HEALTH CARE product by Dayjoy.,informational,product_info,Multivitamins Tablets,DJP1094,DJ-HEA-0095,high,Products Master,
1742,What is the MRP of Nano Tech-19 (500ml)?,The MRP is ₹1499.0.,pricing,mrp,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Price List,
1743,Which product is good for Strain in the Eyes?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1744,What is Liv-Ease (500ml)?,Liv-Ease (500ml) is a HEALTH CARE product by Dayjoy.,informational,product_info,Liv-Ease (500ml),DJP1093,DJ-HEA-0094,high,Products Master,
1745,"I have Aging, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE for Aging. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1746,Which product is good for Continuous Fatigue?,"Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1747,Which product is good for Heart Palpitations?,"Based on Dayjoy recommendations, you may consider AMPLE MEAL. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1748,DP of DJP1042,The Distributor Price (DP) is ₹169.0.,pricing,dp,Sandalwood & Shahi Gulab Body Lotion (150ml),DJP1042,DJ-PER-0043,high,Price List,
1749,How much is in one pack of N-astheal (120 Tab)?,The pack size is 120 Tab.,informational,pack_size,N-astheal (120 Tab),DJP1096,DJ-HEA-0097,high,Products Master,
1750,Which product is good for Extreme Hunger?,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1751,"I have Joint Stiffness & Noises (Crepitations), what should I take?","Dayjoy suggests ORTHOFIX TABLET for Joint Stiffness & Noises (Crepitations). This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1752,Which product is good for Fatigue?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1753,"I have Continuous Fatigue, what should I take?","Dayjoy suggests ADILIV TABLETS for Continuous Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1754,Tell me about Premium Suit Length (Black),This is a premium product under Domatti.,informational,product_discovery,Premium Suit Length (Black),DJP1119,DJ-CLO-0120,high,Products Master,
1755,Is N-SF 9.5 Mineraliser a food product?,It is categorized under AQUA ESSENTIALS.,informational,product_category,N-SF 9.5 Mineraliser,DJP1144,DJ-AQU-0145,high,Products Master,
1756,What is the MRP of Astheal Cough Syrup (100ml)?,The MRP is ₹199.0.,pricing,mrp,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,high,Price List,
1757,Is Haldi Powder (25g) a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Haldi Powder (25g),DJP1009,DJ-FOO-0010,high,Products Master,
1758,Is JoyProtect (500ml) a food product?,It is categorized under AGRICULTURE & VETERINARY.,informational,product_category,JoyProtect (500ml),DJP1134,DJ-AGR-0135,high,Products Master,
1759,Tell me about Arogya Churn (100g),This is a premium product under Curind.,informational,product_discovery,Arogya Churn (100g),DJP1078,DJ-HEA-0079,high,Products Master,
1760,Tell me about Dhaniya Powder (25g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Dhaniya Powder (25g),DJP1005,DJ-FOO-0006,high,Products Master,
1761,Do you have Seabuckthron Massage Cream (30g)?,"Yes, Seabuckthron Massage Cream (30g) is available. Code: DJP1049",transactional,availability,Seabuckthron Massage Cream (30g),DJP1049,DJ-PER-0050,high,Products Master,
1762,"I have Slow Healing Sores, what should I take?","Dayjoy suggests DIBEAT TABLETS for Slow Healing Sores. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1763,What is JoyCalcium (2 Litre)?,JoyCalcium (2 Litre) is a AGRICULTURE & VETERINARY product by Dayjoy.,informational,product_info,JoyCalcium (2 Litre),DJP1135,DJ-AGR-0136,high,Products Master,
1764,"I have Nasal inflammation, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Nasal inflammation. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1765,"Which product is good for Menstrual Problems (Painful periods, irregular periods, Dysfunctional uterine bleeding)?","Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1766,How much is in one pack of Milk Bath Soap (Pack of 3) (100g)?,The pack size is 100g.,informational,pack_size,Milk Bath Soap (Pack of 3) (100g),DJP1039,DJ-PER-0040,high,Products Master,
1767,Which product is good for Hypoactive Sexual Desire Disorder?,"Based on Dayjoy recommendations, you may consider ADILAFORTE TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1768,What is Deep Cleansing Face Wash (100ml)?,Deep Cleansing Face Wash (100ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Deep Cleansing Face Wash (100ml),DJP1052,DJ-PER-0053,high,Products Master,
1769,"I have Decreased Immunity, what should I take?","Dayjoy suggests ALOE VERA GUAVA JUICE OR NONIMA JUICE for Decreased Immunity. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1770,Tell me about Himalayan Pink Salt Sprinkler (200g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Himalayan Pink Salt Sprinkler (200g),DJP1012,DJ-FOO-0013,high,Products Master,
1771,Do you have LEGEND PACKAGE?,"Yes, LEGEND PACKAGE is available. Code: DJP1169",transactional,availability,LEGEND PACKAGE,DJP1169,DJ-COM-0170,high,Products Master,
1772,Do you have ELITE PACKAGE?,"Yes, ELITE PACKAGE is available. Code: DJP1166",transactional,availability,ELITE PACKAGE,DJP1166,DJ-COM-0167,high,Products Master,
1773,"I have Reduced sense of smell and taste, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Reduced sense of smell and taste. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1774,Which product is good for Blurred Vision?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1775,"I have Increased Thirst, what should I take?","Dayjoy suggests DIBEAT TABLETS for Increased Thirst. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1776,What is the MRP of N-astheal (120 Tab)?,The MRP is ₹2699.0.,pricing,mrp,N-astheal (120 Tab),DJP1096,DJ-HEA-0097,high,Price List,
1777,Tell me about Jaljeera (100g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Jaljeera (100g),DJP1013,DJ-FOO-0014,high,Products Master,
1778,What is Sunscreen SPF 50+ (50gm)?,Sunscreen SPF 50+ (50gm) is a SKIN CARE product by Dayjoy.,informational,product_info,Sunscreen SPF 50+ (50gm),DJP1059,DJ-SKI-0060,high,Products Master,
1779,How much BV for Nonima (500ml)?,The Business Volume (BV) is 400.0.,pricing,bv,Nonima (500ml),DJP1095,DJ-HEA-0096,high,Price List,
1780,"I have Acne, Psoriasis, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE for Acne, Psoriasis. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1781,How much is in one pack of Haldi Powder (25g)?,The pack size is 25g.,informational,pack_size,Haldi Powder (25g),DJP1009,DJ-FOO-0010,high,Products Master,
1782,Tell me about Hi-Energy (60 Tab),This is a premium product under Curind.,informational,product_discovery,Hi-Energy (60 Tab),DJP1090,DJ-HEA-0091,high,Products Master,
1783,What is the MRP of Aloevera with Guava Juice (1L)?,The MRP is ₹1499.0.,pricing,mrp,Aloevera with Guava Juice (1L),DJP1073,DJ-HEA-0074,high,Price List,
1784,Can I run Facebook ads for Dayjoy?,Paid internet advertising like Facebook ads cannot use the company logo/trademark. Links must direct to your personal ID website.,compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,
1785,Do you have Shilajit Gummies (60 Gummies)?,"Yes, Shilajit Gummies (60 Gummies) is available. Code: DJP1112",transactional,availability,Shilajit Gummies (60 Gummies),DJP1112,DJ-HEA-0113,high,Products Master,
1786,"Which is better, Dayjoy Business Planner Book (Hindi) or Dayjoy Mug?",Both are excellent PROMOTION TOOLS products. Choose based on your specific health or personal care needs. Consult the Dayjoy product guide.,comparison,alternative,,,,medium,General Guidance,
1787,Which product is good for Loss Of Appetite?,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1788,Do you have STANDARD PACKAGE?,"Yes, STANDARD PACKAGE is available. Code: DJP1164",transactional,availability,STANDARD PACKAGE,DJP1164,DJ-COM-0165,high,Products Master,
1789,How much is in one pack of BR Rich Oil (200ml)?,The pack size is 200ml.,informational,pack_size,BR Rich Oil (200ml),DJP1029,DJ-PER-0030,high,Products Master,
1790,"I have Dizziness or Fainting, what should I take?","Dayjoy suggests ADILIPO TABLET for Dizziness or Fainting. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1791,Tell me about JuniorJoy - Kids Nutritional Drink (300g),This is a premium product under Curind.,informational,product_discovery,JuniorJoy - Kids Nutritional Drink (300g),DJP1110,DJ-HEA-0111,high,Products Master,
1792,"I have Sweating, what should I take?","Dayjoy suggests AMPLE MEAL for Sweating. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1793,Can I cancel my order?,Orders can be cancelled before dispatch. Processed orders cannot be cancelled.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
1794,What is Dayjoy's mission?,To create values for customers through high-quality products backed by a satisfaction guarantee and uncompromising principles.,company,info,,,,high,Dayjoy Brochure,
1795,How much is in one pack of Nano Tech-50 (500ml)?,The pack size is 500ml.,informational,pack_size,Nano Tech-50 (500ml),DJP1126,DJ-AGR-0127,high,Products Master,
1796,Which product is good for Anxiety?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1797,Which product is good for Constipation?,"Based on Dayjoy recommendations, you may consider LIVEASE SYRUP OR GAS-O-FREE SYRUP. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1798,"I have Pain when lifting the leg, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Pain when lifting the leg. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1799,Which product is good for Unexplained Weight loss?,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1800,What is the MRP of Ecofriendly Toothbrush (Pack of 2)?,The MRP is ₹149.0.,pricing,mrp,Ecofriendly Toothbrush (Pack of 2),DJP1032,DJ-PER-0033,high,Price List,
1801,"I have Vomiting, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Vomiting. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1802,What is Dayjoy Leather Bag?,Dayjoy Leather Bag is a PROMOTION TOOLS product by Dayjoy.,informational,product_info,Dayjoy Leather Bag,DJP1147,DJ-PRO-0148,high,Products Master,
1803,DP of DJP1026,The Distributor Price (DP) is ₹165.0.,pricing,dp,Anti Pollution Face Wash (150ml),DJP1026,DJ-PER-0027,high,Price List,
1804,What is the MRP of Amara Beauty Kajal?,The MRP is ₹299.0.,pricing,mrp,Amara Beauty Kajal,DJP1063,DJ-COL-0064,high,Price List,
1805,What is the Super Retailer Loyalty Program?,"Purchasing Rs. 25,000 for 4 consecutive months between the 2nd and 15th gives Rs. 25,000 worth of free products.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
1806,"I have Difficulty walking on your toes, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Difficulty walking on your toes. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1807,Is JoySpread 80+ Gold (100ml) a food product?,It is categorized under AGRICULTURE & VETERINARY.,informational,product_category,JoySpread 80+ Gold (100ml),DJP1132,DJ-AGR-0133,high,Products Master,
1808,Do you have Vital Protein Powder (300gm)?,"Yes, Vital Protein Powder (300gm) is available. Code: DJP1107",transactional,availability,Vital Protein Powder (300gm),DJP1107,DJ-HEA-0108,high,Products Master,
1809,Which product is good for Mental Disorder?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1810,Which product is good for Difficulty concentrating?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1811,What is Milk & Keratin Extracts Shampoo (100ml)?,Milk & Keratin Extracts Shampoo (100ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Milk & Keratin Extracts Shampoo (100ml),DJP1037,DJ-PER-0038,high,Products Master,
1812,Which product is good for An achy or heavy feeling in the legs?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1813,Tell me about Orthofix (60 Tab),This is a premium product under Curind.,informational,product_discovery,Orthofix (60 Tab),DJP1098,DJ-HEA-0099,high,Products Master,
1814,What is the MRP of Advanced Calcium Tablets?,The MRP is ₹999.0.,pricing,mrp,Advanced Calcium Tablets,DJP1077,DJ-HEA-0078,high,Price List,
1815,Do you have N-SF 10.5 Mineraliser?,"Yes, N-SF 10.5 Mineraliser is available. Code: DJP1145",transactional,availability,N-SF 10.5 Mineraliser,DJP1145,DJ-AQU-0146,high,Products Master,
1816,Which product is good for Running Nose?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1817,Which product is good for Pain Around Your Anus?,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1818,"I have Disturbed Concentration, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Disturbed Concentration. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
