file,size,file_type,sha256,original_provenance,reason,replacement_file,physically_archived,archive_location,date_archived
dayjoy_extraction_confirmation.txt,1033,txt,64d1b5501672f5b94c0ca43fc20ee0aa60e84fb09f1cd1da2885b3f8563b9e62,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_extraction_confirmation.txt,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_products_master.csv,38100,csv,68d47f9e4db5e02570da8fe674c3ea4c14f95537832b515d0556f48d3e63de74,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_products_master.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_categories.csv,419,csv,bcdbddf4bbc0a5bdf5fb755c93f2b9de9f319fbcf9b2a311149118ef38c3efd1,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_brands.csv,282,csv,38b9fb55bb20280db0a65a600bc661a465fbbb5fbe8c5e2c5b51f7bf9cb4c434,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_relationships.csv,30976,csv,48108628166f222a58035ffc994d8286f3f67c4761fdcb6a93592f78fbc53fe8,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_product_relationships.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_database_schema.sql,12341,sql,50f1c8021ee95552f15b7583e941e7eb910c3a2c1090eaad23b96c4971628a34,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_seed_data.sql,78432,sql,039ce30c8ad9b05665fc07f299dee9a11b09c4ebcb18aaf49494a1ba8a75d358,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_seed_data.sql,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_faqs_master.csv,427862,csv,f1db7c66c06b391cca5964810801115655f8694c2f7c1238a9db15a230be7615,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_product_faqs_master.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_faqs_seed.sql,356281,sql,fca400bd458935b53b2919a5ca08de457f168ed24a02f1a79c26eb2301419b82,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_product_faqs_seed.sql,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_recommendation_chart_updated.csv,76469,csv,6fc42c95691a0d0cd21683c942edd6f13db07cb97d00420536fd692383dc5e9c,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_index_updated.csv,82252,csv,92baeee2d3951b4b82bb272b7d1cad8e3b7a377b39d2d01ba02ad9c6cd927030,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_recommendation_summary.csv,126,csv,e876673459cda1b51edcfd82e10f74fbdc307dbd36c3183cdb6d90f33f26f140,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_recommendation_summary.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_recommendation_chart_updated.xlsx,61809,xlsx,5d09865bd0ca2143811a41959934e6c7ee09c548e915c37e2452577d6c31aeea,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_recommendation_chart_updated.xlsx,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_project_status.md,902,md,f098f4e2403a5e4cf590fd56da445e5460ec2ae0fd87134037cf3fc49958c8f8,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_project_status.md,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_plan_faq_knowledge.csv,4221,csv,ba5ee0cd26f67bc4d3b5b6ee19d9be04e7732e563bb5806485de154c165fe5de,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_plan_ranks_rewards.csv,3404,csv,382c02f3a6261396da5b4cab415ffa6061561bbd20a32c3c6d9d1c1be2334635,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_business_matching_matrix.csv,1236,csv,a82244c2fd51593d399a5d3c3131bac2e628113776cd5497e28c3846d3d3940f,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_business_matching_matrix.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_all_extracted_knowledge_master.csv,11555,csv,67b59dcbabb25dab1c17d0d3cfd786e2de93c92a60b513a19ab1ab7d52b4e0e3,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_all_extracted_knowledge_master.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_extraction_confirmation.txt,1033,txt,64d1b5501672f5b94c0ca43fc20ee0aa60e84fb09f1cd1da2885b3f8563b9e62,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_extraction_confirmation.txt,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_products_master.csv,38100,csv,68d47f9e4db5e02570da8fe674c3ea4c14f95537832b515d0556f48d3e63de74,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_products_master.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_categories.csv,419,csv,bcdbddf4bbc0a5bdf5fb755c93f2b9de9f319fbcf9b2a311149118ef38c3efd1,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_brands.csv,282,csv,38b9fb55bb20280db0a65a600bc661a465fbbb5fbe8c5e2c5b51f7bf9cb4c434,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_relationships.csv,30976,csv,48108628166f222a58035ffc994d8286f3f67c4761fdcb6a93592f78fbc53fe8,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_product_relationships.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_database_schema.sql,12341,sql,50f1c8021ee95552f15b7583e941e7eb910c3a2c1090eaad23b96c4971628a34,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_seed_data.sql,78432,sql,039ce30c8ad9b05665fc07f299dee9a11b09c4ebcb18aaf49494a1ba8a75d358,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_seed_data.sql,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_recommendation_chart_updated.csv,76469,csv,6fc42c95691a0d0cd21683c942edd6f13db07cb97d00420536fd692383dc5e9c,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_index_updated.csv,82252,csv,92baeee2d3951b4b82bb272b7d1cad8e3b7a377b39d2d01ba02ad9c6cd927030,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_recommendation_summary.csv,126,csv,e876673459cda1b51edcfd82e10f74fbdc307dbd36c3183cdb6d90f33f26f140,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_recommendation_summary.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_recommendation_chart_updated.xlsx,61809,xlsx,5d09865bd0ca2143811a41959934e6c7ee09c548e915c37e2452577d6c31aeea,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_recommendation_chart_updated.xlsx,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_project_status.md,902,md,f098f4e2403a5e4cf590fd56da445e5460ec2ae0fd87134037cf3fc49958c8f8,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_project_status.md,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_plan_faq_knowledge.csv,4221,csv,ba5ee0cd26f67bc4d3b5b6ee19d9be04e7732e563bb5806485de154c165fe5de,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_plan_ranks_rewards.csv,3404,csv,382c02f3a6261396da5b4cab415ffa6061561bbd20a32c3c6d9d1c1be2334635,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_business_matching_matrix.csv,1236,csv,a82244c2fd51593d399a5d3c3131bac2e628113776cd5497e28c3846d3d3940f,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_business_matching_matrix.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_all_extracted_knowledge_master.csv,11555,csv,67b59dcbabb25dab1c17d0d3cfd786e2de93c92a60b513a19ab1ab7d52b4e0e3,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_all_extracted_knowledge_master.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_extraction_confirmation.txt,1033,txt,64d1b5501672f5b94c0ca43fc20ee0aa60e84fb09f1cd1da2885b3f8563b9e62,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_extraction_confirmation.txt,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_products_master.csv,38100,csv,68d47f9e4db5e02570da8fe674c3ea4c14f95537832b515d0556f48d3e63de74,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_products_master.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_categories.csv,419,csv,bcdbddf4bbc0a5bdf5fb755c93f2b9de9f319fbcf9b2a311149118ef38c3efd1,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_brands.csv,282,csv,38b9fb55bb20280db0a65a600bc661a465fbbb5fbe8c5e2c5b51f7bf9cb4c434,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_relationships.csv,30976,csv,48108628166f222a58035ffc994d8286f3f67c4761fdcb6a93592f78fbc53fe8,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_product_relationships.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_database_schema.sql,12341,sql,50f1c8021ee95552f15b7583e941e7eb910c3a2c1090eaad23b96c4971628a34,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_seed_data.sql,78432,sql,039ce30c8ad9b05665fc07f299dee9a11b09c4ebcb18aaf49494a1ba8a75d358,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_seed_data.sql,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_faqs_master.csv,427862,csv,f1db7c66c06b391cca5964810801115655f8694c2f7c1238a9db15a230be7615,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_product_faqs_master.csv,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_faqs_seed.sql,356259,sql,faa007ed2a9f3ba5f7a20c38051a0a8d2726eb9ed3faaf5a849f9bbe3c0bb6c5,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_relationships_review.csv,62044,csv,67a060fd3fc0a1ba29af57d95d2a98f7ef12ed048e590dbeafce34ab33139573,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_knowledge_chunks_seed.csv,38681,csv,8e3557a364e7e6dc8606681fda552908b947637dea5d30448cadd0cb12d68672,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_relationships_seed.sql,36043,sql,b2cb6ce7f5b7ea05399bdfb0328278ace27a687e89a965851d32516d0112bc91,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_production_checklist.txt,412,txt,b0a3c7d3000d344143565d833405bff33f60f2e2c30ce85da59f6190a8ddd9fb,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_production.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_production_checklist.txt,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_knowledge_chunks_seed.csv,38681,csv,8e3557a364e7e6dc8606681fda552908b947637dea5d30448cadd0cb12d68672,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_relationships_review.csv,62044,csv,67a060fd3fc0a1ba29af57d95d2a98f7ef12ed048e590dbeafce34ab33139573,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_relationships_seed.sql,36043,sql,b2cb6ce7f5b7ea05399bdfb0328278ace27a687e89a965851d32516d0112bc91,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_production_checklist.txt,412,txt,b0a3c7d3000d344143565d833405bff33f60f2e2c30ce85da59f6190a8ddd9fb,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_production_checklist.txt,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_recommendation_chart_updated.csv,76469,csv,6fc42c95691a0d0cd21683c942edd6f13db07cb97d00420536fd692383dc5e9c,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_final.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_product_index_updated.csv,82252,csv,92baeee2d3951b4b82bb272b7d1cad8e3b7a377b39d2d01ba02ad9c6cd927030,ORIGINAL:artifacts-2of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_final.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
